"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"timepoint"	"total_reads"	"dups_removed"	"reads_kept"	"dups_percentage"
"well_3440_DUKE_27_A_yes_47_55_S8624"	1188208	880377	0.26	63	0.996	"kept"	FALSE	0.28	"recurrence"	1188208	307831	880377	0.259071644021922
"well_3444_DUKE_27_A_yes_47_59_S8628"	1059421	815798	0.23	59	0.97	"kept"	FALSE	0.29	"recurrence"	1059421	243623	815798	0.229958628345105
"well_3448_DUKE_27_A_yes_47_63_S8632"	1307924	987421	0.25	71	0.956	"kept"	FALSE	0.31	"recurrence"	1307924	320503	987421	0.245047112829186
"well_3452_DUKE_27_A_yes_47_67_S8636"	1476323	1068738	0.28	77	0.99	"kept"	FALSE	0.29	"recurrence"	1476323	407585	1068738	0.276081182776398
"well_3454_DUKE_27_A_yes_47_69_S8638"	1006944	814323	0.19	58	0.998	"kept"	FALSE	0.29	"recurrence"	1006944	192621	814323	0.191292663742969
"well_3455_DUKE_27_A_yes_47_70_S8639"	918163	731786	0.2	52	0.808	"kept"	FALSE	0.39	"recurrence"	918163	186377	731786	0.202989011754993
"well_347_DUKE_27_D_yes_4_58_S5531"	1626198	1227381	0.25	92	0.539	"removed"	TRUE	0.01	"recurrence"	1626198	398817	1227381	0.245245043961436
"well_3471_DUKE_27_A_yes_48_14_S8655"	2123083	1574619	0.26	111	0.994	"kept"	FALSE	0.3	"recurrence"	2123083	548464	1574619	0.258333753320054
"well_3474_DUKE_27_A_yes_48_17_S8658"	1817905	1352345	0.26	95	0.994	"kept"	FALSE	0.29	"recurrence"	1817905	465560	1352345	0.256096990766844
"well_3488_DUKE_27_A_yes_48_31_S8672"	2261936	1714665	0.24	124	0.984	"kept"	FALSE	0.28	"recurrence"	2261936	547271	1714665	0.2419480480438
"well_3489_DUKE_27_A_yes_48_32_S8673"	2048005	1551308	0.24	110	0.997	"kept"	FALSE	0.28	"recurrence"	2048005	496697	1551308	0.242527239923731
"well_3490_DUKE_27_A_yes_48_33_S8674"	1863892	1394728	0.25	97	0.974	"kept"	FALSE	0.36	"recurrence"	1863892	469164	1394728	0.251712009064903
"well_3491_DUKE_27_A_yes_48_34_S8675"	2569253	1956474	0.24	142	0.996	"kept"	FALSE	0.29	"recurrence"	2569253	612779	1956474	0.23850473269857
"well_3500_DUKE_27_A_yes_48_43_S8684"	1409224	1062019	0.25	72	0.997	"kept"	FALSE	0.28	"recurrence"	1409224	347205	1062019	0.246380277372511
"well_3501_DUKE_27_A_yes_48_44_S8685"	2051800	1566730	0.24	113	0.992	"kept"	FALSE	0.29	"recurrence"	2051800	485070	1566730	0.236411930987426
"well_3505_DUKE_27_A_yes_48_48_S8689"	693020	493145	0.29	37	0.163	"removed"	TRUE	0.05	"recurrence"	693020	199875	493145	0.288411589853107
"well_3507_DUKE_27_A_yes_48_50_S8691"	1632870	1201094	0.26	86	0.995	"kept"	FALSE	0.28	"recurrence"	1632870	431776	1201094	0.264427664174123
"well_3509_DUKE_27_A_yes_48_52_S8693"	2267429	1644089	0.27	120	0.992	"kept"	FALSE	0.32	"recurrence"	2267429	623340	1644089	0.274910482312787
"well_3512_DUKE_27_A_yes_48_55_S8696"	1550133	1143563	0.26	81	0.998	"kept"	FALSE	0.28	"recurrence"	1550133	406570	1143563	0.262280720428505
"well_3514_DUKE_27_A_yes_48_57_S8698"	1452469	1079824	0.26	76	0.976	"kept"	FALSE	0.3	"recurrence"	1452469	372645	1079824	0.256559692496019
"well_3516_DUKE_27_A_yes_48_59_S8700"	1818806	1331526	0.27	96	0.998	"kept"	FALSE	0.28	"recurrence"	1818806	487280	1331526	0.267912025801542
"well_3521_DUKE_27_A_yes_48_64_S8705"	1619176	1218465	0.25	88	0.984	"kept"	FALSE	0.29	"recurrence"	1619176	400711	1218465	0.247478347011072
"well_3522_DUKE_27_A_yes_48_65_S8706"	1844077	1304204	0.29	93	0.997	"kept"	FALSE	0.29	"recurrence"	1844077	539873	1304204	0.292760551755702
"well_3524_DUKE_27_A_yes_48_67_S8708"	1651953	1153178	0.3	83	0.969	"kept"	FALSE	0.3	"recurrence"	1651953	498775	1153178	0.301930502865396
"well_3527_DUKE_27_A_yes_48_70_S8711"	1080909	786827	0.27	58	0.228	"removed"	FALSE	0.18	"recurrence"	1080909	294082	786827	0.272069156608003
"well_3529_DUKE_27_A_yes_49_0_S8713"	1742309	1356160	0.22	99	0.991	"kept"	FALSE	0.28	"recurrence"	1742309	386149	1356160	0.221630606281664
"well_353_DUKE_27_A_yes_4_64_S5537"	1406259	1120582	0.2	81	0.921	"kept"	FALSE	0.3	"recurrence"	1406259	285677	1120582	0.203146788749441
"well_3531_DUKE_27_A_yes_49_2_S8715"	1883765	1482362	0.21	108	0.997	"kept"	FALSE	0.28	"recurrence"	1883765	401403	1482362	0.213085496333141
"well_3532_DUKE_27_A_yes_49_3_S8716"	1987915	1564720	0.21	114	0.984	"kept"	FALSE	0.28	"recurrence"	1987915	423195	1564720	0.212883850667659
"well_3533_DUKE_27_A_yes_49_4_S8717"	1574056	1222170	0.22	89	0.899	"kept"	FALSE	0.32	"recurrence"	1574056	351886	1222170	0.223553672804525
"well_3534_DUKE_27_A_yes_49_5_S8718"	1891539	1491642	0.21	109	0.989	"kept"	FALSE	0.19	"recurrence"	1891539	399897	1491642	0.211413563241361
"well_3537_DUKE_27_A_yes_49_8_S8721"	1658480	1314362	0.21	95	0.978	"kept"	FALSE	0.3	"recurrence"	1658480	344118	1314362	0.207489990834981
"well_3544_DUKE_27_A_yes_49_15_S8728"	1682669	1279375	0.24	93	0.862	"kept"	FALSE	0.42	"recurrence"	1682669	403294	1279375	0.239675182700816
"well_3547_DUKE_27_A_yes_49_18_S8731"	535266	449129	0.16	32	0.981	"kept"	FALSE	0.27	"recurrence"	535266	86137	449129	0.160923727641957
"well_3555_DUKE_27_A_yes_49_26_S8739"	1570856	1244866	0.21	91	0.995	"kept"	FALSE	0.28	"recurrence"	1570856	325990	1244866	0.207523795943104
"well_3560_DUKE_27_A_yes_49_31_S8744"	1172951	948680	0.19	69	0.995	"kept"	FALSE	0.28	"recurrence"	1172951	224271	948680	0.191202360541915
"well_3571_DUKE_27_A_yes_49_42_S8755"	1335973	1057305	0.21	79	0.503	"removed"	TRUE	0.02	"recurrence"	1335973	278668	1057305	0.208588047812344
"well_3572_DUKE_27_A_yes_49_43_S8756"	1919742	1501062	0.22	110	0.998	"kept"	FALSE	0.28	"recurrence"	1919742	418680	1501062	0.218091806086443
"well_3576_DUKE_27_A_yes_49_47_S8760"	1294285	981910	0.24	71	0.991	"kept"	FALSE	0.28	"recurrence"	1294285	312375	981910	0.241349470943417
"well_3579_DUKE_27_A_yes_49_50_S8763"	1530883	1169162	0.24	83	0.992	"kept"	FALSE	0.3	"recurrence"	1530883	361721	1169162	0.236282589851739
"well_3586_DUKE_27_A_yes_49_57_S8770"	1392506	1044282	0.25	75	0.98	"kept"	FALSE	0.29	"recurrence"	1392506	348224	1044282	0.25007001765163
"well_3590_DUKE_27_A_yes_49_61_S8774"	1527681	1127337	0.26	83	0.389	"removed"	FALSE	0.17	"recurrence"	1527681	400344	1127337	0.262059945760928
"well_3592_DUKE_27_A_yes_49_63_S8776"	1369400	1042210	0.24	75	0.993	"kept"	FALSE	0.29	"recurrence"	1369400	327190	1042210	0.238929458156857
"well_3595_DUKE_27_A_yes_49_66_S8779"	825624	631883	0.23	42	0.978	"kept"	FALSE	0.27	"recurrence"	825624	193741	631883	0.23466008740056
"well_3598_DUKE_27_A_yes_49_69_S8782"	831582	633804	0.24	44	0.959	"kept"	FALSE	0.15	"recurrence"	831582	197778	633804	0.237833430738039
"well_3600_DUKE_27_A_yes_49_71_S8784"	307245	238317	0.22	16	0.96	"kept"	FALSE	0.41	"recurrence"	307245	68928	238317	0.224342137382219
"well_3604_DUKE_27_A_yes_50_3_S8788"	1607726	1239494	0.23	88	0.987	"kept"	FALSE	0.29	"recurrence"	1607726	368232	1239494	0.229039027794537
"well_3623_DUKE_27_A_yes_50_22_S8807"	1519198	1182233	0.22	78	0.98	"kept"	FALSE	0.3	"recurrence"	1519198	336965	1182233	0.221804531074949
"well_3625_DUKE_27_A_yes_50_24_S8809"	1574566	1208725	0.23	87	0.996	"kept"	FALSE	0.29	"recurrence"	1574566	365841	1208725	0.232344023686527
"well_3627_DUKE_27_A_yes_50_26_S8811"	1614932	1292624	0.2	95	0.996	"kept"	FALSE	0.29	"recurrence"	1614932	322308	1292624	0.199579920392933
"well_363_DUKE_27_D_yes_5_2_S5547"	1504204	1154680	0.23	87	0.584	"removed"	TRUE	0.02	"recurrence"	1504204	349524	1154680	0.232364759035344
"well_3632_DUKE_27_A_yes_50_31_S8816"	1361097	1058794	0.22	76	0.998	"kept"	FALSE	0.28	"recurrence"	1361097	302303	1058794	0.222102465878626
"well_3634_DUKE_27_A_yes_50_33_S8818"	1529267	1214210	0.21	89	0.997	"kept"	FALSE	0.28	"recurrence"	1529267	315057	1214210	0.206018308117549
"well_3648_DUKE_27_A_yes_50_47_S8832"	1517998	1204990	0.21	87	0.997	"kept"	FALSE	0.28	"recurrence"	1517998	313008	1204990	0.206197900128986
"well_3649_DUKE_27_A_yes_50_48_S8833"	1787728	1373977	0.23	97	0.995	"kept"	FALSE	0.29	"recurrence"	1787728	413751	1373977	0.231439570225448
"well_365_DUKE_27_D_yes_5_4_S5549"	1467554	1101230	0.25	82	0.282	"removed"	TRUE	0.04	"recurrence"	1467554	366324	1101230	0.249615346351821
"well_3654_DUKE_27_A_yes_50_53_S8838"	1583298	1172473	0.26	85	0.998	"kept"	FALSE	0.28	"recurrence"	1583298	410825	1172473	0.259474211424508
"well_3657_DUKE_27_A_yes_50_56_S8841"	1430266	1083057	0.24	78	0.993	"kept"	FALSE	0.28	"recurrence"	1430266	347209	1083057	0.242758340057024
"well_3659_DUKE_27_A_yes_50_58_S8843"	1382703	1070318	0.23	78	0.996	"kept"	FALSE	0.28	"recurrence"	1382703	312385	1070318	0.225923426795198
"well_3664_DUKE_27_A_yes_50_63_S8848"	1343505	1025979	0.24	74	0.983	"kept"	FALSE	0.3	"recurrence"	1343505	317526	1025979	0.236341509707817
"well_3672_DUKE_27_A_yes_50_71_S8856"	1193736	925629	0.22	67	0.992	"kept"	FALSE	0.28	"recurrence"	1193736	268107	925629	0.224594885301273
"well_3673_DUKE_27_A_yes_51_0_S8857"	2228864	1698129	0.24	124	0.93	"kept"	FALSE	0.3	"recurrence"	2228864	530735	1698129	0.238119059754207
"well_3677_DUKE_27_A_yes_51_4_S8861"	2047034	1501948	0.27	109	0.994	"kept"	FALSE	0.29	"recurrence"	2047034	545086	1501948	0.26628087271633
"well_3685_DUKE_27_A_yes_51_12_S8869"	391477	275715	0.3	20	0.379	"removed"	TRUE	0.05	"recurrence"	391477	115762	275715	0.295705750273962
"well_3692_DUKE_27_A_yes_51_19_S8876"	1849971	1400712	0.24	102	0.996	"kept"	FALSE	0.29	"recurrence"	1849971	449259	1400712	0.242846509485824
"well_3694_DUKE_27_A_yes_51_21_S8878"	2083806	1598669	0.23	116	0.987	"kept"	FALSE	0.29	"recurrence"	2083806	485137	1598669	0.232812939400309
"well_3697_DUKE_27_A_yes_51_24_S8881"	1632453	1185058	0.27	84	0.9	"kept"	FALSE	0.3	"recurrence"	1632453	447395	1185058	0.274063020497374
"well_3699_DUKE_27_A_yes_51_26_S8883"	1002863	739060	0.26	45	0.362	"removed"	FALSE	0.48	"recurrence"	1002863	263803	739060	0.263049888170169
"well_3701_DUKE_27_A_yes_51_28_S8885"	2192817	1712261	0.22	117	0.977	"kept"	FALSE	0.29	"recurrence"	2192817	480556	1712261	0.219150070434514
"well_3709_DUKE_27_A_yes_51_36_S8893"	2339677	1790774	0.23	131	0.99	"kept"	FALSE	0.28	"recurrence"	2339677	548903	1790774	0.234606315316174
"well_3718_DUKE_27_A_yes_51_45_S8902"	1618957	1237195	0.24	88	0.996	"kept"	FALSE	0.28	"recurrence"	1618957	381762	1237195	0.235807374748063
"well_3732_DUKE_27_A_yes_51_59_S8916"	654006	490628	0.25	33	0.991	"kept"	FALSE	0.28	"recurrence"	654006	163378	490628	0.249811163811953
"well_374_DUKE_27_A_yes_5_13_S5558"	2143403	1650540	0.23	121	0.989	"kept"	FALSE	0.28	"recurrence"	2143403	492863	1650540	0.229944158891258
"well_3754_DUKE_27_A_yes_52_9_S8938"	834058	680336	0.18	46	0.969	"kept"	FALSE	0.29	"recurrence"	834058	153722	680336	0.18430612739162
"well_3755_DUKE_27_A_yes_52_10_S8939"	1335681	1036030	0.22	73	0.997	"kept"	FALSE	0.28	"recurrence"	1335681	299651	1036030	0.224343237644318
"well_3758_DUKE_27_A_yes_52_13_S8942"	510117	407878	0.2	26	0.976	"kept"	FALSE	0.28	"recurrence"	510117	102239	407878	0.200422648137584
"well_3764_DUKE_27_A_yes_52_19_S8948"	1779819	1403709	0.21	100	0.994	"kept"	FALSE	0.3	"recurrence"	1779819	376110	1403709	0.211319240889102
"well_3767_DUKE_27_A_yes_52_22_S8951"	590153	491584	0.17	33	0.962	"kept"	FALSE	0.28	"recurrence"	590153	98569	491584	0.167022789005563
"well_3768_DUKE_27_A_yes_52_23_S8952"	798433	643623	0.19	47	0.243	"removed"	FALSE	0.2	"recurrence"	798433	154810	643623	0.193892286516214
"well_377_DUKE_27_A_yes_5_16_S5561"	2061860	1627897	0.21	119	0.974	"kept"	FALSE	0.3	"recurrence"	2061860	433963	1627897	0.210471613009613
"well_3773_DUKE_27_A_yes_52_28_S8957"	854601	707117	0.17	50	0.994	"kept"	FALSE	0.28	"recurrence"	854601	147484	707117	0.172576442105731
"well_3776_DUKE_27_A_yes_52_31_S8960"	1920243	1488024	0.23	107	0.961	"kept"	FALSE	0.29	"recurrence"	1920243	432219	1488024	0.225085575106901
"well_3778_DUKE_27_A_yes_52_33_S8962"	1070606	835478	0.22	58	0.265	"removed"	FALSE	0.27	"recurrence"	1070606	235128	835478	0.219621410677691
"well_3779_DUKE_27_A_yes_52_34_S8963"	1090620	894622	0.18	64	0.996	"kept"	FALSE	0.29	"recurrence"	1090620	195998	894622	0.179712457134474
"well_378_DUKE_27_A_yes_5_17_S5562"	2269517	1743636	0.23	127	0.973	"kept"	FALSE	0.29	"recurrence"	2269517	525881	1743636	0.23171494198986
"well_3790_DUKE_27_A_yes_52_45_S8974"	1345409	1086853	0.19	79	0.998	"kept"	FALSE	0.28	"recurrence"	1345409	258556	1086853	0.192176505434407
"well_3792_DUKE_27_A_yes_52_47_S8976"	1593186	1281280	0.2	93	0.998	"kept"	FALSE	0.28	"recurrence"	1593186	311906	1281280	0.195775006810253
"well_3795_DUKE_27_A_yes_52_50_S8979"	929343	778643	0.16	56	0.996	"kept"	FALSE	0.29	"recurrence"	929343	150700	778643	0.162157567227601
"well_3796_DUKE_27_A_yes_52_51_S8980"	1068462	826204	0.23	57	0.997	"kept"	FALSE	0.29	"recurrence"	1068462	242258	826204	0.226735251230273
"well_3797_DUKE_27_A_yes_52_52_S8981"	1824268	1376492	0.25	99	0.995	"kept"	FALSE	0.29	"recurrence"	1824268	447776	1376492	0.245455163386081
"well_3798_DUKE_27_A_yes_52_53_S8982"	721418	621382	0.14	44	0.875	"kept"	FALSE	0.32	"recurrence"	721418	100036	621382	0.138665794310649
"well_3801_DUKE_27_A_yes_52_56_S8985"	666721	569686	0.15	40	0.994	"kept"	FALSE	0.28	"recurrence"	666721	97035	569686	0.145540638437967
"well_3806_DUKE_27_A_yes_52_61_S8990"	1425060	1128182	0.21	81	0.963	"kept"	FALSE	0.3	"recurrence"	1425060	296878	1128182	0.208326666947357
"well_3811_DUKE_27_A_yes_52_66_S8995"	1244835	991655	0.2	72	0.997	"kept"	FALSE	0.28	"recurrence"	1244835	253180	991655	0.203384384275828
"well_3816_DUKE_27_A_yes_52_71_S9000"	923426	740235	0.2	52	0.986	"kept"	FALSE	0.29	"recurrence"	923426	183191	740235	0.198381895246614
"well_3819_DUKE_27_A_yes_53_2_S9003"	1258481	1023842	0.19	75	0.997	"kept"	FALSE	0.28	"recurrence"	1258481	234639	1023842	0.186446199823438
"well_3821_DUKE_27_A_yes_53_4_S9005"	1880521	1416109	0.25	103	0.993	"kept"	FALSE	0.28	"recurrence"	1880521	464412	1416109	0.246959220343724
"well_3822_DUKE_27_A_yes_53_5_S9006"	992190	848079	0.15	61	0.997	"kept"	FALSE	0.29	"recurrence"	992190	144111	848079	0.145245366310888
"well_3830_DUKE_27_A_yes_53_13_S9014"	1840535	1423482	0.23	103	0.998	"kept"	FALSE	0.29	"recurrence"	1840535	417053	1423482	0.226593354649599
"well_3831_DUKE_27_A_yes_53_14_S9015"	644537	553642	0.14	39	0.945	"kept"	FALSE	0.3	"recurrence"	644537	90895	553642	0.141023711594524
"well_3837_DUKE_27_A_yes_53_20_S9021"	286005	260437	0.09	18	0.945	"kept"	FALSE	0.3	"recurrence"	286005	25568	260437	0.0893970385133127
"well_3851_DUKE_27_A_yes_53_34_S9035"	556643	491103	0.12	36	0.99	"kept"	FALSE	0.28	"recurrence"	556643	65540	491103	0.117741532723846
"well_3858_DUKE_27_A_yes_53_41_S9042"	1141294	946323	0.17	67	0.996	"kept"	FALSE	0.29	"recurrence"	1141294	194971	946323	0.170833282221759
"well_3866_DUKE_27_A_yes_53_49_S9050"	1087657	875074	0.2	62	0.955	"kept"	FALSE	0.31	"recurrence"	1087657	212583	875074	0.195450403941684
"well_3867_DUKE_27_A_yes_53_50_S9051"	455576	405191	0.11	29	0.958	"kept"	FALSE	0.29	"recurrence"	455576	50385	405191	0.110596256168016
"well_3874_DUKE_27_A_yes_53_57_S9058"	694751	592580	0.15	43	0.994	"kept"	FALSE	0.29	"recurrence"	694751	102171	592580	0.147061321250347
"well_388_DUKE_27_A_yes_5_27_S5572"	2251412	1655411	0.26	122	0.94	"kept"	FALSE	0.32	"recurrence"	2251412	596001	1655411	0.264723204815467
"well_3895_DUKE_27_A_yes_54_6_S9079"	1138439	843593	0.26	56	0.982	"kept"	FALSE	0.29	"recurrence"	1138439	294846	843593	0.258991478682652
"well_3898_DUKE_27_A_yes_54_9_S9082"	1708163	1329502	0.22	97	0.996	"kept"	FALSE	0.3	"recurrence"	1708163	378661	1329502	0.221677322363264
"well_390_DUKE_27_A_yes_5_29_S5574"	2384131	1851410	0.22	136	0.927	"kept"	FALSE	0.2	"recurrence"	2384131	532721	1851410	0.22344451710078
"well_3915_DUKE_27_A_yes_54_26_S9099"	2239370	1708718	0.24	124	0.956	"kept"	FALSE	0.32	"recurrence"	2239370	530652	1708718	0.236964860652773
"well_392_DUKE_27_A_yes_5_31_S5576"	1168454	906800	0.22	66	0.984	"kept"	FALSE	0.3	"recurrence"	1168454	261654	906800	0.223931793635008
"well_3926_DUKE_27_A_yes_54_37_S9110"	1516699	1135333	0.25	84	0.439	"removed"	TRUE	0.03	"recurrence"	1516699	381366	1135333	0.251444749419628
"well_3934_DUKE_27_A_yes_54_45_S9118"	1637412	1256332	0.23	91	0.998	"kept"	FALSE	0.28	"recurrence"	1637412	381080	1256332	0.232733117871373
"well_3936_DUKE_27_A_yes_54_47_S9120"	1522110	1141214	0.25	82	0.998	"kept"	FALSE	0.28	"recurrence"	1522110	380896	1141214	0.250242098140082
"well_3938_DUKE_27_A_yes_54_49_S9122"	815375	670488	0.18	48	0.997	"kept"	FALSE	0.29	"recurrence"	815375	144887	670488	0.177693699218151
"well_3944_DUKE_27_A_yes_54_55_S9128"	2270503	1729347	0.24	127	0.993	"kept"	FALSE	0.28	"recurrence"	2270503	541156	1729347	0.238341900451134
"well_3947_DUKE_27_A_yes_54_58_S9131"	1343941	1008602	0.25	72	0.992	"kept"	FALSE	0.29	"recurrence"	1343941	335339	1008602	0.249519138116926
"well_3949_DUKE_27_A_yes_54_60_S9133"	2020080	1502411	0.26	109	0.997	"kept"	FALSE	0.29	"recurrence"	2020080	517669	1502411	0.256261633202645
"well_395_DUKE_27_A_yes_5_34_S5579"	1970501	1553042	0.21	114	0.988	"kept"	FALSE	0.28	"recurrence"	1970501	417459	1553042	0.211854244174451
"well_3951_DUKE_27_A_yes_54_62_S9135"	1258797	924664	0.27	68	0.575	"removed"	TRUE	0.01	"recurrence"	1258797	334133	924664	0.265438351060576
"well_3957_DUKE_27_A_yes_54_68_S9141"	1835092	1333064	0.27	96	0.978	"kept"	FALSE	0.31	"recurrence"	1835092	502028	1333064	0.273571025321891
"well_396_DUKE_27_A_yes_5_35_S5580"	1860301	1484089	0.2	109	0.993	"kept"	FALSE	0.29	"recurrence"	1860301	376212	1484089	0.20223178937172
"well_3965_DUKE_27_A_yes_55_4_S9149"	1626702	1206074	0.26	77	0.598	"removed"	FALSE	0.61	"recurrence"	1626702	420628	1206074	0.25857717024999
"well_3979_DUKE_27_A_yes_55_18_S9163"	1900445	1401459	0.26	100	0.992	"kept"	FALSE	0.29	"recurrence"	1900445	498986	1401459	0.26256271557451
"well_3980_DUKE_27_A_yes_55_19_S9164"	1712198	1281058	0.25	90	0.992	"kept"	FALSE	0.25	"recurrence"	1712198	431140	1281058	0.251804989843464
"well_3993_DUKE_27_A_yes_55_32_S9177"	2471227	1963220	0.21	142	0.972	"kept"	FALSE	0.29	"recurrence"	2471227	508007	1963220	0.205568731646263
"well_4012_DUKE_27_A_yes_55_51_S9196"	1230999	933711	0.24	66	0.995	"kept"	FALSE	0.29	"recurrence"	1230999	297288	933711	0.241501414704642
"well_4019_DUKE_27_A_yes_55_58_S9203"	1764736	1332817	0.24	97	0.997	"kept"	FALSE	0.3	"recurrence"	1764736	431919	1332817	0.244749922934649
"well_4022_DUKE_27_A_yes_55_61_S9206"	1323581	976576	0.26	68	0.988	"kept"	FALSE	0.28	"recurrence"	1323581	347005	976576	0.262171336699454
"well_4026_DUKE_27_A_yes_55_65_S9210"	1712380	1219930	0.29	83	0.658	"removed"	FALSE	0.66	"recurrence"	1712380	492450	1219930	0.287582195540709
"well_4028_DUKE_27_A_yes_55_67_S9212"	1387552	977706	0.3	70	0.997	"kept"	FALSE	0.28	"recurrence"	1387552	409846	977706	0.29537343465326
"well_4034_DUKE_27_A_yes_56_1_S9218"	832282	679315	0.18	50	0.991	"kept"	FALSE	0.3	"recurrence"	832282	152967	679315	0.183792272330772
"well_4044_DUKE_27_A_yes_56_11_S9228"	2950088	2198051	0.25	160	0.988	"kept"	FALSE	0.28	"recurrence"	2950088	752037	2198051	0.254920192211215
"well_4046_DUKE_27_A_yes_56_13_S9230"	2072964	1554385	0.25	113	0.997	"kept"	FALSE	0.28	"recurrence"	2072964	518579	1554385	0.250163051553235
"well_4049_DUKE_27_A_yes_56_16_S9233"	2685796	1989663	0.26	145	0.998	"kept"	FALSE	0.28	"recurrence"	2685796	696133	1989663	0.259190571435805
"well_4050_DUKE_27_A_yes_56_17_S9234"	1493574	1167070	0.22	86	0.936	"kept"	FALSE	0.3	"recurrence"	1493574	326504	1167070	0.218605840755128
"well_4052_DUKE_27_A_yes_56_19_S9236"	2499097	1877651	0.25	127	0.82	"kept"	FALSE	0.44	"recurrence"	2499097	621446	1877651	0.248668218960689
"well_4070_DUKE_27_A_yes_56_37_S9254"	1816768	1393329	0.23	102	0.994	"kept"	FALSE	0.28	"recurrence"	1816768	423439	1393329	0.233072687321661
"well_4072_DUKE_27_A_yes_56_39_S9256"	2273027	1654333	0.27	120	0.974	"kept"	FALSE	0.3	"recurrence"	2273027	618694	1654333	0.272189463653533
"well_4075_DUKE_27_A_yes_56_42_S9259"	1877108	1445141	0.23	104	0.996	"kept"	FALSE	0.3	"recurrence"	1877108	431967	1445141	0.230123679617795
"well_4080_DUKE_27_A_yes_56_47_S9264"	893165	736082	0.18	54	0.991	"kept"	FALSE	0.29	"recurrence"	893165	157083	736082	0.175872319224331
"well_4084_DUKE_27_A_yes_56_51_S9268"	978047	719601	0.26	48	0.978	"kept"	FALSE	0.28	"recurrence"	978047	258446	719601	0.264247014714017
"well_4085_DUKE_27_A_yes_56_52_S9269"	2093982	1518756	0.27	109	0.883	"kept"	FALSE	0.31	"recurrence"	2093982	575226	1518756	0.27470436708625
"well_4086_DUKE_27_A_yes_56_53_S9270"	2288580	1603984	0.3	116	0.918	"kept"	FALSE	0.3	"recurrence"	2288580	684596	1603984	0.299135708605336
"well_4089_DUKE_27_A_yes_56_56_S9273"	1838781	1327010	0.28	86	0.966	"kept"	FALSE	0.3	"recurrence"	1838781	511771	1327010	0.278320800573858
"well_4091_DUKE_27_A_yes_56_58_S9275"	660953	562856	0.15	40	0.991	"kept"	FALSE	0.29	"recurrence"	660953	98097	562856	0.148417512289074
"well_4093_DUKE_27_A_yes_56_60_S9277"	335823	259044	0.23	16	0.954	"kept"	FALSE	0.41	"recurrence"	335823	76779	259044	0.228629367255965
"well_4094_DUKE_27_A_yes_56_61_S9278"	2009468	1464930	0.27	103	0.998	"kept"	FALSE	0.28	"recurrence"	2009468	544538	1464930	0.270986151558522
"well_4096_DUKE_27_A_yes_56_63_S9280"	141927	128958	0.09	9	0.983	"kept"	FALSE	0.46	"recurrence"	141927	12969	128958	0.091377961909996
"well_4101_DUKE_27_A_yes_56_68_S9285"	1707567	1218207	0.29	87	0.994	"kept"	FALSE	0.29	"recurrence"	1707567	489360	1218207	0.286583191172001
"well_4104_DUKE_27_A_yes_56_71_S9288"	1346101	988071	0.27	69	0.996	"kept"	FALSE	0.29	"recurrence"	1346101	358030	988071	0.265975584298652
"well_4107_DUKE_27_A_yes_57_2_S9291"	1352032	1041616	0.23	79	0.637	"removed"	FALSE	0.4	"recurrence"	1352032	310416	1041616	0.229592199001207
"well_411_DUKE_27_A_yes_5_50_S5595"	1829167	1412759	0.23	103	0.908	"kept"	FALSE	0.34	"recurrence"	1829167	416408	1412759	0.227648979016131
"well_4111_DUKE_27_A_yes_57_6_S9295"	1792875	1368668	0.24	99	0.996	"kept"	FALSE	0.28	"recurrence"	1792875	424207	1368668	0.236607125427038
"well_4115_DUKE_27_A_yes_57_10_S9299"	1568890	1205307	0.23	88	0.994	"kept"	FALSE	0.29	"recurrence"	1568890	363583	1205307	0.231745374118007
"well_4116_DUKE_27_A_yes_57_11_S9300"	749527	547631	0.27	40	0.511	"removed"	FALSE	0.83	"recurrence"	749527	201896	547631	0.269364545906952
"well_4121_DUKE_27_A_yes_57_16_S9305"	1793035	1355652	0.24	98	0.998	"kept"	FALSE	0.28	"recurrence"	1793035	437383	1355652	0.243934446343769
"well_4123_DUKE_27_A_yes_57_18_S9307"	597182	500922	0.16	36	0.916	"kept"	FALSE	0.29	"recurrence"	597182	96260	500922	0.161190390869115
"well_4124_DUKE_27_A_yes_57_19_S9308"	1620113	1274210	0.21	93	0.986	"kept"	FALSE	0.28	"recurrence"	1620113	345903	1274210	0.213505477704333
"well_4139_DUKE_27_A_yes_57_34_S9323"	240738	191187	0.21	12	0.974	"kept"	FALSE	0.42	"recurrence"	240738	49551	191187	0.205829574059766
"well_4145_DUKE_27_A_yes_57_40_S9329"	1909050	1456827	0.24	105	0.996	"kept"	FALSE	0.28	"recurrence"	1909050	452223	1456827	0.236883790366936
"well_4149_DUKE_27_A_yes_57_44_S9333"	1615187	1245144	0.23	90	0.995	"kept"	FALSE	0.29	"recurrence"	1615187	370043	1245144	0.229102264938982
"well_4155_DUKE_27_A_yes_57_50_S9339"	1369092	1034316	0.24	75	0.985	"kept"	FALSE	0.28	"recurrence"	1369092	334776	1034316	0.244524107948918
"well_4156_DUKE_27_A_yes_57_51_S9340"	1762482	1317126	0.25	94	0.973	"kept"	FALSE	0.3	"recurrence"	1762482	445356	1317126	0.252686835950665
