"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"timepoint"	"total_reads"	"dups_removed"	"reads_kept"	"dups_percentage"
"SC89_NKI_12RE_R14C12yesS_A_W_B2_S6205"	841486	601698	0.28	44	0.717	"removed"	TRUE	0.03	"recurrence"	841486	239788	601698	0.284957800842795
"SC89_NKI_12RE_R14C1yesS_A_W_B1_S6194"	562037	405383	0.28	28	0.398	"removed"	FALSE	0.12	"recurrence"	562037	156654	405383	0.278725421991791
"SC89_NKI_12RE_R14C23yesS_A_W_B1_S6216"	715332	492863	0.31	35	0.915	"kept"	FALSE	0.12	"recurrence"	715332	222469	492863	0.311001045668305
"SC89_NKI_12RE_R14C25yesS_A_W_B1_S6218"	1095837	775640	0.29	57	0.438	"removed"	TRUE	0.07	"recurrence"	1095837	320197	775640	0.292194003305236
"SC89_NKI_12RE_R14C26yesS_A_W_B1_S6219"	223824	154588	0.31	11	0.582	"removed"	TRUE	0.07	"recurrence"	223824	69236	154588	0.309332332547001
"SC89_NKI_12RE_R14C27yesS_A_W_B2_S6220"	837318	576324	0.31	42	0.753	"removed"	TRUE	0.03	"recurrence"	837318	260994	576324	0.31170236397641
"SC89_NKI_12RE_R14C40yesS_A_W_B1_S6233"	750097	514823	0.31	37	0.815	"kept"	TRUE	0.03	"recurrence"	750097	235274	514823	0.313658100219038
"SC89_NKI_12RE_R14C50yesS_A_W_B2_S6243"	569190	389692	0.32	28	0.585	"removed"	TRUE	0.05	"recurrence"	569190	179498	389692	0.315356910697658
"SC89_NKI_12RE_R14C60yesS_A_W_B1_S6253"	809144	556267	0.31	38	0.918	"kept"	FALSE	0.16	"recurrence"	809144	252877	556267	0.312524099542232
"SC89_NKI_12RE_R14C6yesS_A_W_B1_S6199"	842557	568161	0.33	40	0.776	"removed"	TRUE	0.03	"recurrence"	842557	274396	568161	0.325670548105351
"SC89_NKI_12RE_R15C12yesS_A_W_B2_S6277"	399166	274557	0.31	19	0.864	"kept"	TRUE	0.03	"recurrence"	399166	124609	274557	0.312173381500428
"SC89_NKI_12RE_R15C13yesS_A_W_B2_S6278"	524735	345737	0.34	23	0.682	"removed"	FALSE	0.49	"recurrence"	524735	178998	345737	0.34112075619122
"SC89_NKI_12RE_R15C15yesS_A_W_B2_S6280"	794491	526682	0.34	37	0.837	"kept"	TRUE	0.03	"recurrence"	794491	267809	526682	0.337082484257216
"SC89_NKI_12RE_R15C16yesS_A_W_B2_S6281"	920581	610658	0.34	43	0.791	"removed"	TRUE	0.04	"recurrence"	920581	309923	610658	0.33666021784069
"SC89_NKI_12RE_R15C19yesS_A_W_B1_S6284"	698306	468352	0.33	28	0.92	"kept"	FALSE	0.34	"recurrence"	698306	229954	468352	0.329302626642188
"SC89_NKI_12RE_R15C22yesS_A_W_B1_S6287"	696699	474593	0.32	34	0.833	"kept"	TRUE	0.03	"recurrence"	696699	222106	474593	0.318797644319857
"SC89_NKI_12RE_R15C24yesS_A_W_B1_S6289"	1308903	844064	0.36	61	0.803	"kept"	TRUE	0.03	"recurrence"	1308903	464839	844064	0.355136324082075
"SC89_NKI_12RE_R15C25yesS_A_W_B1_S6290"	788598	530032	0.33	36	0.975	"kept"	FALSE	0.34	"recurrence"	788598	258566	530032	0.327880618515391
"SC89_NKI_12RE_R15C28yesS_A_W_B2_S6293"	623890	422878	0.32	29	0.975	"kept"	FALSE	0.32	"recurrence"	623890	201012	422878	0.322191411947619
"SC89_NKI_12RE_R15C2yesS_A_W_B1_S6267"	808026	549116	0.32	38	0.499	"removed"	FALSE	0.11	"recurrence"	808026	258910	549116	0.320422857680322
"SC89_NKI_12RE_R15C41yesS_A_W_B1_S6306"	925367	613868	0.34	42	0.969	"kept"	FALSE	0.31	"recurrence"	925367	311499	613868	0.336622118575657
"SC89_NKI_12RE_R15C43yesS_A_W_B1_S6308"	910474	619057	0.32	45	0.829	"kept"	TRUE	0.03	"recurrence"	910474	291417	619057	0.320071742850427
"SC89_NKI_12RE_R15C44yesS_A_W_B1_S6309"	678298	493381	0.27	34	0.934	"kept"	FALSE	0.31	"recurrence"	678298	184917	493381	0.272619114312588
"SC89_NKI_12RE_R15C48yesS_A_W_B2_S6313"	971631	655169	0.33	46	0.933	"kept"	FALSE	0.17	"recurrence"	971631	316462	655169	0.325701835367542
"SC89_NKI_12RE_R15C64yesS_A_W_B2_S6329"	564894	389432	0.31	27	0.466	"removed"	FALSE	0.35	"recurrence"	564894	175462	389432	0.310610486215113
"SC89_NKI_12RE_R15C68yesS_A_W_B2_S6333"	1184284	803572	0.32	56	0.637	"removed"	TRUE	0.03	"recurrence"	1184284	380712	803572	0.32147018789412
"SC89_NKI_12RE_R16C11yesS_A_W_B2_S6348"	656214	494235	0.25	33	0.923	"kept"	FALSE	0.19	"recurrence"	656214	161979	494235	0.246838683722078
"SC89_NKI_12RE_R16C25yesS_A_W_B1_S6362"	420361	308468	0.27	21	0.975	"kept"	FALSE	0.36	"recurrence"	420361	111893	308468	0.266183114037696
"SC89_NKI_12RE_R16C27yesS_A_W_B2_S6364"	639674	469541	0.27	33	0.67	"removed"	TRUE	0.04	"recurrence"	639674	170133	469541	0.265968290097769
"SC89_NKI_12RE_R16C30yesS_A_W_B2_S6367"	870265	663556	0.24	49	0.802	"kept"	TRUE	0.03	"recurrence"	870265	206709	663556	0.23752420239812
"SC89_NKI_12RE_R16C33yesS_A_W_B2_S6370"	561036	452866	0.19	33	0.865	"kept"	TRUE	0.03	"recurrence"	561036	108170	452866	0.192804026836068
"SC89_NKI_12RE_R16C34yesS_A_W_B2_S6371"	661004	492254	0.26	35	0.824	"kept"	TRUE	0.02	"recurrence"	661004	168750	492254	0.255293462671935
"SC89_NKI_12RE_R16C40yesS_A_W_B1_S6377"	520381	387268	0.26	27	0.773	"removed"	TRUE	0.03	"recurrence"	520381	133113	387268	0.255799116416626
"SC89_NKI_12RE_R16C42yesS_A_W_B1_S6379"	505937	386339	0.24	28	0.352	"removed"	TRUE	0.04	"recurrence"	505937	119598	386339	0.23638911564088
"SC89_NKI_12RE_R16C50yesS_A_W_B2_S6387"	338510	245747	0.27	16	0.97	"kept"	FALSE	0.32	"recurrence"	338510	92763	245747	0.274033263419101
"SC89_NKI_12RE_R16C53yesS_A_W_B2_S6390"	1069277	779240	0.27	57	0.861	"kept"	TRUE	0.03	"recurrence"	1069277	290037	779240	0.271245897929161
"SC89_NKI_12RE_R16C57yesS_A_W_B1_S6394"	854302	649754	0.24	47	0.715	"removed"	TRUE	0.03	"recurrence"	854302	204548	649754	0.239432893754199
"SC89_NKI_12RE_R16C59yesS_A_W_B1_S6396"	490800	369481	0.25	25	0.975	"kept"	FALSE	0.33	"recurrence"	490800	121319	369481	0.247186226568867
"SC89_NKI_12RE_R16C5yesS_A_W_B1_S6342"	223537	166284	0.26	11	0.859	"kept"	TRUE	0.03	"recurrence"	223537	57253	166284	0.256123147398417
"SC89_NKI_12RE_R16C60yesS_A_W_B1_S6397"	572951	413091	0.28	29	0.935	"kept"	FALSE	0.18	"recurrence"	572951	159860	413091	0.279011643229526
"SC89_NKI_12RE_R16C61yesS_A_W_B1_S6398"	933713	694311	0.26	50	0.749	"removed"	TRUE	0.03	"recurrence"	933713	239402	694311	0.25639784387708
"SC89_NKI_12RE_R16C62yesS_A_W_B1_S6399"	371643	273691	0.26	19	1	"kept"	TRUE	0.02	"recurrence"	371643	97952	273691	0.263564765110603
"SC89_NKI_12RE_R16C68yesS_A_W_B2_S6405"	428903	305566	0.29	20	0.97	"kept"	FALSE	0.31	"recurrence"	428903	123337	305566	0.287563854764364
"SC89_NKI_12RE_R16C6yesS_A_W_B1_S6343"	443572	320805	0.28	22	0.842	"kept"	TRUE	0.02	"recurrence"	443572	122767	320805	0.276769047640518
"SC89_NKI_12RE_R16C7yesS_A_W_B1_S6344"	604385	444948	0.26	31	0.734	"removed"	TRUE	0.03	"recurrence"	604385	159437	444948	0.263800392134153
"SC89_NKI_12RE_R17C10yesS_A_W_B2_S6419"	244447	166343	0.32	11	0.934	"kept"	FALSE	0.32	"recurrence"	244447	78104	166343	0.319513023272939
"SC89_NKI_12RE_R17C12yesS_A_W_B2_S6421"	1012110	735358	0.27	51	0.949	"kept"	FALSE	0.18	"recurrence"	1012110	276752	735358	0.27344063392319
"SC89_NKI_12RE_R17C16yesS_A_W_B2_S6425"	775977	536970	0.31	38	0.742	"removed"	TRUE	0.03	"recurrence"	775977	239007	536970	0.30800784043857
"SC89_NKI_12RE_R17C21yesS_A_W_B1_S6430"	848394	587609	0.31	40	0.984	"kept"	FALSE	0.34	"recurrence"	848394	260785	587609	0.307386662329059
"SC89_NKI_12RE_R17C27yesS_A_W_B2_S6436"	973083	674654	0.31	49	0.779	"removed"	TRUE	0.03	"recurrence"	973083	298429	674654	0.306684013593907
"SC89_NKI_12RE_R17C32yesS_A_W_B2_S6441"	1257696	930799	0.26	68	0.793	"removed"	TRUE	0.03	"recurrence"	1257696	326897	930799	0.259917340915452
"SC89_NKI_12RE_R17C44yesS_A_W_B1_S6453"	491551	352161	0.28	25	0.624	"removed"	TRUE	0.04	"recurrence"	491551	139390	352161	0.283571796212397
"SC89_NKI_12RE_R17C46yesS_A_W_B2_S6455"	359254	238842	0.34	17	0.862	"kept"	TRUE	0.03	"recurrence"	359254	120412	238842	0.335172329326883
"SC89_NKI_12RE_R17C48yesS_A_W_B2_S6457"	960721	663010	0.31	48	0.379	"removed"	FALSE	0.18	"recurrence"	960721	297711	663010	0.309882890037795
"SC89_NKI_12RE_R17C54yesS_A_W_B1_S6463"	380156	258832	0.32	18	0.953	"kept"	FALSE	0.32	"recurrence"	380156	121324	258832	0.319142667746925
"SC89_NKI_12RE_R17C58yesS_A_W_B1_S6467"	688280	482738	0.3	35	0.652	"removed"	FALSE	0.08	"recurrence"	688280	205542	482738	0.298631370953682
"SC89_NKI_12RE_R17C61yesS_A_W_B1_S6470"	1191044	825848	0.31	59	0.983	"kept"	FALSE	0.15	"recurrence"	1191044	365196	825848	0.306618395290182
"SC89_NKI_12RE_R17C62yesS_A_W_B1_S6471"	687785	497294	0.28	36	0.803	"kept"	TRUE	0.02	"recurrence"	687785	190491	497294	0.276963004427256
"SC89_NKI_12RE_R17C63yesS_A_W_B2_S6472"	1068020	773375	0.28	56	0.793	"removed"	TRUE	0.02	"recurrence"	1068020	294645	773375	0.275879665174809
"SC89_NKI_12RE_R17C64yesS_A_W_B2_S6473"	581160	412398	0.29	29	0.814	"kept"	TRUE	0.02	"recurrence"	581160	168762	412398	0.290388189138963
"SC89_NKI_12RE_R17C66yesS_A_W_B2_S6475"	739099	519269	0.3	38	0.993	"kept"	FALSE	0.1	"recurrence"	739099	219830	519269	0.297429708334066
"SC89_NKI_12RE_R17C71yesS_A_W_B2_S6480"	438085	297791	0.32	21	0.787	"removed"	TRUE	0.03	"recurrence"	438085	140294	297791	0.320243788305922
"SC89_NKI_12RE_R17C7yesS_A_W_B1_S6416"	981220	682502	0.3	48	0.996	"kept"	FALSE	0.1	"recurrence"	981220	298718	682502	0.30443529483704
"SC89_NKI_12RE_R18C10yesS_A_W_C2_S6491"	526680	350244	0.33	25	0.847	"kept"	TRUE	0.02	"recurrence"	526680	176436	350244	0.334996582365003
"SC89_NKI_12RE_R18C13yesS_A_W_C2_S6494"	695612	484739	0.3	33	0.984	"kept"	FALSE	0.34	"recurrence"	695612	210873	484739	0.303147444264906
"SC89_NKI_12RE_R18C16yesS_A_W_C2_S6497"	1078123	768287	0.29	56	0.801	"kept"	TRUE	0.06	"recurrence"	1078123	309836	768287	0.287384649061378
"SC89_NKI_12RE_R18C17yesS_A_W_C2_S6498"	380804	273427	0.28	19	0.84	"kept"	TRUE	0.04	"recurrence"	380804	107377	273427	0.281974454049852
"SC89_NKI_12RE_R18C20yesS_A_W_C1_S6501"	746560	513601	0.31	35	0.976	"kept"	FALSE	0.32	"recurrence"	746560	232959	513601	0.31204323831976
"SC89_NKI_12RE_R18C21yesS_A_W_C1_S6502"	765847	534284	0.3	40	0.609	"removed"	TRUE	0.04	"recurrence"	765847	231563	534284	0.302361960025958
"SC89_NKI_12RE_R18C22yesS_A_W_C1_S6503"	736195	532156	0.28	39	0.66	"removed"	TRUE	0.06	"recurrence"	736195	204039	532156	0.277153471566637
"SC89_NKI_12RE_R18C29yesS_A_W_C2_S6510"	559706	387768	0.31	27	0.857	"kept"	TRUE	0.03	"recurrence"	559706	171938	387768	0.307193419402329
"SC89_NKI_12RE_R18C30yesS_A_W_C2_S6511"	1136326	841011	0.26	61	0.808	"kept"	TRUE	0.03	"recurrence"	1136326	295315	841011	0.259885807417942
"SC89_NKI_12RE_R18C33yesS_A_W_C2_S6514"	250349	194626	0.22	14	0.414	"removed"	FALSE	0.45	"recurrence"	250349	55723	194626	0.222581276537953
"SC89_NKI_12RE_R18C3yesS_A_W_C1_S6484"	755552	560162	0.26	41	0.818	"kept"	TRUE	0.03	"recurrence"	755552	195390	560162	0.258605628732371
"SC89_NKI_12RE_R18C40yesS_A_W_C1_S6521"	419404	312056	0.26	24	0.37	"removed"	FALSE	0.29	"recurrence"	419404	107348	312056	0.255953686660118
"SC89_NKI_12RE_R18C42yesS_A_W_C1_S6523"	650798	504023	0.23	37	0.849	"kept"	TRUE	0.03	"recurrence"	650798	146775	504023	0.225530809867271
"SC89_NKI_12RE_R18C45yesS_A_W_C2_S6526"	781107	547393	0.3	40	0.687	"removed"	TRUE	0.04	"recurrence"	781107	233714	547393	0.299208687158097
"SC89_NKI_12RE_R18C47yesS_A_W_C2_S6528"	294911	216755	0.27	15	0.956	"kept"	FALSE	0.33	"recurrence"	294911	78156	216755	0.265015547063351
"SC89_NKI_12RE_R18C66yesS_A_W_C2_S6547"	592716	421165	0.29	30	0.788	"removed"	TRUE	0.03	"recurrence"	592716	171551	421165	0.289432038278029
"SC89_NKI_12RE_R18C67yesS_A_W_C2_S6548"	1075679	717450	0.33	52	0.705	"removed"	TRUE	0.03	"recurrence"	1075679	358229	717450	0.333025930598255
"SC89_NKI_12RE_R18C69yesS_A_W_C2_S6550"	872087	626138	0.28	43	0.732	"removed"	TRUE	0.03	"recurrence"	872087	245949	626138	0.282023467842085
"SC89_NKI_12RE_R19C24yesS_A_W_C1_S6577"	1180728	805105	0.32	57	0.962	"kept"	FALSE	0.18	"recurrence"	1180728	375623	805105	0.318128307281609
"SC89_NKI_12RE_R19C2yesS_A_W_C1_S6555"	278670	189010	0.32	13	0.737	"removed"	TRUE	0.03	"recurrence"	278670	89660	189010	0.321742562888004
"SC89_NKI_12RE_R19C30yesS_A_W_C2_S6583"	867433	608456	0.3	43	0.869	"kept"	FALSE	0.19	"recurrence"	867433	258977	608456	0.298555623316152
"SC89_NKI_12RE_R19C31yesS_A_W_C2_S6584"	177769	151079	0.15	11	0.94	"kept"	TRUE	0.02	"recurrence"	177769	26690	151079	0.15013866309649
"SC89_NKI_12RE_R19C33yesS_A_W_C2_S6586"	200481	168497	0.16	12	0.638	"removed"	TRUE	0.02	"recurrence"	200481	31984	168497	0.159536315162035
"SC89_NKI_12RE_R19C34yesS_A_W_C2_S6587"	712251	521696	0.27	38	0.812	"kept"	FALSE	0.09	"recurrence"	712251	190555	521696	0.267539111914199
"SC89_NKI_12RE_R19C37yesS_A_W_C1_S6590"	350394	243359	0.31	18	0.49	"removed"	FALSE	0.77	"recurrence"	350394	107035	243359	0.305470413306164
"SC89_NKI_12RE_R19C43yesS_A_W_C1_S6596"	612771	454493	0.26	34	0.813	"kept"	TRUE	0.03	"recurrence"	612771	158278	454493	0.25829877719409
"SC89_NKI_12RE_R19C52yesS_A_W_C2_S6605"	373557	270979	0.27	19	0.815	"kept"	TRUE	0.03	"recurrence"	373557	102578	270979	0.274597986384943
"SC89_NKI_12RE_R19C69yesS_A_W_C2_S6622"	355972	287319	0.19	21	0.878	"kept"	TRUE	0.02	"recurrence"	355972	68653	287319	0.192860674435068
"SC89_NKI_12RE_R19C7yesS_A_W_C1_S6560"	984131	746051	0.24	53	0.795	"removed"	TRUE	0.04	"recurrence"	984131	238080	746051	0.241919012814351
"SC89_NKI_12RE_R1C14yesS_A_W_A2_S5271"	962790	662592	0.31	45	0.972	"kept"	FALSE	0.35	"recurrence"	962790	300198	662592	0.311800081014551
"SC89_NKI_12RE_R1C16yesS_A_W_A2_S5273"	990346	691526	0.3	47	0.975	"kept"	FALSE	0.32	"recurrence"	990346	298820	691526	0.301732929703356
"SC89_NKI_12RE_R1C22yesS_A_W_A1_S5279"	725106	494563	0.32	34	0.953	"kept"	FALSE	0.31	"recurrence"	725106	230543	494563	0.317943859242649
"SC89_NKI_12RE_R1C25yesS_A_W_A1_S5282"	666542	473705	0.29	32	0.979	"kept"	FALSE	0.32	"recurrence"	666542	192837	473705	0.289309600895367
"SC89_NKI_12RE_R1C27yesS_A_W_A2_S5284"	1260209	899066	0.29	63	0.864	"kept"	FALSE	0.17	"recurrence"	1260209	361143	899066	0.286573893695411
"SC89_NKI_12RE_R1C29yesS_A_W_A2_S5286"	1337863	962465	0.28	70	0.76	"removed"	TRUE	0.03	"recurrence"	1337863	375398	962465	0.28059524779443
"SC89_NKI_12RE_R1C32yesS_A_W_A2_S5289"	937846	647616	0.31	46	0.752	"removed"	TRUE	0.03	"recurrence"	937846	290230	647616	0.309464453652305
"SC89_NKI_12RE_R1C43yesS_A_W_A1_S5300"	787432	528115	0.33	39	1	"kept"	TRUE	0	"recurrence"	787432	259317	528115	0.329319865080413
"SC89_NKI_12RE_R1C55yesS_A_W_A1_S5312"	883194	589787	0.33	42	0.64	"removed"	FALSE	0.09	"recurrence"	883194	293407	589787	0.332211269551197
"SC89_NKI_12RE_R1C56yesS_A_W_A1_S5313"	542686	350229	0.35	23	0.961	"kept"	FALSE	0.33	"recurrence"	542686	192457	350229	0.354637856882249
"SC89_NKI_12RE_R1C59yesS_A_W_A1_S5316"	440214	294857	0.33	21	0.862	"kept"	TRUE	0.03	"recurrence"	440214	145357	294857	0.33019622274621
"SC89_NKI_12RE_R1C6yesS_A_W_A1_S5263"	1257466	901367	0.28	65	0.981	"kept"	FALSE	0.15	"recurrence"	1257466	356099	901367	0.283187776051201
"SC89_NKI_12RE_R1C7yesS_A_W_A1_S5264"	408430	319114	0.22	22	0.982	"kept"	FALSE	0.35	"recurrence"	408430	89316	319114	0.218681291775824
"SC89_NKI_12RE_R1C9yesS_A_W_A2_S5266"	488447	339724	0.3	24	0.446	"removed"	FALSE	0.22	"recurrence"	488447	148723	339724	0.304481345980219
"SC89_NKI_12RE_R20C0yesS_A_W_C1_S6625"	1116008	739086	0.34	50	0.982	"kept"	FALSE	0.4	"recurrence"	1116008	376922	739086	0.337741306513932
"SC89_NKI_12RE_R20C12yesS_A_W_C2_S6637"	712846	469444	0.34	35	0.896	"kept"	FALSE	0.13	"recurrence"	712846	243402	469444	0.341451028693434
"SC89_NKI_12RE_R20C15yesS_A_W_C2_S6640"	1741121	1148125	0.34	77	0.987	"kept"	FALSE	0.38	"recurrence"	1741121	592996	1148125	0.340582877353154
"SC89_NKI_12RE_R20C19yesS_A_W_C1_S6644"	699939	481314	0.31	34	0.67	"removed"	TRUE	0.02	"recurrence"	699939	218625	481314	0.312348647524999
"SC89_NKI_12RE_R20C21yesS_A_W_C1_S6646"	508322	442380	0.13	32	1	"kept"	TRUE	0	"recurrence"	508322	65942	442380	0.129724859439489
"SC89_NKI_12RE_R20C22yesS_A_W_C1_S6647"	1423498	1002295	0.3	73	0.342	"removed"	TRUE	0.06	"recurrence"	1423498	421203	1002295	0.295892934166399
"SC89_NKI_12RE_R20C35yesS_A_W_C2_S6660"	1190591	880460	0.26	62	0.853	"kept"	TRUE	0.01	"recurrence"	1190591	310131	880460	0.260484918834428
"SC89_NKI_12RE_R20C3yesS_A_W_C1_S6628"	1679463	1172026	0.3	87	0.886	"kept"	TRUE	0.01	"recurrence"	1679463	507437	1172026	0.302142410996848
"SC89_NKI_12RE_R20C40yesS_A_W_C1_S6665"	3297222	2226307	0.32	162	0.95	"kept"	TRUE	0.04	"recurrence"	3297222	1070915	2226307	0.324793113718154
"SC89_NKI_12RE_R20C44yesS_A_W_C1_S6669"	1842673	1324083	0.28	94	0.938	"kept"	FALSE	0.25	"recurrence"	1842673	518590	1324083	0.281433547894825
"SC89_NKI_12RE_R20C4yesS_A_W_C1_S6629"	133154	121908	0.08	8	0.463	"removed"	TRUE	0.06	"recurrence"	133154	11246	121908	0.0844585968127131
"SC89_NKI_12RE_R20C54yesS_A_W_C1_S6679"	1780937	1183004	0.34	80	0.968	"kept"	FALSE	0.37	"recurrence"	1780937	597933	1183004	0.335740680327266
"SC89_NKI_12RE_R20C56yesS_A_W_C1_S6681"	1293122	848285	0.34	57	0.968	"kept"	FALSE	0.36	"recurrence"	1293122	444837	848285	0.344002344713028
"SC89_NKI_12RE_R20C57yesS_A_W_C1_S6682"	1629018	1217390	0.25	91	0.375	"removed"	TRUE	0.05	"recurrence"	1629018	411628	1217390	0.252684746270453
"SC89_NKI_12RE_R20C5yesS_A_W_C1_S6630"	1840139	1261087	0.31	86	0.973	"kept"	FALSE	0.39	"recurrence"	1840139	579052	1261087	0.314678402012022
"SC89_NKI_12RE_R20C61yesS_A_W_C1_S6686"	1432134	922182	0.36	67	0.994	"kept"	TRUE	0.01	"recurrence"	1432134	509952	922182	0.35607841165701
"SC89_NKI_12RE_R20C62yesS_A_W_C1_S6687"	1452256	1112988	0.23	83	0.867	"kept"	TRUE	0.01	"recurrence"	1452256	339268	1112988	0.233614459158716
"SC89_NKI_12RE_R20C64yesS_A_W_C2_S6689"	767610	588389	0.23	42	0.415	"removed"	FALSE	0.09	"recurrence"	767610	179221	588389	0.233479240760282
"SC89_NKI_12RE_R20C67yesS_A_W_C2_S6692"	766021	462621	0.4	33	1	"kept"	TRUE	0	"recurrence"	766021	303400	462621	0.396072692524095
"SC89_NKI_12RE_R21C15yesS_A_W_C2_S6712"	1563068	1049166	0.33	76	0.714	"removed"	TRUE	0.02	"recurrence"	1563068	513902	1049166	0.3287777627077
"SC89_NKI_12RE_R21C17yesS_A_W_C2_S6714"	853987	643964	0.25	47	0.996	"kept"	TRUE	0.01	"recurrence"	853987	210023	643964	0.245932315128919
"SC89_NKI_12RE_R21C19yesS_A_W_C1_S6716"	1171699	858061	0.27	64	0.929	"kept"	TRUE	0.02	"recurrence"	1171699	313638	858061	0.267677961660802
"SC89_NKI_12RE_R21C2yesS_A_W_C1_S6699"	1439769	944638	0.34	67	0.498	"removed"	FALSE	0.17	"recurrence"	1439769	495131	944638	0.343896138894503
"SC89_NKI_12RE_R21C36yesS_A_W_C1_S6733"	1687509	1158474	0.31	85	0.908	"kept"	TRUE	0.01	"recurrence"	1687509	529035	1158474	0.313500550219288
"SC89_NKI_12RE_R21C3yesS_A_W_C1_S6700"	1561349	1150229	0.26	77	0.935	"kept"	FALSE	0.38	"recurrence"	1561349	411120	1150229	0.263310765242108
"SC89_NKI_12RE_R21C41yesS_A_W_C1_S6738"	2198765	1473683	0.33	100	0.981	"kept"	FALSE	0.38	"recurrence"	2198765	725082	1473683	0.329767846950447
"SC89_NKI_12RE_R21C44yesS_A_W_C1_S6741"	805632	574370	0.29	42	0.269	"removed"	FALSE	0.09	"recurrence"	805632	231262	574370	0.287056621385446
"SC89_NKI_12RE_R21C48yesS_A_W_C2_S6745"	1383641	888865	0.36	64	0.78	"removed"	TRUE	0.01	"recurrence"	1383641	494776	888865	0.357589866157479
"SC89_NKI_12RE_R21C50yesS_A_W_C2_S6747"	1179293	771677	0.35	55	0.652	"removed"	TRUE	0.01	"recurrence"	1179293	407616	771677	0.345644381845733
"SC89_NKI_12RE_R21C53yesS_A_W_C2_S6750"	1176073	718215	0.39	48	0.969	"kept"	FALSE	0.39	"recurrence"	1176073	457858	718215	0.389310867607708
"SC89_NKI_12RE_R21C60yesS_A_W_C1_S6757"	1139053	719748	0.37	47	0.982	"kept"	FALSE	0.38	"recurrence"	1139053	419305	719748	0.368117199111894
"SC89_NKI_12RE_R21C66yesS_A_W_C2_S6763"	1762891	1194026	0.32	88	0.86	"kept"	TRUE	0.02	"recurrence"	1762891	568865	1194026	0.322688697145768
"SC89_NKI_12RE_R21C67yesS_A_W_C2_S6764"	1673291	1036936	0.38	68	0.977	"kept"	FALSE	0.4	"recurrence"	1673291	636355	1036936	0.380301453841561
"SC89_NKI_12RE_R21C68yesS_A_W_C2_S6765"	1453481	939735	0.35	60	0.987	"kept"	FALSE	0.36	"recurrence"	1453481	513746	939735	0.353459040744255
"SC89_NKI_12RE_R21C71yesS_A_W_C2_S6768"	152651	119262	0.22	7	0.84	"kept"	FALSE	0.48	"recurrence"	152651	33389	119262	0.218727686028916
"SC89_NKI_12RE_R21C7yesS_A_W_C1_S6704"	1822159	1353091	0.26	99	0.674	"removed"	TRUE	0.03	"recurrence"	1822159	469068	1353091	0.257424297221044
"SC89_NKI_12RE_R21C9yesS_A_W_C2_S6706"	791466	528384	0.33	37	0.756	"removed"	TRUE	0.02	"recurrence"	791466	263082	528384	0.332398359499966
"SC89_NKI_12RE_R22C11yesS_A_W_C2_S6780"	2253063	1529622	0.32	110	0.906	"kept"	TRUE	0.01	"recurrence"	2253063	723441	1529622	0.321092219791457
"SC89_NKI_12RE_R22C17yesS_A_W_C2_S6786"	1192804	826122	0.31	56	0.986	"kept"	FALSE	0.39	"recurrence"	1192804	366682	826122	0.307411779303222
"SC89_NKI_12RE_R22C1yesS_A_W_C1_S6770"	1053321	730074	0.31	53	0.996	"kept"	FALSE	0.11	"recurrence"	1053321	323247	730074	0.306883656549143
"SC89_NKI_12RE_R22C22yesS_A_W_C1_S6791"	1618892	1135530	0.3	83	0.84	"kept"	TRUE	0.07	"recurrence"	1618892	483362	1135530	0.298575816051966
"SC89_NKI_12RE_R22C2yesS_A_W_C1_S6771"	135705	123900	0.09	8	0.868	"kept"	FALSE	0.41	"recurrence"	135705	11805	123900	0.0869901624848016
"SC89_NKI_12RE_R22C32yesS_A_W_C2_S6801"	562504	369747	0.34	26	0.98	"kept"	TRUE	0.02	"recurrence"	562504	192757	369747	0.342676674299205
"SC89_NKI_12RE_R22C34yesS_A_W_C2_S6803"	3194960	2162637	0.32	156	0.376	"removed"	FALSE	0.22	"recurrence"	3194960	1032323	2162637	0.323109835490898
"SC89_NKI_12RE_R22C42yesS_A_W_C1_S6811"	1287610	951352	0.26	64	0.979	"kept"	FALSE	0.38	"recurrence"	1287610	336258	951352	0.261148950380938
"SC89_NKI_12RE_R22C43yesS_A_W_C1_S6812"	2162522	1533716	0.29	113	0.807	"kept"	TRUE	0.02	"recurrence"	2162522	628806	1533716	0.29077438287333
"SC89_NKI_12RE_R22C44yesS_A_W_C1_S6813"	1247539	906474	0.27	67	0.781	"removed"	TRUE	0.01	"recurrence"	1247539	341065	906474	0.273390250725629
"SC89_NKI_12RE_R22C53yesS_A_W_C2_S6822"	725949	438369	0.4	30	0.982	"kept"	FALSE	0.38	"recurrence"	725949	287580	438369	0.396143530743895
"SC89_NKI_12RE_R22C56yesS_A_W_C1_S6825"	641423	407573	0.36	29	0.525	"removed"	TRUE	0.03	"recurrence"	641423	233850	407573	0.364580004147029
"SC89_NKI_12RE_R22C60yesS_A_W_C1_S6829"	1844696	1222844	0.34	89	0.847	"kept"	TRUE	0.01	"recurrence"	1844696	621852	1222844	0.337102698764458
"SC89_NKI_12RE_R22C65yesS_A_W_C2_S6834"	1879797	1211100	0.36	83	0.94	"kept"	FALSE	0.33	"recurrence"	1879797	668697	1211100	0.355728304705242
"SC89_NKI_12RE_R22C67yesS_A_W_C2_S6836"	285322	174299	0.39	12	0.562	"removed"	TRUE	0.04	"recurrence"	285322	111023	174299	0.389114754558008
