"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"TotalReads"	"DupsRemoved"	"ReadsKept"	"MedianBinCount"	"dups_percentage"
"SC242_2_R41C16yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S2969_R1_001"	772355	643725	0.17	48	0.944	"kept"	FALSE	0.29	772355	128630	643725	48	0.166542587281755
"SC242_2_R41C21yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S2974_R1_001"	836792	699274	0.16	52	0.9	"kept"	FALSE	0.27	836792	137518	699274	52	0.164339525234467
"SC242_2_R41C28yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S2981_R1_001"	806174	689135	0.15	53	0.178	"removed"	TRUE	0.03	806174	117039	689135	53	0.14517833619045
"SC242_2_R41C33yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S2986_R1_001"	828044	694670	0.16	51	0.994	"kept"	FALSE	0.29	828044	133374	694670	51	0.161071150808411
"SC242_2_R41C34yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S2987_R1_001"	907715	756855	0.17	56	0.944	"kept"	FALSE	0.26	907715	150860	756855	56	0.166197539976755
"SC242_2_R41C35yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S2988_R1_001"	702236	592714	0.16	44	0.923	"kept"	FALSE	0.3	702236	109522	592714	44	0.155961813407458
"SC242_2_R41C3yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S2956_R1_001"	708986	589020	0.17	43	0.972	"kept"	FALSE	0.3	708986	119966	589020	43	0.169207854597975
"SC242_2_R41C44yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S2997_R1_001"	732520	621959	0.15	47	0.187	"removed"	FALSE	0.1	732520	110561	621959	47	0.150932397750232
"SC242_2_R41C47yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3000_R1_001"	658046	554546	0.16	40	0.711	"removed"	FALSE	0.37	658046	103500	554546	40	0.157283837300128
"SC242_2_R41C51yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3004_R1_001"	938760	777466	0.17	57	0.992	"kept"	FALSE	0.28	938760	161294	777466	57	0.171816012612382
"SC242_2_R41C54yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3007_R1_001"	689046	574753	0.17	44	0.245	"removed"	FALSE	0.21	689046	114293	574753	44	0.165871364175977
"SC242_2_R41C61yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3014_R1_001"	789158	666268	0.16	51	0.336	"removed"	TRUE	0.05	789158	122890	666268	51	0.15572293507764
"SC242_2_R41C64yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3017_R1_001"	819214	698625	0.15	51	0.65	"removed"	FALSE	0.46	819214	120589	698625	51	0.147200853501039
"SC242_2_R41C68yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3021_R1_001"	787179	653461	0.17	48	0.881	"kept"	FALSE	0.31	787179	133718	653461	48	0.169869877118165
"SC242_2_R41C6yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S2959_R1_001"	826156	682171	0.17	51	0.71	"removed"	FALSE	0.21	826156	143985	682171	51	0.174283065183815
"SC242_2_R41C7yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S2960_R1_001"	758380	641382	0.15	47	0.996	"kept"	FALSE	0.29	758380	116998	641382	47	0.154273583164113
"SC242_2_R42C0yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3025_R1_001"	829800	695612	0.16	51	0.99	"kept"	FALSE	0.28	829800	134188	695612	51	0.161711255724271
"SC242_2_R42C12yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3037_R1_001"	797385	663718	0.17	49	0.814	"kept"	FALSE	0.32	797385	133667	663718	49	0.167631696106649
"SC242_2_R42C15yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3040_R1_001"	972006	793753	0.18	58	0.993	"kept"	FALSE	0.29	972006	178253	793753	58	0.183386728065465
"SC242_2_R42C23yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3048_R1_001"	859326	708159	0.18	51	0.746	"removed"	FALSE	0.39	859326	151167	708159	51	0.175913448446806
"SC242_2_R42C27yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3052_R1_001"	519016	423585	0.18	34	0.387	"removed"	FALSE	0.79	519016	95431	423585	34	0.183869090740941
"SC242_2_R42C29yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3054_R1_001"	945689	782877	0.17	58	0.926	"kept"	FALSE	0.32	945689	162812	782877	58	0.172162307058663
"SC242_2_R42C31yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3056_R1_001"	885765	748407	0.16	55	0.868	"kept"	FALSE	0.31	885765	137358	748407	55	0.155072733738633
"SC242_2_R42C34yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3059_R1_001"	1002310	829966	0.17	61	0.924	"kept"	FALSE	0.26	1002310	172344	829966	61	0.171946802885335
"SC242_2_R42C35yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3060_R1_001"	663258	560708	0.15	41	0.893	"kept"	FALSE	0.32	663258	102550	560708	41	0.154615549303589
"SC242_2_R42C37yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3062_R1_001"	1031618	862130	0.16	65	0.287	"removed"	FALSE	0.13	1031618	169488	862130	65	0.164293372159074
"SC242_2_R42C39yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3064_R1_001"	1048695	861841	0.18	62	0.921	"kept"	FALSE	0.33	1048695	186854	861841	62	0.178177639828549
"SC242_2_R42C42yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3067_R1_001"	776681	667262	0.14	49	0.867	"kept"	FALSE	0.31	776681	109419	667262	49	0.140880232682401
"SC242_2_R42C44yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3069_R1_001"	879082	735655	0.16	57	0.187	"removed"	TRUE	0.05	879082	143427	735655	57	0.163155428048805
"SC242_2_R42C45yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3070_R1_001"	901020	752718	0.16	56	0.913	"kept"	FALSE	0.33	901020	148302	752718	56	0.16459346074449
"SC242_2_R42C49yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3074_R1_001"	174172	155730	0.11	11	0.857	"kept"	FALSE	0.31	174172	18442	155730	11	0.105883838963783
"SC242_2_R42C4yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3029_R1_001"	977778	811269	0.17	60	0.987	"kept"	FALSE	0.29	977778	166509	811269	60	0.170293256751533
"SC242_2_R42C51yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3076_R1_001"	903809	748147	0.17	56	0.886	"kept"	FALSE	0.33	903809	155662	748147	56	0.172228866939807
"SC242_2_R42C52yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3077_R1_001"	735874	606067	0.18	44	0.9	"kept"	FALSE	0.3	735874	129807	606067	44	0.176398405161753
"SC242_2_R42C5yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3030_R1_001"	851219	710575	0.17	51	0.938	"kept"	FALSE	0.37	851219	140644	710575	51	0.165226575064701
"SC242_2_R42C63yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3088_R1_001"	872360	734299	0.16	54	0.994	"kept"	FALSE	0.28	872360	138061	734299	54	0.158261497546884
"SC242_2_R42C69yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3094_R1_001"	772294	653820	0.15	49	0.241	"removed"	FALSE	0.14	772294	118474	653820	49	0.153405309376999
"SC242_2_R42C70yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3095_R1_001"	853853	710218	0.17	52	0.977	"kept"	FALSE	0.3	853853	143635	710218	52	0.168219822381604
"SC242_2_R42C7yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3032_R1_001"	711046	593392	0.17	43	0.747	"removed"	FALSE	0.22	711046	117654	593392	43	0.165466087988681
"SC242_2_R43C16yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3113_R1_001"	596407	502603	0.16	38	0.606	"removed"	FALSE	0.37	596407	93804	502603	38	0.157281856182104
"SC242_2_R43C17yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3114_R1_001"	744074	635680	0.15	47	0.991	"kept"	FALSE	0.29	744074	108394	635680	47	0.145676370898593
"SC242_2_R43C19yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3116_R1_001"	768804	649465	0.16	50	0.157	"removed"	FALSE	0.13	768804	119339	649465	50	0.155226819839647
"SC242_2_R43C1yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3098_R1_001"	801966	677875	0.15	49	0.992	"kept"	FALSE	0.3	801966	124091	677875	49	0.154733492442323
"SC242_2_R43C25yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3122_R1_001"	834253	712900	0.15	52	0.99	"kept"	FALSE	0.3	834253	121353	712900	52	0.145463066959304
"SC242_2_R43C29yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3126_R1_001"	836254	702563	0.16	52	0.972	"kept"	FALSE	0.28	836254	133691	702563	52	0.159868891509039
"SC242_2_R43C33yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3130_R1_001"	865416	728564	0.16	54	0.939	"kept"	FALSE	0.29	865416	136852	728564	54	0.158134353882988
"SC242_2_R43C37yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3134_R1_001"	870942	733836	0.16	56	0.427	"removed"	TRUE	0.04	870942	137106	733836	56	0.157422652713958
"SC242_2_R43C39yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3136_R1_001"	995494	828173	0.17	61	0.987	"kept"	FALSE	0.29	995494	167321	828173	61	0.168078361095094
"SC242_2_R43C45yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3142_R1_001"	841320	730272	0.13	54	0.994	"kept"	FALSE	0.28	841320	111048	730272	54	0.131992583083726
"SC242_2_R43C49yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3146_R1_001"	215750	196275	0.09	14	0.94	"kept"	FALSE	0.35	215750	19475	196275	14	0.0902665121668598
"SC242_2_R43C50yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3147_R1_001"	928653	781637	0.16	57	0.996	"kept"	FALSE	0.3	928653	147016	781637	57	0.15831101606305
"SC242_2_R43C52yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3149_R1_001"	912380	776055	0.15	57	0.97	"kept"	FALSE	0.31	912380	136325	776055	57	0.149416909620991
"SC242_2_R43C55yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3152_R1_001"	825164	696786	0.16	55	0.163	"removed"	FALSE	0.18	825164	128378	696786	55	0.155578769796065
"SC242_2_R43C62yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3159_R1_001"	838599	707398	0.16	52	0.946	"kept"	FALSE	0.31	838599	131201	707398	52	0.156452607265213
"SC242_2_R43C65yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3162_R1_001"	1002381	844316	0.16	57	0.875	"kept"	FALSE	0.33	1002381	158065	844316	57	0.157689541202397
"SC242_2_R43C68yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3165_R1_001"	799952	680037	0.15	50	0.849	"kept"	FALSE	0.29	799952	119915	680037	50	0.14990274416465
"SC242_2_R43C69yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3166_R1_001"	756564	650247	0.14	48	0.928	"kept"	FALSE	0.29	756564	106317	650247	48	0.140526115437689
"SC242_2_R43C71yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3168_R1_001"	762357	642007	0.16	47	0.888	"kept"	FALSE	0.32	762357	120350	642007	47	0.157865671857148
"SC242_2_R43C7yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3104_R1_001"	822542	693144	0.16	51	0.998	"kept"	FALSE	0.29	822542	129398	693144	51	0.15731476325829
"SC242_2_R44C20yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3189_R1_001"	910560	765210	0.16	56	0.992	"kept"	FALSE	0.28	910560	145350	765210	56	0.159627042698998
"SC242_2_R44C22yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3191_R1_001"	942986	794838	0.16	58	0.991	"kept"	FALSE	0.29	942986	148148	794838	58	0.157105195623265
"SC242_2_R44C25yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3194_R1_001"	839420	709630	0.15	52	0.992	"kept"	FALSE	0.28	839420	129790	709630	52	0.154618665268876
"SC242_2_R44C26yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3195_R1_001"	943945	793359	0.16	58	0.987	"kept"	FALSE	0.29	943945	150586	793359	58	0.15952836235162
"SC242_2_R44C28yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3197_R1_001"	790737	671130	0.15	49	0.94	"kept"	FALSE	0.3	790737	119607	671130	49	0.151260153502366
"SC242_2_R44C29yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3198_R1_001"	944768	787937	0.17	58	0.998	"kept"	FALSE	0.29	944768	156831	787937	58	0.165999483471074
"SC242_2_R44C31yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3200_R1_001"	851846	713087	0.16	52	0.994	"kept"	FALSE	0.29	851846	138759	713087	52	0.162892118998035
"SC242_2_R44C33yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3202_R1_001"	829320	693571	0.16	53	0.27	"removed"	FALSE	0.08	829320	135749	693571	53	0.163687117156224
"SC242_2_R44C37yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3206_R1_001"	896201	749323	0.16	55	0.943	"kept"	FALSE	0.3	896201	146878	749323	55	0.163889573879074
"SC242_2_R44C3yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3172_R1_001"	712008	601816	0.15	44	0.993	"kept"	FALSE	0.3	712008	110192	601816	44	0.154762306041505
"SC242_2_R44C44yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3213_R1_001"	898386	757257	0.16	55	0.99	"kept"	FALSE	0.3	898386	141129	757257	55	0.157091717813946
"SC242_2_R44C45yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3214_R1_001"	849183	713484	0.16	52	0.995	"kept"	FALSE	0.28	849183	135699	713484	52	0.159799477851064
"SC242_2_R44C46yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3215_R1_001"	807651	678313	0.16	49	0.983	"kept"	FALSE	0.25	807651	129338	678313	49	0.160140951970591
"SC242_2_R44C49yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S3218_R1_001"	601220	521711	0.13	38	0.974	"kept"	FALSE	0.29	601220	79509	521711	38	0.132246099597485
"SC242_2_R44C5yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S3174_R1_001"	845128	706977	0.16	52	0.931	"kept"	FALSE	0.23	845128	138151	706977	52	0.16346754574455
"SC242_2_R45C0yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3241_R1_001"	993695	848806	0.15	62	0.967	"kept"	FALSE	0.34	993695	144889	848806	62	0.145808321466848
"SC242_2_R45C17yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3258_R1_001"	896414	767723	0.14	56	0.988	"kept"	FALSE	0.31	896414	128691	767723	56	0.143562014872592
"SC242_2_R45C19yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3260_R1_001"	794727	668183	0.16	49	0.994	"kept"	FALSE	0.3	794727	126544	668183	49	0.159229521584141
"SC242_2_R45C21yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3262_R1_001"	1018154	865755	0.15	63	0.995	"kept"	FALSE	0.29	1018154	152399	865755	63	0.14968167880301
"SC242_2_R45C25yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3266_R1_001"	936423	787222	0.16	58	0.998	"kept"	FALSE	0.29	936423	149201	787222	58	0.15933077252481
"SC242_2_R45C26yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3267_R1_001"	1093628	934650	0.15	72	0.602	"removed"	FALSE	0.28	1093628	158978	934650	72	0.145367528995234
"SC242_2_R45C28yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3269_R1_001"	837349	719198	0.14	53	0.994	"kept"	FALSE	0.29	837349	118151	719198	53	0.141101261242325
"SC242_2_R45C30yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3271_R1_001"	1073433	917994	0.14	67	0.996	"kept"	FALSE	0.3	1073433	155439	917994	67	0.144805497874576
"SC242_2_R45C39yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3280_R1_001"	1175752	1002300	0.15	73	0.979	"kept"	FALSE	0.33	1175752	173452	1002300	73	0.147524307847233
"SC242_2_R45C40yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3281_R1_001"	1109298	941684	0.15	70	0.933	"kept"	FALSE	0.33	1109298	167614	941684	70	0.151099163615187
"SC242_2_R45C41yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3282_R1_001"	979709	830315	0.15	61	0.935	"kept"	FALSE	0.2	979709	149394	830315	61	0.152488136783473
"SC242_2_R45C42yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3283_R1_001"	740160	637135	0.14	46	0.983	"kept"	FALSE	0.3	740160	103025	637135	46	0.139192877215737
"SC242_2_R45C43yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3284_R1_001"	887609	763582	0.14	56	0.919	"kept"	FALSE	0.26	887609	124027	763582	56	0.139731570995788
"SC242_2_R45C44yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3285_R1_001"	880286	764554	0.13	56	0.998	"kept"	FALSE	0.29	880286	115732	764554	56	0.131470908318433
"SC242_2_R45C45yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3286_R1_001"	982124	846263	0.14	64	0.853	"kept"	FALSE	0.12	982124	135861	846263	64	0.138333856010035
"SC242_2_R45C47yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3288_R1_001"	784616	681352	0.13	51	0.797	"removed"	FALSE	0.22	784616	103264	681352	51	0.131610877167939
"SC242_2_R45C4yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3245_R1_001"	949934	794732	0.16	58	0.99	"kept"	FALSE	0.3	949934	155202	794732	58	0.163381877056722
"SC242_2_R45C59yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3300_R1_001"	815308	680934	0.16	56	0.301	"removed"	FALSE	0.23	815308	134374	680934	56	0.164813788163492
"SC242_2_R45C61yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3302_R1_001"	772300	657884	0.15	48	0.956	"kept"	FALSE	0.28	772300	114416	657884	48	0.148149682765765
"SC242_2_R45C67yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3308_R1_001"	307161	255193	0.17	17	0.974	"kept"	FALSE	0.29	307161	51968	255193	17	0.169188145630467
"SC242_2_R45C9yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3250_R1_001"	866797	755584	0.13	56	0.983	"kept"	FALSE	0.28	866797	111213	755584	56	0.128303397450614
"SC242_2_R46C0yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3313_R1_001"	892506	744666	0.17	56	0.243	"removed"	FALSE	0.24	892506	147840	744666	56	0.165645945237343
"SC242_2_R46C10yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3323_R1_001"	976170	797835	0.18	59	0.956	"kept"	FALSE	0.3	976170	178335	797835	59	0.182688466148314
"SC242_2_R46C13yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3326_R1_001"	903972	761781	0.16	58	0.231	"removed"	FALSE	0.08	903972	142191	761781	58	0.157295801197382
"SC242_2_R46C20yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3333_R1_001"	958666	791777	0.17	58	0.981	"kept"	FALSE	0.3	958666	166889	791777	58	0.174084613410719
"SC242_2_R46C27yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3340_R1_001"	945532	781586	0.17	58	0.967	"kept"	FALSE	0.3	945532	163946	781586	58	0.173390218416722
"SC242_2_R46C29yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3342_R1_001"	946826	790254	0.17	58	0.994	"kept"	FALSE	0.3	946826	156572	790254	58	0.165365125165553
"SC242_2_R46C2yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3315_R1_001"	996655	817715	0.18	60	0.987	"kept"	FALSE	0.29	996655	178940	817715	60	0.17954056318385
"SC242_2_R46C32yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3345_R1_001"	927545	779241	0.16	57	0.997	"kept"	FALSE	0.29	927545	148304	779241	57	0.159888738551768
"SC242_2_R46C33yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3346_R1_001"	927149	773591	0.17	56	0.944	"kept"	FALSE	0.21	927149	153558	773591	56	0.165623864125399
"SC242_2_R46C35yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3348_R1_001"	762658	651265	0.15	48	0.986	"kept"	FALSE	0.28	762658	111393	651265	48	0.146058915005153
"SC242_2_R46C39yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3352_R1_001"	1131735	922691	0.18	67	0.982	"kept"	FALSE	0.29	1131735	209044	922691	67	0.184711085192205
"SC242_2_R46C40yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3353_R1_001"	1034955	851846	0.18	62	0.988	"kept"	FALSE	0.3	1034955	183109	851846	62	0.176924600586499
"SC242_2_R46C41yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3354_R1_001"	975590	811908	0.17	62	0.489	"removed"	TRUE	0.03	975590	163682	811908	62	0.167777447493312
"SC242_2_R46C47yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3360_R1_001"	964758	816252	0.15	60	0.937	"kept"	FALSE	0.27	964758	148506	816252	60	0.153930830322216
"SC242_2_R46C4yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3317_R1_001"	762044	632336	0.17	47	0.821	"kept"	FALSE	0.34	762044	129708	632336	47	0.170210644004808
"SC242_2_R46C54yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3367_R1_001"	827915	693921	0.16	51	0.994	"kept"	FALSE	0.28	827915	133994	693921	51	0.161845116950412
"SC242_2_R46C57yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3370_R1_001"	979895	830826	0.15	60	0.847	"kept"	FALSE	0.34	979895	149069	830826	60	0.152127523867353
"SC242_2_R46C59yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3372_R1_001"	892664	741748	0.17	54	0.992	"kept"	FALSE	0.29	892664	150916	741748	54	0.169062491598183
"SC242_2_R46C5yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3318_R1_001"	1027723	861016	0.16	63	0.805	"kept"	FALSE	0.28	1027723	166707	861016	63	0.162210050762706
"SC242_2_R46C62yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3375_R1_001"	956991	788781	0.18	58	0.994	"kept"	FALSE	0.29	956991	168210	788781	58	0.175769678084747
"SC242_2_R46C63yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3376_R1_001"	841939	705993	0.16	52	0.971	"kept"	FALSE	0.29	841939	135946	705993	52	0.161467754789836
"SC242_2_R46C65yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3378_R1_001"	998226	826769	0.17	61	0.703	"removed"	FALSE	0.35	998226	171457	826769	61	0.17176170526514
"SC242_2_R46C66yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3379_R1_001"	1045241	874259	0.16	64	0.998	"kept"	FALSE	0.29	1045241	170982	874259	64	0.163581413281722
"SC242_2_R46C69yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3382_R1_001"	891388	757453	0.15	58	0.228	"removed"	FALSE	0.15	891388	133935	757453	58	0.150254434656962
"SC242_2_R46C6yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3319_R1_001"	875625	723163	0.17	53	0.993	"kept"	FALSE	0.29	875625	152462	723163	53	0.174117915774447
"SC242_2_R47C11yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3396_R1_001"	733251	628875	0.14	47	0.779	"removed"	FALSE	0.34	733251	104376	628875	47	0.142346890764554
"SC242_2_R47C1yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3386_R1_001"	854802	738128	0.14	56	0.261	"removed"	TRUE	0.05	854802	116674	738128	56	0.136492427486131
"SC242_2_R47C23yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3408_R1_001"	1100799	926362	0.16	68	0.829	"kept"	FALSE	0.33	1100799	174437	926362	68	0.158463988430222
"SC242_2_R47C35yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3420_R1_001"	728663	624458	0.14	46	0.993	"kept"	FALSE	0.27	728663	104205	624458	46	0.143008496383102
"SC242_2_R47C36yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3421_R1_001"	920342	786453	0.15	58	0.993	"kept"	FALSE	0.3	920342	133889	786453	58	0.145477442081313
"SC242_2_R47C46yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3431_R1_001"	874454	740311	0.15	54	0.982	"kept"	FALSE	0.27	874454	134143	740311	54	0.153402008567632
"SC242_2_R47C49yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3434_R1_001"	346964	308031	0.11	22	0.927	"kept"	FALSE	0.33	346964	38933	308031	22	0.112210488696234
"SC242_2_R47C4yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3389_R1_001"	1157985	980791	0.15	72	0.937	"kept"	FALSE	0.3	1157985	177194	980791	72	0.153019253271847
"SC242_2_R47C51yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3436_R1_001"	778441	642807	0.17	46	0.997	"kept"	FALSE	0.29	778441	135634	642807	46	0.174237996200097
"SC242_2_R47C60yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3445_R1_001"	777040	657013	0.15	48	0.982	"kept"	FALSE	0.31	777040	120027	657013	48	0.154466951508288
"SC242_2_R47C63yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3448_R1_001"	675530	569524	0.16	42	0.675	"removed"	FALSE	0.36	675530	106006	569524	42	0.156922712536823
"SC242_2_R47C66yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3451_R1_001"	802140	669491	0.17	52	0.247	"removed"	FALSE	0.16	802140	132649	669491	52	0.165368888224001
"SC242_2_R47C69yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3454_R1_001"	817889	728545	0.11	53	0.783	"removed"	FALSE	0.37	817889	89344	728545	53	0.109237317044244
"SC242_2_R47C70yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3455_R1_001"	728558	629529	0.14	46	0.993	"kept"	FALSE	0.28	728558	99029	629529	46	0.135924662140832
"SC242_2_R47C71yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3456_R1_001"	145701	123274	0.15	8	0.96	"kept"	FALSE	0.31	145701	22427	123274	8	0.153924818635425
"SC242_2_R48C10yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3467_R1_001"	1097595	902661	0.18	65	0.864	"kept"	FALSE	0.33	1097595	194934	902661	65	0.177601027701475
"SC242_2_R48C15yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3472_R1_001"	1088951	902329	0.17	66	0.949	"kept"	FALSE	0.28	1088951	186622	902329	66	0.171377775492194
"SC242_2_R48C16yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3473_R1_001"	987900	830522	0.16	62	0.871	"kept"	FALSE	0.28	987900	157378	830522	62	0.159305597732564
"SC242_2_R48C17yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3474_R1_001"	887519	757311	0.15	55	0.897	"kept"	FALSE	0.35	887519	130208	757311	55	0.146710098600706
