"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"TotalReads"	"DupsRemoved"	"ReadsKept"	"MedianBinCount"	"dups_percentage"
"SC242_2_R48C19yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3476_R1_001"	1082783	906693	0.16	67	0.92	"kept"	FALSE	0.3	1082783	176090	906693	67	0.162627230017464
"SC242_2_R48C20yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3477_R1_001"	1108986	932820	0.16	67	0.968	"kept"	FALSE	0.32	1108986	176166	932820	67	0.158853222673686
"SC242_2_R48C29yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3486_R1_001"	1163539	973876	0.16	72	0.841	"kept"	FALSE	0.37	1163539	189663	973876	72	0.163005279582378
"SC242_2_R48C35yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3492_R1_001"	724271	619931	0.14	45	0.995	"kept"	FALSE	0.29	724271	104340	619931	45	0.144062098302983
"SC242_2_R48C37yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3494_R1_001"	1184417	1001697	0.15	73	0.986	"kept"	FALSE	0.29	1184417	182720	1001697	73	0.154269991058892
"SC242_2_R48C40yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3497_R1_001"	980621	810315	0.17	59	0.997	"kept"	FALSE	0.29	980621	170306	810315	59	0.173671581579428
"SC242_2_R48C41yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3498_R1_001"	927063	774156	0.16	57	0.958	"kept"	FALSE	0.33	927063	152907	774156	57	0.164937010753314
"SC242_2_R48C47yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3504_R1_001"	834888	691046	0.17	51	0.984	"kept"	FALSE	0.28	834888	143842	691046	51	0.172288977683234
"SC242_2_R48C4yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3461_R1_001"	465171	385584	0.17	27	0.543	"removed"	FALSE	0.39	465171	79587	385584	27	0.17109192103549
"SC242_2_R48C50yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3507_R1_001"	959628	792882	0.17	55	0.899	"kept"	FALSE	0.3	959628	166746	792882	55	0.173761082419438
"SC242_2_R48C51yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3508_R1_001"	919254	755196	0.18	55	0.995	"kept"	FALSE	0.29	919254	164058	755196	55	0.178468627822125
"SC242_2_R48C52yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3509_R1_001"	967025	791728	0.18	58	0.915	"kept"	FALSE	0.31	967025	175297	791728	58	0.181274527545824
"SC242_2_R48C55yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3512_R1_001"	1036976	872900	0.16	64	0.892	"kept"	FALSE	0.34	1036976	164076	872900	64	0.158225455555384
"SC242_2_R48C56yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3513_R1_001"	954151	785433	0.18	57	0.997	"kept"	FALSE	0.29	954151	168718	785433	57	0.176825261410406
"SC242_2_R48C60yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3517_R1_001"	809288	684676	0.15	50	0.603	"removed"	FALSE	0.42	809288	124612	684676	50	0.153977323276757
"SC242_2_R48C64yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3521_R1_001"	870629	752434	0.14	54	0.945	"kept"	FALSE	0.35	870629	118195	752434	54	0.135758170242434
"SC242_2_R48C67yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3524_R1_001"	927007	756322	0.18	55	0.995	"kept"	FALSE	0.29	927007	170685	756322	55	0.1841248232214
"SC242_2_R48C71yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3528_R1_001"	834774	686293	0.18	52	0.266	"removed"	FALSE	0.1	834774	148481	686293	52	0.177869698864603
"SC242_2_R48C8yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3465_R1_001"	961380	796838	0.17	58	0.986	"kept"	FALSE	0.29	961380	164542	796838	58	0.171151885830785
"SC242_2_R49C11yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3540_R1_001"	740848	636810	0.14	46	0.748	"removed"	FALSE	0.42	740848	104038	636810	46	0.140430965596182
"SC242_2_R49C15yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3544_R1_001"	1138285	961482	0.16	71	0.943	"kept"	FALSE	0.3	1138285	176803	961482	71	0.155324018150112
"SC242_2_R49C22yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3551_R1_001"	995820	852393	0.14	62	0.999	"kept"	FALSE	0.29	995820	143427	852393	62	0.144029041393023
"SC242_2_R49C24yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3553_R1_001"	1026739	861326	0.16	63	0.99	"kept"	FALSE	0.29	1026739	165413	861326	63	0.161105207847369
"SC242_2_R49C26yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3555_R1_001"	977869	833816	0.15	61	0.963	"kept"	FALSE	0.3	977869	144053	833816	61	0.147313188167331
"SC242_2_R49C29yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3558_R1_001"	1114251	952837	0.14	68	0.918	"kept"	FALSE	0.33	1114251	161414	952837	68	0.14486323099553
"SC242_2_R49C37yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3566_R1_001"	1255091	1075469	0.14	79	0.96	"kept"	FALSE	0.33	1255091	179622	1075469	79	0.143114722358777
"SC242_2_R49C3yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3532_R1_001"	758124	655324	0.14	47	0.894	"kept"	FALSE	0.38	758124	102800	655324	47	0.135597870533053
"SC242_2_R49C40yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3569_R1_001"	958444	808988	0.16	59	0.956	"kept"	FALSE	0.3	958444	149456	808988	59	0.155936079729228
"SC242_2_R49C45yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3574_R1_001"	899026	766541	0.15	55	0.945	"kept"	FALSE	0.3	899026	132485	766541	55	0.147365037273672
"SC242_2_R49C47yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3576_R1_001"	692810	593421	0.14	43	0.994	"kept"	FALSE	0.26	692810	99389	593421	43	0.143457802283454
"SC242_2_R49C52yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3581_R1_001"	1032368	900201	0.13	67	0.865	"kept"	FALSE	0.3	1032368	132167	900201	67	0.128023146784867
"SC242_2_R49C55yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3584_R1_001"	343586	294158	0.14	20	0.859	"kept"	FALSE	0.29	343586	49428	294158	20	0.143859179361208
"SC242_2_R49C56yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3585_R1_001"	269240	233599	0.13	16	0.991	"kept"	FALSE	0.29	269240	35641	233599	16	0.132376318526222
"SC242_2_R49C61yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3590_R1_001"	875260	742730	0.15	54	0.991	"kept"	FALSE	0.29	875260	132530	742730	54	0.151417864406005
"SC242_2_R49C64yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3593_R1_001"	897630	791421	0.12	58	0.941	"kept"	FALSE	0.32	897630	106209	791421	58	0.118321580161091
"SC242_2_R49C70yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3599_R1_001"	880051	770789	0.12	57	0.789	"removed"	FALSE	0.32	880051	109262	770789	57	0.124154168337971
"SC242_2_R49C7yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3536_R1_001"	749120	643219	0.14	47	0.993	"kept"	FALSE	0.28	749120	105901	643219	47	0.141367204186245
"SC242_2_R49C8yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3537_R1_001"	873101	748866	0.14	55	0.996	"kept"	FALSE	0.29	873101	124235	748866	55	0.142291670723089
"SC242_2_R4C0yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S289_R1_001"	779961	658619	0.16	49	0.972	"kept"	FALSE	0.28	779961	121342	658619	49	0.155574445388936
"SC242_2_R4C10yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S299_R1_001"	672605	553117	0.18	40	0.857	"kept"	FALSE	0.37	672605	119488	553117	40	0.177649586309944
"SC242_2_R4C13yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S302_R1_001"	724932	606308	0.16	44	0.987	"kept"	FALSE	0.3	724932	118624	606308	44	0.163634658147247
"SC242_2_R4C16yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S305_R1_001"	773758	644877	0.17	47	0.99	"kept"	FALSE	0.29	773758	128881	644877	47	0.16656499835866
"SC242_2_R4C1yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S290_R1_001"	618366	522419	0.16	39	0.732	"removed"	FALSE	0.24	618366	95947	522419	39	0.155162153158485
"SC242_2_R4C20yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S309_R1_001"	830398	697493	0.16	51	0.995	"kept"	FALSE	0.29	830398	132905	697493	51	0.16004975927206
"SC242_2_R4C22yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S311_R1_001"	773116	666274	0.14	49	0.992	"kept"	FALSE	0.28	773116	106842	666274	49	0.138196596629742
"SC242_2_R4C35yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S324_R1_001"	534037	460339	0.14	34	0.901	"kept"	FALSE	0.25	534037	73698	460339	34	0.138001674041312
"SC242_2_R4C38yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S327_R1_001"	795369	661404	0.17	48	0.991	"kept"	FALSE	0.31	795369	133965	661404	48	0.168431256435692
"SC242_2_R4C39yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S328_R1_001"	875858	726478	0.17	55	0.367	"removed"	TRUE	0.03	875858	149380	726478	55	0.170552760835661
"SC242_2_R4C41yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S330_R1_001"	835308	703110	0.16	51	0.992	"kept"	FALSE	0.29	835308	132198	703110	51	0.158262580988091
"SC242_2_R4C45yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S334_R1_001"	733574	619848	0.16	46	0.941	"kept"	FALSE	0.29	733574	113726	619848	46	0.155030031053445
"SC242_2_R4C47yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S336_R1_001"	605739	511820	0.16	38	0.88	"kept"	FALSE	0.33	605739	93919	511820	38	0.155048626553681
"SC242_2_R4C4yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S293_R1_001"	878881	735558	0.16	52	0.92	"kept"	FALSE	0.32	878881	143323	735558	52	0.163074409391032
"SC242_2_R4C51yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S340_R1_001"	771065	644345	0.16	47	0.972	"kept"	FALSE	0.31	771065	126720	644345	47	0.164344121442421
"SC242_2_R4C52yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S341_R1_001"	855589	712043	0.17	52	0.97	"kept"	FALSE	0.31	855589	143546	712043	52	0.167774480504074
"SC242_2_R4C59yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S348_R1_001"	667358	560985	0.16	42	0.87	"kept"	FALSE	0.27	667358	106373	560985	42	0.15939420820609
"SC242_2_R4C5yesS_SC242_2_BCM_DCIS_28T_D_W_A1_S294_R1_001"	781431	651712	0.17	48	0.903	"kept"	FALSE	0.2	781431	129719	651712	48	0.166001860688916
"SC242_2_R4C65yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S354_R1_001"	898606	746012	0.17	52	0.972	"kept"	FALSE	0.28	898606	152594	746012	52	0.169811908667425
"SC242_2_R4C66yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S355_R1_001"	720676	606579	0.16	44	0.957	"kept"	FALSE	0.32	720676	114097	606579	44	0.158319411219466
"SC242_2_R4C67yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S356_R1_001"	744783	619343	0.17	45	0.966	"kept"	FALSE	0.32	744783	125440	619343	45	0.168424896916283
"SC242_2_R4C68yesS_SC242_2_BCM_DCIS_28T_D_W_A2_S357_R1_001"	583715	488993	0.16	36	0.752	"removed"	FALSE	0.36	583715	94722	488993	36	0.162274397608422
"SC242_2_R50C11yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3612_R1_001"	881872	758182	0.14	56	0.999	"kept"	FALSE	0.29	881872	123690	758182	56	0.140258450205926
"SC242_2_R50C12yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3613_R1_001"	870359	736199	0.15	54	0.996	"kept"	FALSE	0.29	870359	134160	736199	54	0.154143290297452
"SC242_2_R50C16yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3617_R1_001"	875616	746592	0.15	55	0.979	"kept"	FALSE	0.29	875616	129024	746592	55	0.14735226400614
"SC242_2_R50C18yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3619_R1_001"	638526	550260	0.14	40	0.998	"kept"	FALSE	0.29	638526	88266	550260	40	0.138233995170126
"SC242_2_R50C26yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3627_R1_001"	889978	773532	0.13	57	0.888	"kept"	FALSE	0.28	889978	116446	773532	57	0.130841436529892
"SC242_2_R50C2yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3603_R1_001"	595264	494730	0.17	35	0.901	"kept"	FALSE	0.29	595264	100534	494730	35	0.168889769917213
"SC242_2_R50C31yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3632_R1_001"	667505	598973	0.1	44	0.992	"kept"	FALSE	0.28	667505	68532	598973	44	0.102668893865964
"SC242_2_R50C32yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3633_R1_001"	1037296	925329	0.11	71	0.386	"removed"	FALSE	0.07	1037296	111967	925329	71	0.107941224105752
"SC242_2_R50C34yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3635_R1_001"	984274	856845	0.13	63	0.995	"kept"	FALSE	0.29	984274	127429	856845	63	0.1294649660562
"SC242_2_R50C36yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3637_R1_001"	1138896	990307	0.13	72	0.952	"kept"	FALSE	0.3	1138896	148589	990307	72	0.130467575617089
"SC242_2_R50C37yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3638_R1_001"	1000804	850762	0.15	62	0.992	"kept"	FALSE	0.29	1000804	150042	850762	62	0.149921463143633
"SC242_2_R50C38yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3639_R1_001"	971060	819331	0.16	60	0.976	"kept"	FALSE	0.28	971060	151729	819331	60	0.156250901077173
"SC242_2_R50C48yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3649_R1_001"	966604	809644	0.16	60	0.922	"kept"	FALSE	0.25	966604	156960	809644	60	0.162382940687189
"SC242_2_R50C4yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3605_R1_001"	1123816	960365	0.15	70	0.838	"kept"	FALSE	0.36	1123816	163451	960365	70	0.145442848295451
"SC242_2_R50C51yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3652_R1_001"	1027877	864815	0.16	63	0.992	"kept"	FALSE	0.29	1027877	163062	864815	63	0.15863960376582
"SC242_2_R50C53yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3654_R1_001"	1088404	937595	0.14	69	0.785	"removed"	FALSE	0.27	1088404	150809	937595	69	0.138559762735161
"SC242_2_R50C56yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3657_R1_001"	844653	728196	0.14	53	0.948	"kept"	FALSE	0.29	844653	116457	728196	53	0.137875553629715
"SC242_2_R50C60yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3661_R1_001"	975481	847833	0.13	63	0.888	"kept"	FALSE	0.3	975481	127648	847833	63	0.1308564697826
"SC242_2_R50C61yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3662_R1_001"	1022183	873618	0.15	63	0.895	"kept"	FALSE	0.33	1022183	148565	873618	63	0.145340902754203
"SC242_2_R50C62yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3663_R1_001"	1019946	872983	0.14	65	0.866	"kept"	FALSE	0.36	1019946	146963	872983	65	0.144089000790238
"SC242_2_R50C70yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3671_R1_001"	624151	540531	0.13	39	0.944	"kept"	FALSE	0.3	624151	83620	540531	39	0.133973990268381
"SC242_2_R50C9yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3610_R1_001"	886624	761198	0.14	56	0.987	"kept"	FALSE	0.29	886624	125426	761198	56	0.141464702060851
"SC242_2_R51C0yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3673_R1_001"	805199	678201	0.16	50	0.986	"kept"	FALSE	0.28	805199	126998	678201	50	0.157722500897294
"SC242_2_R51C12yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3685_R1_001"	706429	596648	0.16	43	0.993	"kept"	FALSE	0.29	706429	109781	596648	43	0.15540273686386
"SC242_2_R51C18yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3691_R1_001"	504714	427277	0.15	30	0.903	"kept"	FALSE	0.23	504714	77437	427277	30	0.153427485665149
"SC242_2_R51C19yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3692_R1_001"	698165	593218	0.15	43	0.98	"kept"	FALSE	0.27	698165	104947	593218	43	0.15031833449113
"SC242_2_R51C26yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3699_R1_001"	982545	845700	0.14	62	0.956	"kept"	FALSE	0.3	982545	136845	845700	62	0.139276063691739
"SC242_2_R51C27yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3700_R1_001"	889771	761394	0.14	55	0.937	"kept"	FALSE	0.35	889771	128377	761394	55	0.144280944198001
"SC242_2_R51C35yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3708_R1_001"	782321	678314	0.13	50	0.873	"kept"	FALSE	0.32	782321	104007	678314	50	0.132946706019652
"SC242_2_R51C41yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3714_R1_001"	873185	765337	0.12	56	0.927	"kept"	FALSE	0.28	873185	107848	765337	56	0.123511054358469
"SC242_2_R51C43yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3716_R1_001"	842072	717455	0.15	53	0.984	"kept"	FALSE	0.29	842072	124617	717455	53	0.147988533047055
"SC242_2_R51C46yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3719_R1_001"	721879	620930	0.14	45	0.937	"kept"	FALSE	0.34	721879	100949	620930	45	0.139841995680717
"SC242_2_R51C49yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3722_R1_001"	270591	240602	0.11	18	0.998	"kept"	FALSE	0.29	270591	29989	240602	18	0.110827780672676
"SC242_2_R51C52yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3725_R1_001"	919747	775664	0.16	57	0.993	"kept"	FALSE	0.3	919747	144083	775664	57	0.15665503665682
"SC242_2_R51C58yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3731_R1_001"	830874	714655	0.14	53	0.993	"kept"	FALSE	0.29	830874	116219	714655	53	0.139875600873297
"SC242_2_R51C5yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3678_R1_001"	942094	805549	0.14	58	0.896	"kept"	FALSE	0.29	942094	136545	805549	58	0.144937766295083
"SC242_2_R51C61yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3734_R1_001"	817053	685042	0.16	50	0.943	"kept"	FALSE	0.19	817053	132011	685042	50	0.161569690093543
"SC242_2_R51C63yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3736_R1_001"	781327	667896	0.15	50	0.97	"kept"	FALSE	0.26	781327	113431	667896	50	0.145177371318283
"SC242_2_R51C64yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3737_R1_001"	691244	610544	0.12	45	0.982	"kept"	FALSE	0.28	691244	80700	610544	45	0.116746040471961
"SC242_2_R51C65yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3738_R1_001"	803419	671566	0.16	51	0.826	"kept"	FALSE	0.29	803419	131853	671566	51	0.164114864099555
"SC242_2_R51C66yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3739_R1_001"	778966	657327	0.16	49	0.853	"kept"	FALSE	0.25	778966	121639	657327	49	0.156154440630271
"SC242_2_R51C67yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3740_R1_001"	795936	667092	0.16	48	0.985	"kept"	FALSE	0.32	795936	128844	667092	48	0.161877336871306
"SC242_2_R51C8yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3681_R1_001"	937143	805677	0.14	62	0.221	"removed"	FALSE	0.07	937143	131466	805677	62	0.140283820078686
"SC242_2_R52C11yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3756_R1_001"	752511	657949	0.13	47	0.899	"kept"	FALSE	0.36	752511	94562	657949	47	0.125661950456538
"SC242_2_R52C12yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3757_R1_001"	759872	647857	0.15	47	0.952	"kept"	FALSE	0.33	759872	112015	647857	47	0.1474129853449
"SC242_2_R52C21yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3766_R1_001"	944787	806563	0.15	59	0.994	"kept"	FALSE	0.27	944787	138224	806563	59	0.146301759020816
"SC242_2_R52C32yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3777_R1_001"	810116	703532	0.13	51	0.969	"kept"	FALSE	0.3	810116	106584	703532	51	0.131566343585363
"SC242_2_R52C34yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3779_R1_001"	867560	738965	0.15	54	0.922	"kept"	FALSE	0.17	867560	128595	738965	54	0.148226059292729
"SC242_2_R52C35yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3780_R1_001"	735796	646315	0.12	47	0.871	"kept"	FALSE	0.37	735796	89481	646315	47	0.121611153091346
"SC242_2_R52C36yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3781_R1_001"	1060574	922124	0.13	68	0.934	"kept"	FALSE	0.22	1060574	138450	922124	68	0.130542517542387
"SC242_2_R52C38yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3783_R1_001"	974291	841588	0.14	62	0.761	"removed"	FALSE	0.32	974291	132703	841588	62	0.136204686279561
"SC242_2_R52C43yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3788_R1_001"	911937	789092	0.13	57	0.876	"kept"	FALSE	0.32	911937	122845	789092	57	0.134707770383261
"SC242_2_R52C48yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3793_R1_001"	912195	789123	0.13	58	0.899	"kept"	FALSE	0.27	912195	123072	789123	58	0.134918520711032
"SC242_2_R52C4yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3749_R1_001"	219392	192505	0.12	13	0.993	"kept"	FALSE	0.26	219392	26887	192505	13	0.122552326429405
"SC242_2_R52C50yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3795_R1_001"	904130	768546	0.15	56	0.991	"kept"	FALSE	0.32	904130	135584	768546	56	0.149960735734905
"SC242_2_R52C55yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3800_R1_001"	815427	703754	0.14	47	0.808	"kept"	FALSE	0.52	815427	111673	703754	47	0.136950333996789
"SC242_2_R52C61yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3806_R1_001"	971922	841855	0.13	61	0.86	"kept"	FALSE	0.38	971922	130067	841855	61	0.133824525013324
"SC242_2_R52C62yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3807_R1_001"	838587	723640	0.14	53	0.984	"kept"	FALSE	0.29	838587	114947	723640	53	0.137072241759054
"SC242_2_R52C65yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3810_R1_001"	707856	619409	0.12	45	0.987	"kept"	FALSE	0.3	707856	88447	619409	45	0.124950554915124
"SC242_2_R52C66yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3811_R1_001"	825383	708578	0.14	52	0.956	"kept"	FALSE	0.33	825383	116805	708578	52	0.141516120395017
"SC242_2_R52C8yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3753_R1_001"	838073	712271	0.15	57	0.26	"removed"	FALSE	0.22	838073	125802	712271	57	0.150108642087264
"SC242_2_R53C10yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3827_R1_001"	1063397	891736	0.16	67	0.664	"removed"	FALSE	0.07	1063397	171661	891736	67	0.161427011736915
"SC242_2_R53C17yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3834_R1_001"	721145	616235	0.15	45	0.936	"kept"	FALSE	0.22	721145	104910	616235	45	0.145476984517677
"SC242_2_R53C1yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3818_R1_001"	704636	601664	0.15	46	0.321	"removed"	FALSE	0.1	704636	102972	601664	46	0.146135025743788
"SC242_2_R53C28yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3845_R1_001"	873410	766203	0.12	58	0.201	"removed"	FALSE	0.08	873410	107207	766203	58	0.122745331516699
"SC242_2_R53C29yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3846_R1_001"	1026518	891229	0.13	69	0.298	"removed"	FALSE	0.26	1026518	135289	891229	69	0.131794084468076
"SC242_2_R53C33yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3850_R1_001"	735124	629908	0.14	45	0.738	"removed"	FALSE	0.39	735124	105216	629908	45	0.14312687383353
"SC242_2_R53C34yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3851_R1_001"	909562	780592	0.14	58	0.629	"removed"	FALSE	0.37	909562	128970	780592	58	0.14179352259659
"SC242_2_R53C41yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3858_R1_001"	920916	789641	0.14	57	0.813	"kept"	FALSE	0.38	920916	131275	789641	57	0.142548288877596
"SC242_2_R53C44yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3861_R1_001"	992172	849216	0.14	61	0.864	"kept"	FALSE	0.36	992172	142956	849216	61	0.144083888680592
"SC242_2_R53C50yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3867_R1_001"	816504	686053	0.16	51	0.822	"kept"	FALSE	0.29	816504	130451	686053	51	0.159767741492999
"SC242_2_R53C58yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3875_R1_001"	924183	790354	0.14	58	0.902	"kept"	FALSE	0.27	924183	133829	790354	58	0.144807900599773
"SC242_2_R53C62yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3879_R1_001"	718692	606869	0.16	45	0.828	"kept"	FALSE	0.28	718692	111823	606869	45	0.155592381715672
"SC242_2_R53C65yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3882_R1_001"	1055381	890771	0.16	65	0.984	"kept"	FALSE	0.3	1055381	164610	890771	65	0.15597210865081
"SC242_2_R53C67yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3884_R1_001"	1014053	855227	0.16	66	0.317	"removed"	TRUE	0.04	1014053	158826	855227	66	0.156624949583503
"SC242_2_R53C71yesS_SC242_2_BCM_DCIS_28T_A_W_B2_S3888_R1_001"	753227	626742	0.17	45	0.922	"kept"	FALSE	0.29	753227	126485	626742	45	0.167924145045252
"SC242_2_R53C7yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3824_R1_001"	764245	658729	0.14	48	0.887	"kept"	FALSE	0.31	764245	105516	658729	48	0.138065672657328
"SC242_2_R53C8yesS_SC242_2_BCM_DCIS_28T_A_W_B1_S3825_R1_001"	988131	854630	0.14	62	0.966	"kept"	FALSE	0.28	988131	133501	854630	62	0.135104555974866
"SC242_2_R54C23yesS_SC242_2_BCM_DCIS_28T_A_W_C1_S3912_R1_001"	879924	729116	0.17	53	0.99	"kept"	FALSE	0.29	879924	150808	729116	53	0.171387528922952
