"cellname" "hg19" "mm10" "p_hg19" "p_mm10" "tt" "class"
"1388" "Arc_well_A20_GM12878_fixed_r65c46_yes_D2_Good_S4727.bed" 751308 1400 0.998140048996424 0.00185995100357642 752708 "Human"
"1389" "Arc_well_A20_GM12878_fixed_r65c51_yes_D2_Good_S4732.bed" 1285 525228 0.00244058551260843 0.997559414487392 526513 "Mouse"
"1390" "Arc_well_A20_GM12878_fixed_r65c56_yes_D1_Good_S4737.bed" 1060702 1983 0.998133971967234 0.00186602803276606 1062685 "Human"
"1391" "Arc_well_A20_GM12878_fixed_r65c66_yes_D2_Good_S4747.bed" 1383 852973 0.00161876313855114 0.998381236861449 854356 "Mouse"
"1392" "Arc_well_A20_GM12878_fixed_r65c68_yes_D2_Good_S4749.bed" 1700 1025179 0.00165550176797851 0.998344498232022 1026879 "Mouse"
"1393" "Arc_well_A20_GM12878_fixed_r65c69_yes_D2_Good_S4750.bed" 724 321665 0.00224573419068268 0.997754265809317 322389 "Mouse"
"1394" "Arc_well_A20_GM12878_fixed_r65c6_yes_D1_Good_S4687.bed" 1513 793804 0.0019023860925895 0.99809761390741 795317 "Mouse"
"1395" "Arc_well_A20_GM12878_fixed_r66c15_yes_D2_Good_S4768.bed" 1384 866316 0.00159502132073297 0.998404978679267 867700 "Mouse"
"1396" "Arc_well_A20_GM12878_fixed_r66c16_yes_D2_Good_S4769.bed" 1292 756791 0.00170429886964884 0.998295701130351 758083 "Mouse"
"1397" "Arc_well_A20_GM12878_fixed_r66c17_yes_D2_Good_S4770.bed" 1015 545640 0.00185674694277012 0.99814325305723 546655 "Mouse"
"1398" "Arc_well_A20_GM12878_fixed_r66c22_yes_D1_Good_S4775.bed" 1533 1117044 0.00137049125808952 0.99862950874191 1118577 "Mouse"
"1399" "Arc_well_A20_GM12878_fixed_r66c33_yes_D2_Good_S4786.bed" 709 525439 0.00134752959243407 0.998652470407566 526148 "Mouse"
"1400" "Arc_well_A20_GM12878_fixed_r66c35_yes_D2_Good_S4788.bed" 792375 1402 0.998233760867347 0.00176623913265313 793777 "Human"
"1401" "Arc_well_A20_GM12878_fixed_r66c36_yes_D1_Good_S4789.bed" 763 394430 0.001930702213855 0.998069297786145 395193 "Mouse"
"1402" "Arc_well_A20_GM12878_fixed_r66c37_yes_D1_Good_S4790.bed" 4813 622396 0.00767367815193978 0.99232632184806 627209 "Mouse"
"1403" "Arc_well_A20_GM12878_fixed_r66c38_yes_D1_Good_S4791.bed" 1252 400727 0.00311459056318862 0.996885409436811 401979 "Mouse"
"1404" "Arc_well_A20_GM12878_fixed_r66c41_yes_D1_Good_S4794.bed" 1399 963076 0.00145053008113222 0.998549469918868 964475 "Mouse"
"1405" "Arc_well_A20_GM12878_fixed_r66c43_yes_D1_Good_S4796.bed" 1145 791133 0.00144519979098246 0.998554800209018 792278 "Mouse"
"1406" "Arc_well_A20_GM12878_fixed_r66c44_yes_D1_Good_S4797.bed" 1601 853047 0.00187328584399659 0.998126714156003 854648 "Mouse"
"1407" "Arc_well_A20_GM12878_fixed_r66c53_yes_D2_Good_S4806.bed" 1115 879208 0.00126658056190739 0.998733419438093 880323 "Mouse"
"1408" "Arc_well_A20_GM12878_fixed_r66c5_yes_D1_Good_S4758.bed" 555464 1121 0.997985932067878 0.00201406793212178 556585 "Human"
"1409" "Arc_well_A20_GM12878_fixed_r66c61_yes_D1_Good_S4814.bed" 924 245031 0.00375678477770324 0.996243215222297 245955 "Mouse"
"1410" "Arc_well_A20_GM12878_fixed_r66c62_yes_D1_Good_S4815.bed" 1009 345621 0.00291088480512362 0.997089115194876 346630 "Mouse"
"1411" "Arc_well_A20_GM12878_fixed_r66c66_yes_D2_Good_S4819.bed" 1032 410334 0.0025087148670527 0.997491285132947 411366 "Mouse"
"1412" "Arc_well_A20_GM12878_fixed_r66c8_yes_D1_Good_S4761.bed" 1050 711917 0.00147271893369539 0.998527281066305 712967 "Mouse"
"1413" "Arc_well_A20_GM12878_fixed_r66c9_yes_D2_Good_S4762.bed" 845881 1622 0.998086142467932 0.00191385753206773 847503 "Human"
"1414" "Arc_well_A20_GM12878_fixed_r67c11_yes_D2_Good_S4836.bed" 785 424670 0.00184508349884242 0.998154916501158 425455 "Mouse"
"1415" "Arc_well_A20_GM12878_fixed_r67c12_yes_D2_Good_S4837.bed" 1278 879177 0.00145152222430448 0.998548477775696 880455 "Mouse"
"1416" "Arc_well_A20_GM12878_fixed_r67c17_yes_D2_Good_S4842.bed" 801 582466 0.00137329902086009 0.99862670097914 583267 "Mouse"
"1417" "Arc_well_A20_GM12878_fixed_r67c19_yes_D1_Good_S4844.bed" 1091 765019 0.00142407748234588 0.998575922517654 766110 "Mouse"
"1418" "Arc_well_A20_GM12878_fixed_r67c22_yes_D1_Good_S4847.bed" 899260 1430 0.998412328326061 0.00158767167393887 900690 "Human"
"1419" "Arc_well_A20_GM12878_fixed_r67c26_yes_D1_Good_S4851.bed" 816736 1156 0.998586610457126 0.00141338954287363 817892 "Human"
"1420" "Arc_well_A20_GM12878_fixed_r67c2_yes_D1_Good_S4827.bed" 1242 789420 0.00157083557828756 0.998429164421712 790662 "Mouse"
"1421" "Arc_well_A20_GM12878_fixed_r67c30_yes_D2_Good_S4855.bed" 493847 1159 0.997658614239019 0.00234138576098067 495006 "Human"
"1422" "Arc_well_A20_GM12878_fixed_r67c32_yes_D2_Good_S4857.bed" 900 484877 0.00185270195995282 0.998147298040047 485777 "Mouse"
"1423" "Arc_well_A20_GM12878_fixed_r67c34_yes_D2_Good_S4859.bed" 1067 651161 0.00163593099345628 0.998364069006544 652228 "Mouse"
"1424" "Arc_well_A20_GM12878_fixed_r67c36_yes_D1_Good_S4861.bed" 579167 1050 0.998190332237766 0.00180966776223379 580217 "Human"
"1425" "Arc_well_A20_GM12878_fixed_r67c38_yes_D1_Good_S4863.bed" 650234 1148 0.998237593301626 0.00176240669837361 651382 "Human"
"1426" "Arc_well_A20_GM12878_fixed_r67c40_yes_D1_Good_S4865.bed" 667106 1209 0.998190972819703 0.00180902718029672 668315 "Human"
"1427" "Arc_well_A20_GM12878_fixed_r67c41_yes_D1_Good_S4866.bed" 298431 1030 0.996560487008325 0.00343951299167504 299461 "Human"
"1428" "Arc_well_A20_GM12878_fixed_r67c42_yes_D1_Good_S4867.bed" 1173 846424 0.00138391240176641 0.998616087598234 847597 "Mouse"
"1429" "Arc_well_A20_GM12878_fixed_r67c46_yes_D2_Good_S4871.bed" 650712 1031 0.998418088111418 0.00158191188858185 651743 "Human"
"1430" "Arc_well_A20_GM12878_fixed_r67c48_yes_D2_Good_S4873.bed" 992 472891 0.00209334371564289 0.997906656284357 473883 "Mouse"
"1431" "Arc_well_A20_GM12878_fixed_r67c50_yes_D2_Good_S4875.bed" 719458 1168 0.998379186984649 0.00162081301535054 720626 "Human"
"1432" "Arc_well_A20_GM12878_fixed_r67c52_yes_D2_Good_S4877.bed" 312311 1089 0.99652520740268 0.00347479259731972 313400 "Human"
"1433" "Arc_well_A20_GM12878_fixed_r67c57_yes_D1_Good_S4882.bed" 633544 1051 0.998343825589549 0.00165617441045076 634595 "Human"
"1434" "Arc_well_A20_GM12878_fixed_r67c58_yes_D1_Good_S4883.bed" 1142 837254 0.0013621248192978 0.998637875180702 838396 "Mouse"
"1435" "Arc_well_A20_GM12878_fixed_r67c61_yes_D1_Good_S4886.bed" 646 398947 0.00161664493622261 0.998383355063777 399593 "Mouse"
"1436" "Arc_well_A20_GM12878_fixed_r67c63_yes_D2_Good_S4888.bed" 916 318525 0.00286750918009899 0.997132490819901 319441 "Mouse"
"1437" "Arc_well_A20_GM12878_fixed_r67c66_yes_D2_Good_S4891.bed" 1198 647608 0.00184646874412382 0.998153531255876 648806 "Mouse"
"1438" "Arc_well_A20_GM12878_fixed_r67c68_yes_D2_Good_S4893.bed" 1218 470673 0.00258110453473366 0.997418895465266 471891 "Mouse"
"1439" "Arc_well_A20_GM12878_fixed_r68c12_yes_D2_Good_S4909.bed" 1293 920086 0.00140333131100231 0.998596668688998 921379 "Mouse"
"1440" "Arc_well_A20_GM12878_fixed_r68c13_yes_D2_Good_S4910.bed" 473 359779 0.00131296981002187 0.998687030189978 360252 "Mouse"
"1441" "Arc_well_A20_GM12878_fixed_r68c15_yes_D2_Good_S4912.bed" 697094 1159 0.998340143185923 0.00165985681407742 698253 "Human"
"1442" "Arc_well_A20_GM12878_fixed_r68c17_yes_D2_Good_S4914.bed" 860 566355 0.0015161799317719 0.998483820068228 567215 "Mouse"
"1443" "Arc_well_A20_GM12878_fixed_r68c19_yes_D1_Good_S4916.bed" 1026 704926 0.00145335660214859 0.998546643397851 705952 "Mouse"
"1444" "Arc_well_A20_GM12878_fixed_r68c24_yes_D1_Good_S4921.bed" 639746 1191 0.99814178304576 0.00185821695424043 640937 "Human"
"1445" "Arc_well_A20_GM12878_fixed_r68c25_yes_D1_Good_S4922.bed" 1248 873721 0.00142633624734133 0.998573663752659 874969 "Mouse"
"1446" "Arc_well_A20_GM12878_fixed_r68c26_yes_D1_Good_S4923.bed" 952 703848 0.00135073779795687 0.998649262202043 704800 "Mouse"
"1447" "Arc_well_A20_GM12878_fixed_r68c36_yes_D1_Good_S4933.bed" 867 524482 0.00165033149392118 0.998349668506079 525349 "Mouse"
"1448" "Arc_well_A20_GM12878_fixed_r68c38_yes_D1_Good_S4935.bed" 733 435990 0.00167840942657016 0.99832159057343 436723 "Mouse"
"1449" "Arc_well_A20_GM12878_fixed_r68c44_yes_D1_Good_S4941.bed" 1150 863493 0.00133002869392339 0.998669971306077 864643 "Mouse"
"1450" "Arc_well_A20_GM12878_fixed_r68c45_yes_D2_Good_S4942.bed" 687743 1269 0.998158232367506 0.00184176763249406 689012 "Human"
"1451" "Arc_well_A20_GM12878_fixed_r68c52_yes_D2_Good_S4949.bed" 817895 1385 0.998309491260619 0.00169050873938092 819280 "Human"
"1452" "Arc_well_A20_GM12878_fixed_r68c53_yes_D2_Good_S4950.bed" 1016 722453 0.0014043448993668 0.998595655100633 723469 "Mouse"
"1453" "Arc_well_A20_GM12878_fixed_r68c54_yes_D1_Good_S4951.bed" 1314 942550 0.00139214971648458 0.998607850283515 943864 "Mouse"
"1454" "Arc_well_A20_GM12878_fixed_r68c59_yes_D1_Good_S4956.bed" 460 223366 0.00205516785360056 0.997944832146399 223826 "Mouse"
"1455" "Arc_well_A20_GM12878_fixed_r68c5_yes_D1_Good_S4902.bed" 916 589045 0.00155264500534781 0.998447354994652 589961 "Mouse"
"1456" "Arc_well_A20_GM12878_fixed_r68c60_yes_D1_Good_S4957.bed" 1444 924688 0.00155917299045924 0.998440827009541 926132 "Mouse"
"1457" "Arc_well_A20_GM12878_fixed_r68c61_yes_D1_Good_S4958.bed" 320917 745 0.997683904222445 0.00231609577755532 321662 "Human"
"1458" "Arc_well_A20_GM12878_fixed_r68c62_yes_D1_Good_S4959.bed" 1142 712444 0.00160036772021873 0.998399632279781 713586 "Mouse"
"1459" "Arc_well_A20_GM12878_fixed_r68c63_yes_D2_Good_S4960.bed" 913 603583 0.00151034911728117 0.998489650882719 604496 "Mouse"
"1460" "Arc_well_A20_GM12878_fixed_r68c64_yes_D2_Good_S4961.bed" 641056 1056 0.998355427090601 0.00164457290939898 642112 "Human"
"1461" "Arc_well_A20_GM12878_fixed_r68c68_yes_D2_Good_S4965.bed" 1024 644268 0.00158687849841622 0.998413121501584 645292 "Mouse"
"1462" "Arc_well_A20_GM12878_fixed_r68c71_yes_D2_Good_S4968.bed" 257777 858 0.996682583563709 0.00331741643629053 258635 "Human"
"1463" "Arc_well_A20_GM12878_fixed_r69c11_yes_D2_Good_S4980.bed" 905118 1252 0.998618665666339 0.00138133433366065 906370 "Human"
"1464" "Arc_well_A20_GM12878_fixed_r69c15_yes_D2_Good_S4984.bed" 874316 1325 0.9984868227961 0.00151317720389977 875641 "Human"
"1465" "Arc_well_A20_GM12878_fixed_r69c19_yes_D1_Good_S4988.bed" 1002 601577 0.00166285250564656 0.998337147494353 602579 "Mouse"
"1466" "Arc_well_A20_GM12878_fixed_r69c1_yes_D1_Good_S4970.bed" 579066 808 0.998606593846249 0.00139340615375064 579874 "Human"
"1467" "Arc_well_A20_GM12878_fixed_r69c23_yes_D1_Good_S4992.bed" 963577 1550 0.998393993743829 0.00160600625617147 965127 "Human"
"1468" "Arc_well_A20_GM12878_fixed_r69c28_yes_D2_Good_S4997.bed" 1506 852909 0.00176260950474886 0.998237390495251 854415 "Mouse"
"1469" "Arc_well_A20_GM12878_fixed_r69c30_yes_D2_Good_S4999.bed" 1020 519773 0.00195855167024134 0.998041448329759 520793 "Mouse"
"1470" "Arc_well_A20_GM12878_fixed_r69c38_yes_D1_Good_S5007.bed" 502723 1026 0.997963271391109 0.00203672860889054 503749 "Human"
"1471" "Arc_well_A20_GM12878_fixed_r69c40_yes_D1_Good_S5009.bed" 934424 1347 0.998560545261608 0.00143945473839219 935771 "Human"
"1472" "Arc_well_A20_GM12878_fixed_r69c46_yes_D2_Good_S5015.bed" 460352 1138 0.997534074411146 0.0024659255888535 461490 "Human"
"1473" "Arc_well_A20_GM12878_fixed_r69c56_yes_D1_Good_S5025.bed" 819903 1215 0.998520310113772 0.00147968988622829 821118 "Human"
"1474" "Arc_well_A20_GM12878_fixed_r69c5_yes_D1_Good_S4974.bed" 1085 791064 0.00136969181303012 0.99863030818697 792149 "Mouse"
"1475" "Arc_well_A20_GM12878_fixed_r69c62_yes_D1_Good_S5031.bed" 703524 1060 0.998495566178057 0.00150443382194316 704584 "Human"
"1476" "Arc_well_A20_GM12878_fixed_r69c68_yes_D2_Good_S5037.bed" 1822 854795 0.00212697156372101 0.997873028436279 856617 "Mouse"
"1477" "Arc_well_A20_GM12878_fixed_r69c70_yes_D2_Good_S5039.bed" 772 294562 0.00261398958467362 0.997386010415326 295334 "Mouse"
"1478" "Arc_well_A20_GM12878_fixed_r69c9_yes_D2_Good_S4978.bed" 1373 950658 0.00144217992901492 0.998557820070985 952031 "Mouse"
"1479" "Arc_well_A20_GM12878_fixed_r6c0_yes_A1_Good_S433.bed" 938 651352 0.00143801070076193 0.998561989299238 652290 "Mouse"
"1480" "Arc_well_A20_GM12878_fixed_r6c11_yes_A2_Good_S444.bed" 977 519515 0.00187707015669789 0.998122929843302 520492 "Mouse"
"1481" "Arc_well_A20_GM12878_fixed_r6c12_yes_A2_Good_S445.bed" 900 538322 0.00166907136578255 0.998330928634217 539222 "Mouse"
"1482" "Arc_well_A20_GM12878_fixed_r6c16_yes_A2_Good_S449.bed" 919819 1650 0.99820938089073 0.00179061910927009 921469 "Human"
"1483" "Arc_well_A20_GM12878_fixed_r6c17_yes_A2_Good_S450.bed" 878 513276 0.00170765957281281 0.998292340427187 514154 "Mouse"
"1484" "Arc_well_A20_GM12878_fixed_r6c1_yes_A1_Good_S434.bed" 615123 1074 0.998257050910667 0.00174294908933344 616197 "Human"
"1485" "Arc_well_A20_GM12878_fixed_r6c23_yes_A1_Good_S456.bed" 754350 1723 0.997721119521528 0.00227888047847232 756073 "Human"
"1486" "Arc_well_A20_GM12878_fixed_r6c28_yes_A2_Good_S461.bed" 1466 866412 0.00168917751112484 0.998310822488875 867878 "Mouse"
"1487" "Arc_well_A20_GM12878_fixed_r6c30_yes_A2_Good_S463.bed" 1418 782076 0.00180984155590215 0.998190158444098 783494 "Mouse"
"1488" "Arc_well_A20_GM12878_fixed_r6c40_yes_A1_Good_S473.bed" 1209 604177 0.00199707294189162 0.998002927058108 605386 "Mouse"
"1489" "Arc_well_A20_GM12878_fixed_r6c41_yes_A1_Good_S474.bed" 283260 521760 0.351867034359395 0.648132965640605 805020 "Collision"
"1490" "Arc_well_A20_GM12878_fixed_r6c44_yes_A1_Good_S477.bed" 635426 1331 0.99790972066267 0.00209027933732962 636757 "Human"
"1491" "Arc_well_A20_GM12878_fixed_r6c45_yes_A2_Good_S478.bed" 534612 1194 0.997771581505246 0.0022284184947537 535806 "Human"
"1492" "Arc_well_A20_GM12878_fixed_r6c46_yes_A2_Good_S479.bed" 1134 626949 0.00180549385988794 0.998194506140112 628083 "Mouse"
"1493" "Arc_well_A20_GM12878_fixed_r6c47_yes_A2_Good_S480.bed" 108249 289293 0.272295757429404 0.727704242570596 397542 "Collision"
"1494" "Arc_well_A20_GM12878_fixed_r6c54_yes_A1_Good_S487.bed" 839 444790 0.00188273204840798 0.998117267951592 445629 "Mouse"
"1495" "Arc_well_A20_GM12878_fixed_r6c58_yes_A1_Good_S491.bed" 950 599469 0.00158222841049334 0.998417771589507 600419 "Mouse"
"1496" "Arc_well_A20_GM12878_fixed_r6c5_yes_A1_Good_S438.bed" 1313 580810 0.00225553706003714 0.997744462939963 582123 "Mouse"
"1497" "Arc_well_A20_GM12878_fixed_r6c63_yes_A2_Good_S496.bed" 1273 743743 0.00170868813555682 0.998291311864443 745016 "Mouse"
"1498" "Arc_well_A20_GM12878_fixed_r6c64_yes_A2_Good_S497.bed" 940 568246 0.001651481238119 0.998348518761881 569186 "Mouse"
"1499" "Arc_well_A20_GM12878_fixed_r6c65_yes_A2_Good_S498.bed" 941 605080 0.00155275147230872 0.998447248527691 606021 "Mouse"
"1500" "Arc_well_A20_GM12878_fixed_r6c68_yes_A2_Good_S501.bed" 974 625471 0.00155480529016913 0.998445194709831 626445 "Mouse"
"1501" "Arc_well_A20_GM12878_fixed_r6c70_yes_A2_Good_S503.bed" 619 289114 0.00213644976581887 0.997863550234181 289733 "Mouse"
"1502" "Arc_well_A20_GM12878_fixed_r70c10_yes_D2_Good_S5051.bed" 1122 769484 0.0014559969686195 0.99854400303138 770606 "Mouse"
"1503" "Arc_well_A20_GM12878_fixed_r70c16_yes_D2_Good_S5057.bed" 839731 1333 0.998415102774581 0.00158489722541923 841064 "Human"
"1504" "Arc_well_A20_GM12878_fixed_r70c17_yes_D2_Good_S5058.bed" 839 517546 0.00161848818928017 0.99838151181072 518385 "Mouse"
"1505" "Arc_well_A20_GM12878_fixed_r70c22_yes_D1_Good_S5063.bed" 1153 801626 0.00143626078908392 0.998563739210916 802779 "Mouse"
"1506" "Arc_well_A20_GM12878_fixed_r70c24_yes_D1_Good_S5065.bed" 878371 1413 0.998393923963155 0.00160607603684541 879784 "Human"
"1507" "Arc_well_A20_GM12878_fixed_r70c26_yes_D1_Good_S5067.bed" 938 674667 0.00138838522509454 0.998611614774905 675605 "Mouse"
"1508" "Arc_well_A20_GM12878_fixed_r70c28_yes_D2_Good_S5069.bed" 830 292356 0.00283096737224833 0.997169032627752 293186 "Mouse"
"1509" "Arc_well_A20_GM12878_fixed_r70c34_yes_D2_Good_S5075.bed" 1015 620176 0.00163395799359617 0.998366042006404 621191 "Mouse"
"1510" "Arc_well_A20_GM12878_fixed_r70c39_yes_D1_Good_S5080.bed" 925283 1820 0.998036895576867 0.00196310442313314 927103 "Human"
"1511" "Arc_well_A20_GM12878_fixed_r70c43_yes_D1_Good_S5084.bed" 942 463605 0.00202778190366099 0.997972218096339 464547 "Mouse"
"1512" "Arc_well_A20_GM12878_fixed_r70c44_yes_D1_Good_S5085.bed" 1032 562786 0.0018303778879 0.9981696221121 563818 "Mouse"
"1513" "Arc_well_A20_GM12878_fixed_r70c45_yes_D2_Good_S5086.bed" 764 254456 0.00299349580753859 0.997006504192461 255220 "Mouse"
"1514" "Arc_well_A20_GM12878_fixed_r70c46_yes_D2_Good_S5087.bed" 1023 607603 0.00168083519271277 0.998319164807287 608626 "Mouse"
"1515" "Arc_well_A20_GM12878_fixed_r70c49_yes_D2_Good_S5090.bed" 338 173110 0.00194871085282044 0.99805128914718 173448 "Mouse"
"1516" "Arc_well_A20_GM12878_fixed_r70c4_yes_D1_Good_S5045.bed" 898 593192 0.00151155548822569 0.998488444511774 594090 "Mouse"
"1517" "Arc_well_A20_GM12878_fixed_r70c52_yes_D2_Good_S5093.bed" 516280 1084 0.997904763377429 0.00209523662257134 517364 "Human"
"1518" "Arc_well_A20_GM12878_fixed_r70c56_yes_D1_Good_S5097.bed" 1119 676643 0.0016510220401852 0.998348977959815 677762 "Mouse"
"1519" "Arc_well_A20_GM12878_fixed_r70c5_yes_D1_Good_S5046.bed" 689855 1119 0.998380546880201 0.00161945311979901 690974 "Human"
"1520" "Arc_well_A20_GM12878_fixed_r70c66_yes_D2_Good_S5107.bed" 1050 461810 0.00226850451540423 0.997731495484596 462860 "Mouse"
"1521" "Arc_well_A20_GM12878_fixed_r70c69_yes_D2_Good_S5110.bed" 862 451709 0.00190467352083982 0.99809532647916 452571 "Mouse"
"1522" "Arc_well_A20_GM12878_fixed_r70c71_yes_D2_Good_S5112.bed" 920 445837 0.00205928502519267 0.997940714974807 446757 "Mouse"
"1523" "Arc_well_A20_GM12878_fixed_r71c10_yes_D2_Good_S5123.bed" 955289 1433 0.998502177225986 0.00149782277401377 956722 "Human"
"1524" "Arc_well_A20_GM12878_fixed_r71c13_yes_D2_Good_S5126.bed" 1357 822653 0.00164682467445783 0.998353175325542 824010 "Mouse"
"1525" "Arc_well_A20_GM12878_fixed_r71c14_yes_D2_Good_S5127.bed" 861 612516 0.00140370441017515 0.998596295589825 613377 "Mouse"
"1526" "Arc_well_A20_GM12878_fixed_r71c15_yes_D2_Good_S5128.bed" 1680 777208 0.00215692114912542 0.997843078850875 778888 "Mouse"
"1527" "Arc_well_A20_GM12878_fixed_r71c16_yes_D2_Good_S5129.bed" 362303 818 0.997747307371372 0.00225269262862792 363121 "Human"
"1528" "Arc_well_A20_GM12878_fixed_r71c20_yes_D1_Good_S5133.bed" 945271 1468 0.998449414252503 0.00155058574749746 946739 "Human"
"1529" "Arc_well_A20_GM12878_fixed_r71c31_yes_D2_Good_S5144.bed" 681 254952 0.00266397530835221 0.997336024691648 255633 "Mouse"
"1530" "Arc_well_A20_GM12878_fixed_r71c33_yes_D2_Good_S5146.bed" 398056 929 0.997671591663847 0.00232840833615299 398985 "Human"
"1531" "Arc_well_A20_GM12878_fixed_r71c39_yes_D1_Good_S5152.bed" 1921 985797 0.00194488710340401 0.998055112896596 987718 "Mouse"
"1532" "Arc_well_A20_GM12878_fixed_r71c3_yes_D1_Good_S5116.bed" 922426 1503 0.998373251624313 0.00162674837568688 923929 "Human"
"1533" "Arc_well_A20_GM12878_fixed_r71c40_yes_D1_Good_S5153.bed" 869276 1382 0.998412694766487 0.00158730523351304 870658 "Human"
"1534" "Arc_well_A20_GM12878_fixed_r71c44_yes_D1_Good_S5157.bed" 1155 422419 0.00272679626228239 0.997273203737718 423574 "Mouse"
"1535" "Arc_well_A20_GM12878_fixed_r71c46_yes_D2_Good_S5159.bed" 283786 560735 0.336031904476028 0.663968095523972 844521 "Collision"
"1536" "Arc_well_A20_GM12878_fixed_r71c48_yes_D2_Good_S5161.bed" 1330 521817 0.002542306464531 0.997457693535469 523147 "Mouse"
"1537" "Arc_well_A20_GM12878_fixed_r71c51_yes_D2_Good_S5164.bed" 758399 1368 0.99819944798866 0.00180055201134032 759767 "Human"
"1538" "Arc_well_A20_GM12878_fixed_r71c53_yes_D2_Good_S5166.bed" 950 432993 0.00218922761745206 0.997810772382548 433943 "Mouse"
"1539" "Arc_well_A20_GM12878_fixed_r71c57_yes_D1_Good_S5170.bed" 1001 452945 0.00220510809655774 0.997794891903442 453946 "Mouse"
"1540" "Arc_well_A20_GM12878_fixed_r71c61_yes_D1_Good_S5174.bed" 513258 896 0.998257331461002 0.00174266853899804 514154 "Human"
"1541" "Arc_well_A20_GM12878_fixed_r71c63_yes_D2_Good_S5176.bed" 1202 693381 0.00173053472371192 0.998269465276288 694583 "Mouse"
"1542" "Arc_well_A20_GM12878_fixed_r71c68_yes_D2_Good_S5181.bed" 1099 522007 0.00210091262573933 0.997899087374261 523106 "Mouse"
"1543" "Arc_well_A20_GM12878_fixed_r71c69_yes_D2_Good_S5182.bed" 834 435879 0.00190972102960068 0.998090278970399 436713 "Mouse"
"1544" "Arc_well_A20_GM12878_fixed_r71c71_yes_D2_Good_S5184.bed" 558706 1107 0.998022553959983 0.00197744604001693 559813 "Human"
"1545" "Arc_well_A20_GM12878_fixed_r71c9_yes_D2_Good_S5122.bed" 1369 535092 0.00255190964487633 0.997448090355124 536461 "Mouse"
"1546" "Arc_well_A20_GM12878_fixed_r7c13_yes_A2_Good_S518.bed" 1339 846065 0.00158011998999297 0.998419880010007 847404 "Mouse"
"1547" "Arc_well_A20_GM12878_fixed_r7c15_yes_A2_Good_S520.bed" 789402 1562 0.998025194572699 0.00197480542730137 790964 "Human"
"1548" "Arc_well_A20_GM12878_fixed_r7c17_yes_A2_Good_S522.bed" 694654 1747 0.997491387864176 0.00250861213582404 696401 "Human"
"1549" "Arc_well_A20_GM12878_fixed_r7c18_yes_A1_Good_S523.bed" 1134884 1951 0.998283831866542 0.00171616813345824 1136835 "Human"
"1550" "Arc_well_A20_GM12878_fixed_r7c20_yes_A1_Good_S525.bed" 864836 1628 0.998121099087787 0.00187890091221332 866464 "Human"
"1551" "Arc_well_A20_GM12878_fixed_r7c22_yes_A1_Good_S527.bed" 1230802 2230 0.99819145001914 0.00180854998086019 1233032 "Human"
"1552" "Arc_well_A20_GM12878_fixed_r7c23_yes_A1_Good_S528.bed" 1587 922621 0.0017171459238613 0.998282854076139 924208 "Mouse"
"1553" "Arc_well_A20_GM12878_fixed_r7c33_yes_A2_Good_S538.bed" 332 101864 0.00324865943872559 0.996751340561274 102196 "Mouse"
"1554" "Arc_well_A20_GM12878_fixed_r7c35_yes_A2_Good_S540.bed" 862 418424 0.00205587594148147 0.997944124058519 419286 "Mouse"
"1555" "Arc_well_A20_GM12878_fixed_r7c38_yes_A1_Good_S543.bed" 879 376204 0.00233105178435517 0.997668948215645 377083 "Mouse"
