"cellname" "hg19" "mm10" "p_hg19" "p_mm10" "tt" "class"
"794" "Arc_well_A20_GM12878_fixed_r41c23_yes_A1_Good_S2976.bed" 1595 912554 0.00174479215095132 0.998255207849049 914149 "Mouse"
"795" "Arc_well_A20_GM12878_fixed_r41c32_yes_A2_Good_S2985.bed" 1519 1006067 0.00150756362236077 0.998492436377639 1007586 "Mouse"
"796" "Arc_well_A20_GM12878_fixed_r41c35_yes_A2_Good_S2988.bed" 852532 1411 0.998347664890982 0.00165233510901781 853943 "Human"
"797" "Arc_well_A20_GM12878_fixed_r41c36_yes_A1_Good_S2989.bed" 853217 1535 0.998204157463217 0.0017958425367826 854752 "Human"
"798" "Arc_well_A20_GM12878_fixed_r41c39_yes_A1_Good_S2992.bed" 896818 1795 0.998002477150898 0.00199752284910189 898613 "Human"
"799" "Arc_well_A20_GM12878_fixed_r41c40_yes_A1_Good_S2993.bed" 2030 1191907 0.00170025721625178 0.998299742783748 1193937 "Mouse"
"800" "Arc_well_A20_GM12878_fixed_r41c43_yes_A1_Good_S2996.bed" 1000773 1848 0.99815683094609 0.0018431690539097 1002621 "Human"
"801" "Arc_well_A20_GM12878_fixed_r41c44_yes_A1_Good_S2997.bed" 1605 894389 0.0017913066382141 0.998208693361786 895994 "Mouse"
"802" "Arc_well_A20_GM12878_fixed_r41c45_yes_A2_Good_S2998.bed" 1409 869647 0.00161757682628901 0.998382423173711 871056 "Mouse"
"803" "Arc_well_A20_GM12878_fixed_r41c48_yes_A2_Good_S3001.bed" 762692 1563 0.997954871083604 0.00204512891639571 764255 "Human"
"804" "Arc_well_A20_GM12878_fixed_r41c53_yes_A2_Good_S3006.bed" 643765 1313 0.997964587228211 0.00203541277178884 645078 "Human"
"805" "Arc_well_A20_GM12878_fixed_r41c58_yes_A1_Good_S3011.bed" 757033 1465 0.998068551268428 0.00193144873157213 758498 "Human"
"806" "Arc_well_A20_GM12878_fixed_r41c5_yes_A1_Good_S2958.bed" 833498 1586 0.998100789860661 0.00189921013933928 835084 "Human"
"807" "Arc_well_A20_GM12878_fixed_r41c62_yes_A1_Good_S3015.bed" 628400 1254 0.99800843002665 0.00199156997335044 629654 "Human"
"808" "Arc_well_A20_GM12878_fixed_r41c64_yes_A2_Good_S3017.bed" 1077 636532 0.00168912295780016 0.9983108770422 637609 "Mouse"
"809" "Arc_well_A20_GM12878_fixed_r41c65_yes_A2_Good_S3018.bed" 1387 649012 0.00213253710414684 0.997867462895853 650399 "Mouse"
"810" "Arc_well_A20_GM12878_fixed_r41c66_yes_A2_Good_S3019.bed" 1744 666670 0.00260916138800205 0.997390838611998 668414 "Mouse"
"811" "Arc_well_A20_GM12878_fixed_r41c70_yes_A2_Good_S3023.bed" 700 304385 0.002294442532409 0.997705557467591 305085 "Mouse"
"812" "Arc_well_A20_GM12878_fixed_r41c7_yes_A1_Good_S2960.bed" 680803 291137 0.700457847192213 0.299542152807787 971940 "Collision"
"813" "Arc_well_A20_GM12878_fixed_r42c0_yes_A1_Good_S3025.bed" 836282 1295 0.998453873494616 0.00154612650538398 837577 "Human"
"814" "Arc_well_A20_GM12878_fixed_r42c10_yes_A2_Good_S3035.bed" 1442 822891 0.00174929306481725 0.998250706935183 824333 "Mouse"
"815" "Arc_well_A20_GM12878_fixed_r42c11_yes_A2_Good_S3036.bed" 1086417 1887 0.998266109469413 0.00173389053058704 1088304 "Human"
"816" "Arc_well_A20_GM12878_fixed_r42c17_yes_A2_Good_S3042.bed" 488563 994 0.997969592917679 0.00203040708232136 489557 "Human"
"817" "Arc_well_A20_GM12878_fixed_r42c18_yes_A1_Good_S3043.bed" 443 189946 0.00232681509961185 0.997673184900388 190389 "Mouse"
"818" "Arc_well_A20_GM12878_fixed_r42c1_yes_A1_Good_S3026.bed" 1470 677484 0.00216509513162895 0.997834904868371 678954 "Mouse"
"819" "Arc_well_A20_GM12878_fixed_r42c22_yes_A1_Good_S3047.bed" 1510 777313 0.00193882307019695 0.998061176929803 778823 "Mouse"
"820" "Arc_well_A20_GM12878_fixed_r42c24_yes_A1_Good_S3049.bed" 671428 1144 0.998299066865704 0.0017009331342964 672572 "Human"
"821" "Arc_well_A20_GM12878_fixed_r42c28_yes_A2_Good_S3053.bed" 1911 1026915 0.00185745694607251 0.998142543053927 1028826 "Mouse"
"822" "Arc_well_A20_GM12878_fixed_r42c32_yes_A2_Good_S3057.bed" 893958 1503 0.99832153494122 0.00167846505877978 895461 "Human"
"823" "Arc_well_A20_GM12878_fixed_r42c37_yes_A1_Good_S3062.bed" 621267 1028 0.998348050361967 0.00165194963803341 622295 "Human"
"824" "Arc_well_A20_GM12878_fixed_r42c39_yes_A1_Good_S3064.bed" 1243647 2129 0.998291025031787 0.00170897496821258 1245776 "Human"
"825" "Arc_well_A20_GM12878_fixed_r42c3_yes_A1_Good_S3028.bed" 990424 1543 0.998444504706306 0.00155549529369425 991967 "Human"
"826" "Arc_well_A20_GM12878_fixed_r42c45_yes_A2_Good_S3070.bed" 857448 1266 0.998525702387524 0.00147429761247633 858714 "Human"
"827" "Arc_well_A20_GM12878_fixed_r42c47_yes_A2_Good_S3072.bed" 593086 1018 0.998286495293753 0.00171350470624672 594104 "Human"
"828" "Arc_well_A20_GM12878_fixed_r42c51_yes_A2_Good_S3076.bed" 1038 687172 0.00150826056000349 0.998491739439996 688210 "Mouse"
"829" "Arc_well_A20_GM12878_fixed_r42c52_yes_A2_Good_S3077.bed" 1608 728685 0.00220185596739939 0.997798144032601 730293 "Mouse"
"830" "Arc_well_A20_GM12878_fixed_r42c54_yes_A1_Good_S3079.bed" 1270 768912 0.0016489608949573 0.998351039105043 770182 "Mouse"
"831" "Arc_well_A20_GM12878_fixed_r42c57_yes_A1_Good_S3082.bed" 608083 1330 0.997817571991408 0.00218242800859187 609413 "Human"
"832" "Arc_well_A20_GM12878_fixed_r42c66_yes_A2_Good_S3091.bed" 804026 1438 0.998214693642422 0.00178530635757774 805464 "Human"
"833" "Arc_well_A20_GM12878_fixed_r42c67_yes_A2_Good_S3092.bed" 938 554003 0.00169026977642668 0.998309730223573 554941 "Mouse"
"834" "Arc_well_A20_GM12878_fixed_r42c69_yes_A2_Good_S3094.bed" 523265 1021 0.998052589617117 0.00194741038288263 524286 "Human"
"835" "Arc_well_A20_GM12878_fixed_r43c11_yes_A2_Good_S3108.bed" 309605 370 0.998806355351238 0.001193644648762 309975 "Human"
"836" "Arc_well_A20_GM12878_fixed_r43c23_yes_A1_Good_S3120.bed" 840984 1466 0.998259837379073 0.00174016262092706 842450 "Human"
"837" "Arc_well_A20_GM12878_fixed_r43c30_yes_A2_Good_S3127.bed" 1367 907216 0.00150454058682586 0.998495459413174 908583 "Mouse"
"838" "Arc_well_A20_GM12878_fixed_r43c35_yes_A2_Good_S3132.bed" 936 648955 0.00144024151742369 0.998559758482576 649891 "Mouse"
"839" "Arc_well_A20_GM12878_fixed_r43c38_yes_A1_Good_S3135.bed" 799 356139 0.0022384839944192 0.997761516005581 356938 "Mouse"
"840" "Arc_well_A20_GM12878_fixed_r43c39_yes_A1_Good_S3136.bed" 843374 1792 0.997879706471865 0.0021202935281353 845166 "Human"
"841" "Arc_well_A20_GM12878_fixed_r43c40_yes_A1_Good_S3137.bed" 763 440845 0.00172777667071249 0.998272223329288 441608 "Mouse"
"842" "Arc_well_A20_GM12878_fixed_r43c53_yes_A2_Good_S3150.bed" 619 388158 0.00159217237645231 0.998407827623548 388777 "Mouse"
"843" "Arc_well_A20_GM12878_fixed_r43c54_yes_A1_Good_S3151.bed" 916 585315 0.00156252398798426 0.998437476012016 586231 "Mouse"
"844" "Arc_well_A20_GM12878_fixed_r43c57_yes_A1_Good_S3154.bed" 720 409549 0.00175494614509017 0.99824505385491 410269 "Mouse"
"845" "Arc_well_A20_GM12878_fixed_r43c5_yes_A1_Good_S3102.bed" 845848 1308 0.998456010463244 0.00154398953675592 847156 "Human"
"846" "Arc_well_A20_GM12878_fixed_r43c63_yes_A2_Good_S3160.bed" 504 288672 0.0017428832268238 0.998257116773176 289176 "Mouse"
"847" "Arc_well_A20_GM12878_fixed_r43c65_yes_A2_Good_S3162.bed" 1112 562671 0.00197239008625659 0.998027609913743 563783 "Mouse"
"848" "Arc_well_A20_GM12878_fixed_r43c67_yes_A2_Good_S3164.bed" 524 366091 0.00142929230937087 0.998570707690629 366615 "Mouse"
"849" "Arc_well_A20_GM12878_fixed_r43c68_yes_A2_Good_S3165.bed" 529630 1000 0.998115447675405 0.00188455232459529 530630 "Human"
"850" "Arc_well_A20_GM12878_fixed_r43c6_yes_A1_Good_S3103.bed" 821283 1371 0.998333442735342 0.00166655726465805 822654 "Human"
"851" "Arc_well_A20_GM12878_fixed_r43c70_yes_A2_Good_S3167.bed" 181189 123805 0.594073981783248 0.405926018216752 304994 "Collision"
"852" "Arc_well_A20_GM12878_fixed_r43c8_yes_A1_Good_S3105.bed" 818906 1198 0.998539209661214 0.0014607903387863 820104 "Human"
"853" "Arc_well_A20_GM12878_fixed_r44c12_yes_A2_Good_S3181.bed" 1117 541488 0.00205858773877867 0.997941412261221 542605 "Mouse"
"854" "Arc_well_A20_GM12878_fixed_r44c15_yes_A2_Good_S3184.bed" 399029 605021 0.397419451222549 0.602580548777451 1004050 "Collision"
"855" "Arc_well_A20_GM12878_fixed_r44c17_yes_A2_Good_S3186.bed" 1006 568875 0.0017652808217856 0.998234719178214 569881 "Mouse"
"856" "Arc_well_A20_GM12878_fixed_r44c19_yes_A1_Good_S3188.bed" 1259 663534 0.00189382258838466 0.998106177411615 664793 "Mouse"
"857" "Arc_well_A20_GM12878_fixed_r44c20_yes_A1_Good_S3189.bed" 1529 760944 0.00200531690958237 0.997994683090418 762473 "Mouse"
"858" "Arc_well_A20_GM12878_fixed_r44c21_yes_A1_Good_S3190.bed" 770653 1215 0.998425896655905 0.0015741033440951 771868 "Human"
"859" "Arc_well_A20_GM12878_fixed_r44c22_yes_A1_Good_S3191.bed" 932994 1518 0.99837562278494 0.00162437721505984 934512 "Human"
"860" "Arc_well_A20_GM12878_fixed_r44c24_yes_A1_Good_S3193.bed" 1154 593939 0.00193919269761197 0.998060807302388 595093 "Mouse"
"861" "Arc_well_A20_GM12878_fixed_r44c25_yes_A1_Good_S3194.bed" 775762 1659 0.997866021113399 0.0021339788866007 777421 "Human"
"862" "Arc_well_A20_GM12878_fixed_r44c28_yes_A2_Good_S3197.bed" 1171 610865 0.00191328614656654 0.998086713853434 612036 "Mouse"
"863" "Arc_well_A20_GM12878_fixed_r44c2_yes_A1_Good_S3171.bed" 696768 1352 0.998063370194236 0.00193662980576405 698120 "Human"
"864" "Arc_well_A20_GM12878_fixed_r44c31_yes_A2_Good_S3200.bed" 653 468231 0.00139266854915075 0.998607331450849 468884 "Mouse"
"865" "Arc_well_A20_GM12878_fixed_r44c33_yes_A2_Good_S3202.bed" 800462 1401 0.99825281874834 0.0017471812516602 801863 "Human"
"866" "Arc_well_A20_GM12878_fixed_r44c42_yes_A1_Good_S3211.bed" 815432 1484 0.998183411758369 0.00181658824163072 816916 "Human"
"867" "Arc_well_A20_GM12878_fixed_r44c45_yes_A2_Good_S3214.bed" 2632 717369 0.00365555047840211 0.996344449521598 720001 "Mouse"
"868" "Arc_well_A20_GM12878_fixed_r44c46_yes_A2_Good_S3215.bed" 1137 678031 0.00167410714285714 0.998325892857143 679168 "Mouse"
"869" "Arc_well_A20_GM12878_fixed_r44c52_yes_A2_Good_S3221.bed" 1155 735606 0.00156767255595777 0.998432327444042 736761 "Mouse"
"870" "Arc_well_A20_GM12878_fixed_r44c54_yes_A1_Good_S3223.bed" 650421 1186 0.998179884500934 0.00182011549906615 651607 "Human"
"871" "Arc_well_A20_GM12878_fixed_r44c56_yes_A1_Good_S3225.bed" 1346 931396 0.0014430571369146 0.998556942863085 932742 "Mouse"
"872" "Arc_well_A20_GM12878_fixed_r44c59_yes_A1_Good_S3228.bed" 967 351251 0.00274545877837021 0.99725454122163 352218 "Mouse"
"873" "Arc_well_A20_GM12878_fixed_r44c6_yes_A1_Good_S3175.bed" 386966 586371 0.397566310537871 0.602433689462129 973337 "Collision"
"874" "Arc_well_A20_GM12878_fixed_r44c8_yes_A1_Good_S3177.bed" 667232 1060 0.998413866992273 0.00158613300772716 668292 "Human"
"875" "Arc_well_A20_GM12878_fixed_r45c11_yes_B2_Good_S3252.bed" 1119 689051 0.00162133966993639 0.998378660330064 690170 "Mouse"
"876" "Arc_well_A20_GM12878_fixed_r45c14_yes_B2_Good_S3255.bed" 1266 863106 0.00146464716580361 0.998535352834196 864372 "Mouse"
"877" "Arc_well_A20_GM12878_fixed_r45c16_yes_B2_Good_S3257.bed" 1450 1011160 0.00143194319629472 0.998568056803705 1012610 "Mouse"
"878" "Arc_well_A20_GM12878_fixed_r45c17_yes_B2_Good_S3258.bed" 1060 644713 0.00164144366518885 0.998358556334811 645773 "Mouse"
"879" "Arc_well_A20_GM12878_fixed_r45c20_yes_B1_Good_S3261.bed" 881443 1441 0.998367849003946 0.00163215099605384 882884 "Human"
"880" "Arc_well_A20_GM12878_fixed_r45c23_yes_B1_Good_S3264.bed" 1691 1087307 0.00155280358641614 0.998447196413584 1088998 "Mouse"
"881" "Arc_well_A20_GM12878_fixed_r45c27_yes_B2_Good_S3268.bed" 945806 1492 0.998424994035668 0.00157500596433224 947298 "Human"
"882" "Arc_well_A20_GM12878_fixed_r45c29_yes_B2_Good_S3270.bed" 982038 1865 0.998104487942409 0.00189551205759104 983903 "Human"
"883" "Arc_well_A20_GM12878_fixed_r45c35_yes_B2_Good_S3276.bed" 734092 1193 0.998377499880999 0.00162250011900148 735285 "Human"
"884" "Arc_well_A20_GM12878_fixed_r45c38_yes_B1_Good_S3279.bed" 1301 836598 0.00155269310501624 0.998447306894984 837899 "Mouse"
"885" "Arc_well_A20_GM12878_fixed_r45c3_yes_B1_Good_S3244.bed" 1236 892530 0.00138291230590557 0.998617087694094 893766 "Mouse"
"886" "Arc_well_A20_GM12878_fixed_r45c41_yes_B1_Good_S3282.bed" 587960 1502 0.997451913779005 0.00254808622099474 589462 "Human"
"887" "Arc_well_A20_GM12878_fixed_r45c43_yes_B1_Good_S3284.bed" 861093 1513 0.998246012663951 0.00175398733604913 862606 "Human"
"888" "Arc_well_A20_GM12878_fixed_r45c44_yes_B1_Good_S3285.bed" 1366 931689 0.0014640080166764 0.998535991983324 933055 "Mouse"
"889" "Arc_well_A20_GM12878_fixed_r45c4_yes_B1_Good_S3245.bed" 935 634686 0.00147100237405624 0.998528997625944 635621 "Mouse"
"890" "Arc_well_A20_GM12878_fixed_r45c50_yes_B2_Good_S3291.bed" 872177 1390 0.998408822677597 0.00159117732240343 873567 "Human"
"891" "Arc_well_A20_GM12878_fixed_r45c51_yes_B2_Good_S3292.bed" 1183 818116 0.00144391730003332 0.998556082699967 819299 "Mouse"
"892" "Arc_well_A20_GM12878_fixed_r45c57_yes_B1_Good_S3298.bed" 818 539689 0.00151339390609187 0.998486606093908 540507 "Mouse"
"893" "Arc_well_A20_GM12878_fixed_r45c59_yes_B1_Good_S3300.bed" 525 293487 0.00178564140239174 0.998214358597608 294012 "Mouse"
"894" "Arc_well_A20_GM12878_fixed_r45c5_yes_B1_Good_S3246.bed" 1087 637089 0.00170329188186331 0.998296708118137 638176 "Mouse"
"895" "Arc_well_A20_GM12878_fixed_r45c60_yes_B1_Good_S3301.bed" 787009 1515 0.998078688790703 0.00192131120929737 788524 "Human"
"896" "Arc_well_A20_GM12878_fixed_r45c63_yes_B2_Good_S3304.bed" 908 582005 0.00155769385826015 0.99844230614174 582913 "Mouse"
"897" "Arc_well_A20_GM12878_fixed_r45c66_yes_B2_Good_S3307.bed" 682762 1440 0.997895358388312 0.00210464161168778 684202 "Human"
"898" "Arc_well_A20_GM12878_fixed_r45c67_yes_B2_Good_S3308.bed" 192499 605 0.996866973237219 0.00313302676278068 193104 "Human"
"899" "Arc_well_A20_GM12878_fixed_r45c8_yes_B1_Good_S3249.bed" 1242 776957 0.00159599279875713 0.998404007201243 778199 "Mouse"
"900" "Arc_well_A20_GM12878_fixed_r45c9_yes_B2_Good_S3250.bed" 1199 800877 0.00149487081024741 0.998505129189753 802076 "Mouse"
"901" "Arc_well_A20_GM12878_fixed_r46c10_yes_B2_Good_S3323.bed" 589266 262183 0.692074334458083 0.307925665541917 851449 "Collision"
"902" "Arc_well_A20_GM12878_fixed_r46c11_yes_B2_Good_S3324.bed" 1615 994907 0.00162063657400439 0.998379363425996 996522 "Mouse"
"903" "Arc_well_A20_GM12878_fixed_r46c14_yes_B2_Good_S3327.bed" 1373 661781 0.00207040898494166 0.997929591015058 663154 "Mouse"
"904" "Arc_well_A20_GM12878_fixed_r46c15_yes_B2_Good_S3328.bed" 1696 898146 0.00188477532722411 0.998115224672776 899842 "Mouse"
"905" "Arc_well_A20_GM12878_fixed_r46c16_yes_B2_Good_S3329.bed" 1461 926884 0.00157376837274935 0.998426231627251 928345 "Mouse"
"906" "Arc_well_A20_GM12878_fixed_r46c17_yes_B2_Good_S3330.bed" 1384 863041 0.0016010642912919 0.998398935708708 864425 "Mouse"
"907" "Arc_well_A20_GM12878_fixed_r46c18_yes_B1_Good_S3331.bed" 522 221179 0.00235452253260021 0.9976454774674 221701 "Mouse"
"908" "Arc_well_A20_GM12878_fixed_r46c19_yes_B1_Good_S3332.bed" 1680 1074101 0.00156165613633258 0.998438343863667 1075781 "Mouse"
"909" "Arc_well_A20_GM12878_fixed_r46c20_yes_B1_Good_S3333.bed" 1010742 1875 0.998148362115193 0.00185163788480739 1012617 "Human"
"910" "Arc_well_A20_GM12878_fixed_r46c21_yes_B1_Good_S3334.bed" 1005222 1560 0.998450508650333 0.00154949134966656 1006782 "Human"
"911" "Arc_well_A20_GM12878_fixed_r46c22_yes_B1_Good_S3335.bed" 998896 2172 0.997830317221208 0.00216968277879225 1001068 "Human"
"912" "Arc_well_A20_GM12878_fixed_r46c27_yes_B2_Good_S3340.bed" 1644 1129918 0.00145285896839943 0.998547141031601 1131562 "Mouse"
"913" "Arc_well_A20_GM12878_fixed_r46c29_yes_B2_Good_S3342.bed" 2062 1125652 0.0018284777878079 0.998171522212192 1127714 "Mouse"
"914" "Arc_well_A20_GM12878_fixed_r46c30_yes_B2_Good_S3343.bed" 1443 1050364 0.00137192469721156 0.998628075302788 1051807 "Mouse"
"915" "Arc_well_A20_GM12878_fixed_r46c31_yes_B2_Good_S3344.bed" 542200 1035 0.998094747208851 0.00190525279114932 543235 "Human"
"916" "Arc_well_A20_GM12878_fixed_r46c33_yes_B2_Good_S3346.bed" 890 555948 0.00159831046013383 0.998401689539866 556838 "Mouse"
"917" "Arc_well_A20_GM12878_fixed_r46c37_yes_B1_Good_S3350.bed" 860700 1523 0.998233635613988 0.00176636438601151 862223 "Human"
"918" "Arc_well_A20_GM12878_fixed_r46c40_yes_B1_Good_S3353.bed" 1546 892467 0.00172928134154649 0.998270718658454 894013 "Mouse"
"919" "Arc_well_A20_GM12878_fixed_r46c41_yes_B1_Good_S3354.bed" 941148 1966 0.997915416375963 0.00208458362403697 943114 "Human"
"920" "Arc_well_A20_GM12878_fixed_r46c43_yes_B1_Good_S3356.bed" 870990 1686 0.998068011495675 0.00193198850432463 872676 "Human"
"921" "Arc_well_A20_GM12878_fixed_r46c4_yes_B1_Good_S3317.bed" 1681 1092797 0.00153589199600175 0.998464108003998 1094478 "Mouse"
"922" "Arc_well_A20_GM12878_fixed_r46c51_yes_B2_Good_S3364.bed" 1153 907939 0.00126829847804183 0.998731701521958 909092 "Mouse"
"923" "Arc_well_A20_GM12878_fixed_r46c53_yes_B2_Good_S3366.bed" 915973 2684 0.997078343712615 0.00292165628738474 918657 "Human"
"924" "Arc_well_A20_GM12878_fixed_r46c54_yes_B1_Good_S3367.bed" 1485 876849 0.00169070080402216 0.998309299195978 878334 "Mouse"
"925" "Arc_well_A20_GM12878_fixed_r46c59_yes_B1_Good_S3372.bed" 1008 591360 0.00170164492342598 0.998298355076574 592368 "Mouse"
"926" "Arc_well_A20_GM12878_fixed_r46c63_yes_B2_Good_S3376.bed" 1251 709178 0.00176090784582274 0.998239092154177 710429 "Mouse"
"927" "Arc_well_A20_GM12878_fixed_r46c68_yes_B2_Good_S3381.bed" 1218 755036 0.00161056999367937 0.998389430006321 756254 "Mouse"
"928" "Arc_well_A20_GM12878_fixed_r46c7_yes_B1_Good_S3320.bed" 1155 632778 0.00182195910293359 0.998178040897066 633933 "Mouse"
"929" "Arc_well_A20_GM12878_fixed_r46c9_yes_B2_Good_S3322.bed" 824123 1725 0.997911237903343 0.00208876209665701 825848 "Human"
"930" "Arc_well_A20_GM12878_fixed_r47c11_yes_B2_Good_S3396.bed" 903 607740 0.00148362833385088 0.998516371666149 608643 "Mouse"
"931" "Arc_well_A20_GM12878_fixed_r47c12_yes_B2_Good_S3397.bed" 752 503073 0.00149258174961544 0.998507418250385 503825 "Mouse"
"932" "Arc_well_A20_GM12878_fixed_r47c17_yes_B2_Good_S3402.bed" 810 542730 0.00149023070979137 0.998509769290209 543540 "Mouse"
"933" "Arc_well_A20_GM12878_fixed_r47c23_yes_B1_Good_S3408.bed" 628691 1195 0.998102831305982 0.00189716869401765 629886 "Human"
"934" "Arc_well_A20_GM12878_fixed_r47c25_yes_B1_Good_S3410.bed" 733079 1447 0.998030022082268 0.00196997791773198 734526 "Human"
"935" "Arc_well_A20_GM12878_fixed_r47c2_yes_B1_Good_S3387.bed" 882 640966 0.00137415712131221 0.998625842878688 641848 "Mouse"
"936" "Arc_well_A20_GM12878_fixed_r47c31_yes_B2_Good_S3416.bed" 576998 972 0.998318251812378 0.00168174818762219 577970 "Human"
"937" "Arc_well_A20_GM12878_fixed_r47c39_yes_B1_Good_S3424.bed" 1011 665732 0.00151632638062942 0.998483673619371 666743 "Mouse"
"938" "Arc_well_A20_GM12878_fixed_r47c3_yes_B1_Good_S3388.bed" 853 578241 0.00147299056802523 0.998527009431975 579094 "Mouse"
"939" "Arc_well_A20_GM12878_fixed_r47c41_yes_B1_Good_S3426.bed" 1081 527360 0.00204563991060497 0.997954360089395 528441 "Mouse"
"940" "Arc_well_A20_GM12878_fixed_r47c44_yes_B1_Good_S3429.bed" 1177 672880 0.00174614313032874 0.998253856869671 674057 "Mouse"
"941" "Arc_well_A20_GM12878_fixed_r47c45_yes_B2_Good_S3430.bed" 700765 1551 0.997791592388611 0.00220840761138861 702316 "Human"
"942" "Arc_well_A20_GM12878_fixed_r47c55_yes_B1_Good_S3440.bed" 557140 962 0.998276300747892 0.00172369925210804 558102 "Human"
"943" "Arc_well_A20_GM12878_fixed_r47c57_yes_B1_Good_S3442.bed" 849 513844 0.00164952699959005 0.99835047300041 514693 "Mouse"
"944" "Arc_well_A20_GM12878_fixed_r47c61_yes_B1_Good_S3446.bed" 702 440979 0.00158938238230759 0.998410617617692 441681 "Mouse"
"945" "Arc_well_A20_GM12878_fixed_r47c63_yes_B2_Good_S3448.bed" 742 498653 0.00148579781535658 0.998514202184643 499395 "Mouse"
"946" "Arc_well_A20_GM12878_fixed_r47c66_yes_B2_Good_S3451.bed" 534877 1372 0.997441487070372 0.00255851292962784 536249 "Human"
"947" "Arc_well_A20_GM12878_fixed_r47c67_yes_B2_Good_S3452.bed" 675 502347 0.00134188961914191 0.998658110380858 503022 "Mouse"
"948" "Arc_well_A20_GM12878_fixed_r47c70_yes_B2_Good_S3455.bed" 690 362893 0.00189777849899473 0.998102221501005 363583 "Mouse"
"949" "Arc_well_A20_GM12878_fixed_r48c10_yes_B2_Good_S3467.bed" 1543 1010672 0.00152437970194079 0.998475620298059 1012215 "Mouse"
"950" "Arc_well_A20_GM12878_fixed_r48c12_yes_B2_Good_S3469.bed" 1115 543171 0.00204855535508905 0.997951444644911 544286 "Mouse"
"951" "Arc_well_A20_GM12878_fixed_r48c13_yes_B2_Good_S3470.bed" 872093 1631 0.998133277785662 0.00186672221433771 873724 "Human"
"952" "Arc_well_A20_GM12878_fixed_r48c16_yes_B2_Good_S3473.bed" 1956 1293703 0.00150965647597092 0.998490343524029 1295659 "Mouse"
"953" "Arc_well_A20_GM12878_fixed_r48c19_yes_B1_Good_S3476.bed" 1475 951564 0.00154768063006865 0.998452319369931 953039 "Mouse"
"954" "Arc_well_A20_GM12878_fixed_r48c21_yes_B1_Good_S3478.bed" 1787 1191508 0.00149753413866647 0.998502465861334 1193295 "Mouse"
"955" "Arc_well_A20_GM12878_fixed_r48c23_yes_B1_Good_S3480.bed" 1378409 2123 0.998462187040938 0.00153781295906216 1380532 "Human"
"956" "Arc_well_A20_GM12878_fixed_r48c25_yes_B1_Good_S3482.bed" 1410 1026883 0.0013712045107766 0.998628795489223 1028293 "Mouse"
"957" "Arc_well_A20_GM12878_fixed_r48c31_yes_B2_Good_S3488.bed" 1422 991890 0.00143157436938243 0.998568425630618 993312 "Mouse"
"958" "Arc_well_A20_GM12878_fixed_r48c32_yes_B2_Good_S3489.bed" 1069894 1692 0.998421032003031 0.00157896799696898 1071586 "Human"
"959" "Arc_well_A20_GM12878_fixed_r48c34_yes_B2_Good_S3491.bed" 1502 1052143 0.00142552757332878 0.998574472426671 1053645 "Mouse"
"960" "Arc_well_A20_GM12878_fixed_r48c42_yes_B1_Good_S3499.bed" 1056789 1732 0.998363754710582 0.00163624528941797 1058521 "Human"
"961" "Arc_well_A20_GM12878_fixed_r48c44_yes_B1_Good_S3501.bed" 938483 1457 0.998449901057514 0.00155009894248569 939940 "Human"
"962" "Arc_well_A20_GM12878_fixed_r48c47_yes_B2_Good_S3504.bed" 835337 1444 0.998274339403022 0.00172566059697818 836781 "Human"
"963" "Arc_well_A20_GM12878_fixed_r48c48_yes_B2_Good_S3505.bed" 886162 1559 0.998243817595844 0.00175618240415626 887721 "Human"
"964" "Arc_well_A20_GM12878_fixed_r48c57_yes_B1_Good_S3514.bed" 663485 1439 0.997835842893323 0.00216415710667685 664924 "Human"
"965" "Arc_well_A20_GM12878_fixed_r48c59_yes_B1_Good_S3516.bed" 532215 1118 0.997903748689843 0.00209625131015707 533333 "Human"
"966" "Arc_well_A20_GM12878_fixed_r48c60_yes_B1_Good_S3517.bed" 1132 578247 0.00195381606858378 0.998046183931416 579379 "Mouse"
"967" "Arc_well_A20_GM12878_fixed_r48c64_yes_B2_Good_S3521.bed" 931 596602 0.00155807294325167 0.998441927056748 597533 "Mouse"
"968" "Arc_well_A20_GM12878_fixed_r48c6_yes_B1_Good_S3463.bed" 18074 431933 0.0401638196739162 0.959836180326084 450007 "Mouse"
"969" "Arc_well_A20_GM12878_fixed_r48c71_yes_B2_Good_S3528.bed" 1135 729394 0.00155366864286017 0.99844633135714 730529 "Mouse"
"970" "Arc_well_A20_GM12878_fixed_r49c14_yes_B2_Good_S3543.bed" 730311 1422 0.998056668210946 0.0019433317890542 731733 "Human"
"971" "Arc_well_A20_GM12878_fixed_r49c19_yes_B1_Good_S3548.bed" 880517 1483 0.998318594104308 0.00168140589569161 882000 "Human"
"972" "Arc_well_A20_GM12878_fixed_r49c24_yes_B1_Good_S3553.bed" 630614 1203 0.998095967661522 0.00190403233847776 631817 "Human"
"973" "Arc_well_A20_GM12878_fixed_r49c25_yes_B1_Good_S3554.bed" 1237 741209 0.00166611443795239 0.998333885562048 742446 "Mouse"
"974" "Arc_well_A20_GM12878_fixed_r49c28_yes_B2_Good_S3557.bed" 1128 563826 0.0019966227338863 0.998003377266114 564954 "Mouse"
"975" "Arc_well_A20_GM12878_fixed_r49c31_yes_B2_Good_S3560.bed" 344642 705 0.99795857499848 0.00204142500152021 345347 "Human"
"976" "Arc_well_A20_GM12878_fixed_r49c32_yes_B2_Good_S3561.bed" 1159 591497 0.0019556032504522 0.998044396749548 592656 "Mouse"
