"","cell","correlation","n_reads"
"2356","MDA231.9x.cell777_S777_R1_001",0.9098167725693,"250k"
"2357","MDA231.9x.cell78_S78_R1_001",0.862495772289184,"250k"
"2358","MDA231.9x.cell781_S781_R1_001",0.896249463914745,"250k"
"2359","MDA231.9x.cell788_S788_R1_001",0.871513838358047,"250k"
"2360","MDA231.9x.cell79_S79_R1_001",0.974394766725971,"250k"
"2361","MDA231.9x.cell801_S801_R1_001",0.911932377808369,"250k"
"2362","MDA231.9x.cell808_S808_R1_001",0.965612755069614,"250k"
"2363","MDA231.9x.cell81_S81_R1_001",0.916978896051944,"250k"
"2364","MDA231.9x.cell810_S810_R1_001",0.974955612503365,"250k"
"2365","MDA231.9x.cell814_S814_R1_001",0.911847569338388,"250k"
"2366","MDA231.9x.cell817_S817_R1_001",0.889481930853297,"250k"
"2367","MDA231.9x.cell826_S826_R1_001",0.918418081019942,"250k"
"2368","MDA231.9x.cell83_S83_R1_001",0.915901739519753,"250k"
"2369","MDA231.9x.cell831_S831_R1_001",0.979191278594528,"250k"
"2370","MDA231.9x.cell844_S844_R1_001",0.912911129280441,"250k"
"2371","MDA231.9x.cell847_S847_R1_001",0.926946644706723,"250k"
"2372","MDA231.9x.cell85_S85_R1_001",0.900760153835277,"250k"
"2373","MDA231.9x.cell853_S853_R1_001",0.961292078357586,"250k"
"2374","MDA231.9x.cell859_S859_R1_001",0.951499231200937,"250k"
"2375","MDA231.9x.cell86_S86_R1_001",0.884270089159351,"250k"
"2376","MDA231.9x.cell864_S864_R1_001",0.943975864901236,"250k"
"2377","MDA231.9x.cell866_S866_R1_001",0.875703244190693,"250k"
"2378","MDA231.9x.cell875_S875_R1_001",0.978664870749521,"250k"
"2379","MDA231.9x.cell881_S881_R1_001",0.90061253614048,"250k"
"2380","MDA231.9x.cell882_S882_R1_001",0.885992413923428,"250k"
"2381","MDA231.9x.cell886_S886_R1_001",0.923822065073875,"250k"
"2382","MDA231.9x.cell90_S90_R1_001",0.985183886562946,"250k"
"2383","MDA231.9x.cell901_S901_R1_001",0.963391982900206,"250k"
"2384","MDA231.9x.cell904_S904_R1_001",0.899027624607789,"250k"
"2385","MDA231.9x.cell908_S908_R1_001",0.969102512296374,"250k"
"2386","MDA231.9x.cell910_S910_R1_001",0.917189374258668,"250k"
"2387","MDA231.9x.cell919_S919_R1_001",0.967939365889854,"250k"
"2388","MDA231.9x.cell92_S92_R1_001",0.944424554824319,"250k"
"2389","MDA231.9x.cell935_S935_R1_001",0.973221091777748,"250k"
"2390","MDA231.9x.cell937_S937_R1_001",0.863397221647842,"250k"
"2391","MDA231.9x.cell966_S966_R1_001",0.917480614710066,"250k"
"2392","MDA231.9x.cell970_S970_R1_001",0.87423965269128,"250k"
"2393","MDA231.9x.cell972_S972_R1_001",0.901970885702071,"250k"
"2394","MDA231.9x.cell980_S980_R1_001",0.912221163893621,"250k"
"2395","MDA231.9x.cell988_S988_R1_001",0.901993418405437,"250k"
"2396","MDA231.9x.cell993_S993_R1_001",0.879447083455781,"250k"
"2397","MDA231.9x.cell1006_S1006_R1_001",0.926310293181637,"125k"
"2398","MDA231.9x.cell1008_S1008_R1_001",0.842129119675063,"125k"
"2399","MDA231.9x.cell1016_S1016_R1_001",0.874621558581294,"125k"
"2400","MDA231.9x.cell1038_S1038_R1_001",0.847138990077009,"125k"
"2401","MDA231.9x.cell1050_S1050_R1_001",0.821104476467612,"125k"
"2402","MDA231.9x.cell1051_S1051_R1_001",0.897773444498267,"125k"
"2403","MDA231.9x.cell1059_S1059_R1_001",0.900219948748823,"125k"
"2404","MDA231.9x.cell1080_S1080_R1_001",0.908600125316932,"125k"
"2405","MDA231.9x.cell1081_S1081_R1_001",0.876976088148707,"125k"
"2406","MDA231.9x.cell1091_S1091_R1_001",0.861690612163412,"125k"
"2407","MDA231.9x.cell1092_S1092_R1_001",0.884542504407225,"125k"
"2408","MDA231.9x.cell1098_S1098_R1_001",0.898552408773819,"125k"
"2409","MDA231.9x.cell1105_S1105_R1_001",0.922492876859735,"125k"
"2410","MDA231.9x.cell1109_S1109_R1_001",0.870172087705374,"125k"
"2411","MDA231.9x.cell1116_S1116_R1_001",0.843080288378242,"125k"
"2412","MDA231.9x.cell1120_S1120_R1_001",0.91773467811451,"125k"
"2413","MDA231.9x.cell1121_S1121_R1_001",0.891224286212974,"125k"
"2414","MDA231.9x.cell1134_S1134_R1_001",0.884364211378959,"125k"
"2415","MDA231.9x.cell114_S114_R1_001",0.885015119464515,"125k"
"2416","MDA231.9x.cell1184_S1184_R1_001",0.869246105579753,"125k"
"2417","MDA231.9x.cell1189_S1189_R1_001",0.877218118968757,"125k"
"2418","MDA231.9x.cell119_S119_R1_001",0.94200483560641,"125k"
"2419","MDA231.9x.cell1204_S1204_R1_001",0.845743253663948,"125k"
"2420","MDA231.9x.cell1209_S1209_R1_001",0.871785603816145,"125k"
"2421","MDA231.9x.cell121_S121_R1_001",0.896108684931721,"125k"
"2422","MDA231.9x.cell1210_S1210_R1_001",0.900513631438405,"125k"
"2423","MDA231.9x.cell1230_S1230_R1_001",0.846733181135704,"125k"
"2424","MDA231.9x.cell1235_S1235_R1_001",0.894387621564069,"125k"
"2425","MDA231.9x.cell1238_S1238_R1_001",0.84215494583444,"125k"
"2426","MDA231.9x.cell1253_S1253_R1_001",0.914126547566295,"125k"
"2427","MDA231.9x.cell1270_S1270_R1_001",0.89531740529557,"125k"
"2428","MDA231.9x.cell1281_S1281_R1_001",0.839302149309041,"125k"
"2429","MDA231.9x.cell1296_S1296_R1_001",0.889204305481186,"125k"
"2430","MDA231.9x.cell1299_S1299_R1_001",0.929769234587098,"125k"
"2431","MDA231.9x.cell130_S130_R1_001",0.870343408576019,"125k"
"2432","MDA231.9x.cell1307_S1307_R1_001",0.877433780382915,"125k"
"2433","MDA231.9x.cell1316_S1316_R1_001",0.855653201860603,"125k"
"2434","MDA231.9x.cell1342_S1342_R1_001",0.845473434528893,"125k"
"2435","MDA231.9x.cell1345_S1345_R1_001",0.886042481256608,"125k"
"2436","MDA231.9x.cell135_S135_R1_001",0.867693309244411,"125k"
"2437","MDA231.9x.cell1353_S1353_R1_001",0.861792042674516,"125k"
"2438","MDA231.9x.cell1374_S1374_R1_001",0.897729693983412,"125k"
"2439","MDA231.9x.cell1375_S1375_R1_001",0.872438661847168,"125k"
"2440","MDA231.9x.cell1399_S1399_R1_001",0.870666617546287,"125k"
"2441","MDA231.9x.cell1411_S1411_R1_001",0.890254265882422,"125k"
"2442","MDA231.9x.cell1412_S1412_R1_001",0.896789888211553,"125k"
"2443","MDA231.9x.cell1421_S1421_R1_001",0.905381208861835,"125k"
"2444","MDA231.9x.cell1433_S1433_R1_001",0.898595892075619,"125k"
"2445","MDA231.9x.cell1446_S1446_R1_001",0.89456585924938,"125k"
"2446","MDA231.9x.cell1455_S1455_R1_001",0.893040317903396,"125k"
"2447","MDA231.9x.cell1473_S1473_R1_001",0.830279759323717,"125k"
"2448","MDA231.9x.cell1487_S1487_R1_001",0.870232180594191,"125k"
"2449","MDA231.9x.cell1497_S1497_R1_001",0.842224225069188,"125k"
"2450","MDA231.9x.cell1503_S1503_R1_001",0.889913124898399,"125k"
"2451","MDA231.9x.cell1505_S1505_R1_001",0.842921821163558,"125k"
"2452","MDA231.9x.cell1514_S1514_R1_001",0.859900757855798,"125k"
"2453","MDA231.9x.cell1518_S1518_R1_001",0.903561768509466,"125k"
"2454","MDA231.9x.cell1520_S1520_R1_001",0.863516663441855,"125k"
"2455","MDA231.9x.cell1525_S1525_R1_001",0.857260396560343,"125k"
"2456","MDA231.9x.cell1539_S1539_R1_001",0.869283733377542,"125k"
"2457","MDA231.9x.cell1542_S1542_R1_001",0.89643783610506,"125k"
"2458","MDA231.9x.cell1556_S1556_R1_001",0.88627247653309,"125k"
"2459","MDA231.9x.cell1566_S1566_R1_001",0.879093977070916,"125k"
"2460","MDA231.9x.cell1576_S1576_R1_001",0.863742746109245,"125k"
"2461","MDA231.9x.cell1585_S1585_R1_001",0.901253178817004,"125k"
"2462","MDA231.9x.cell1594_S1594_R1_001",0.888815820819863,"125k"
"2463","MDA231.9x.cell16_S16_R1_001",0.887217564206835,"125k"
"2464","MDA231.9x.cell1609_S1609_R1_001",0.853733007060545,"125k"
"2465","MDA231.9x.cell1623_S1623_R1_001",0.875553590035896,"125k"
"2466","MDA231.9x.cell1626_S1626_R1_001",0.813579900435267,"125k"
"2467","MDA231.9x.cell1632_S1632_R1_001",0.904967240976667,"125k"
"2468","MDA231.9x.cell1636_S1636_R1_001",0.900261811584622,"125k"
"2469","MDA231.9x.cell1637_S1637_R1_001",0.832584315202677,"125k"
"2470","MDA231.9x.cell1657_S1657_R1_001",0.901457654829044,"125k"
"2471","MDA231.9x.cell1659_S1659_R1_001",0.874023348522979,"125k"
"2472","MDA231.9x.cell1662_S1662_R1_001",0.895716230312285,"125k"
"2473","MDA231.9x.cell1663_S1663_R1_001",0.887518197330191,"125k"
"2474","MDA231.9x.cell1674_S1674_R1_001",0.843351250836778,"125k"
"2475","MDA231.9x.cell1678_S1678_R1_001",0.886802813332912,"125k"
"2476","MDA231.9x.cell1680_S1680_R1_001",0.875746908424593,"125k"
"2477","MDA231.9x.cell1684_S1684_R1_001",0.860361732388798,"125k"
"2478","MDA231.9x.cell1696_S1696_R1_001",0.842124689997797,"125k"
"2479","MDA231.9x.cell1703_S1703_R1_001",0.902907254692448,"125k"
"2480","MDA231.9x.cell172_S172_R1_001",0.894164762704973,"125k"
"2481","MDA231.9x.cell1724_S1724_R1_001",0.891761788865349,"125k"
"2482","MDA231.9x.cell1727_S1727_R1_001",0.848454235875137,"125k"
"2483","MDA231.9x.cell1739_S1739_R1_001",0.854083626291019,"125k"
"2484","MDA231.9x.cell1748_S1748_R1_001",0.848186487248982,"125k"
"2485","MDA231.9x.cell1749_S1749_R1_001",0.923216638389173,"125k"
"2486","MDA231.9x.cell1779_S1779_R1_001",0.843544698810659,"125k"
"2487","MDA231.9x.cell1783_S1783_R1_001",0.902139428599134,"125k"
"2488","MDA231.9x.cell18_S18_R1_001",0.899955468342641,"125k"
"2489","MDA231.9x.cell1822_S1822_R1_001",0.871523489567772,"125k"
"2490","MDA231.9x.cell1825_S1825_R1_001",0.862678379847233,"125k"
"2491","MDA231.9x.cell1833_S1833_R1_001",0.884800068593688,"125k"
"2492","MDA231.9x.cell1854_S1854_R1_001",0.875172695216609,"125k"
"2493","MDA231.9x.cell1861_S1861_R1_001",0.907600268412562,"125k"
"2494","MDA231.9x.cell1879_S1879_R1_001",0.95187305727475,"125k"
"2495","MDA231.9x.cell1888_S1888_R1_001",0.892140220866233,"125k"
"2496","MDA231.9x.cell1890_S1890_R1_001",0.931944479942013,"125k"
"2497","MDA231.9x.cell1899_S1899_R1_001",0.892097877234916,"125k"
"2498","MDA231.9x.cell19_S19_R1_001",0.861016477678287,"125k"
"2499","MDA231.9x.cell1910_S1910_R1_001",0.880330136298519,"125k"
"2500","MDA231.9x.cell1912_S1912_R1_001",0.86273775168782,"125k"
"2501","MDA231.9x.cell1914_S1914_R1_001",0.901165912606204,"125k"
"2502","MDA231.9x.cell1917_S1917_R1_001",0.900717626344198,"125k"
"2503","MDA231.9x.cell1919_S1919_R1_001",0.870474848890845,"125k"
"2504","MDA231.9x.cell1958_S1958_R1_001",0.870211080865537,"125k"
"2505","MDA231.9x.cell1959_S1959_R1_001",0.895304530424825,"125k"
"2506","MDA231.9x.cell1966_S1966_R1_001",0.891674516849845,"125k"
"2507","MDA231.9x.cell1990_S1990_R1_001",0.854463869504591,"125k"
"2508","MDA231.9x.cell1991_S1991_R1_001",0.899422204978923,"125k"
"2509","MDA231.9x.cell2012_S2012_R1_001",0.892632304020711,"125k"
"2510","MDA231.9x.cell203_S203_R1_001",0.827424376126936,"125k"
"2511","MDA231.9x.cell2031_S2031_R1_001",0.845480254424133,"125k"
"2512","MDA231.9x.cell2037_S2037_R1_001",0.895721199283619,"125k"
"2513","MDA231.9x.cell2039_S2039_R1_001",0.894650981536135,"125k"
"2514","MDA231.9x.cell2040_S2040_R1_001",0.828357344832117,"125k"
"2515","MDA231.9x.cell2046_S2046_R1_001",0.840600128555043,"125k"
"2516","MDA231.9x.cell2060_S2060_R1_001",0.88106076383979,"125k"
"2517","MDA231.9x.cell2063_S2063_R1_001",0.908949391717741,"125k"
"2518","MDA231.9x.cell2085_S2085_R1_001",0.908075178325058,"125k"
"2519","MDA231.9x.cell2109_S2109_R1_001",0.826997564763286,"125k"
"2520","MDA231.9x.cell2123_S2123_R1_001",0.882592527919866,"125k"
"2521","MDA231.9x.cell2142_S2142_R1_001",0.876684268298864,"125k"
"2522","MDA231.9x.cell2144_S2144_R1_001",0.802609554688685,"125k"
"2523","MDA231.9x.cell2148_S2148_R1_001",0.908589739758558,"125k"
"2524","MDA231.9x.cell2153_S2153_R1_001",0.880761541000502,"125k"
"2525","MDA231.9x.cell2159_S2159_R1_001",0.935640975657715,"125k"
"2526","MDA231.9x.cell2160_S2160_R1_001",0.870306701577821,"125k"
"2527","MDA231.9x.cell2165_S2165_R1_001",0.884088958015457,"125k"
"2528","MDA231.9x.cell2167_S2167_R1_001",0.873788843780199,"125k"
"2529","MDA231.9x.cell2171_S2171_R1_001",0.883450515099734,"125k"
"2530","MDA231.9x.cell2173_S2173_R1_001",0.83849187819364,"125k"
"2531","MDA231.9x.cell2182_S2182_R1_001",0.906690884470949,"125k"
"2532","MDA231.9x.cell22_S22_R1_001",0.888588506701057,"125k"
"2533","MDA231.9x.cell220_S220_R1_001",0.860932547429353,"125k"
"2534","MDA231.9x.cell2200_S2200_R1_001",0.863509996355495,"125k"
"2535","MDA231.9x.cell221_S221_R1_001",0.865166499432216,"125k"
"2536","MDA231.9x.cell2221_S2221_R1_001",0.869989771769771,"125k"
"2537","MDA231.9x.cell2279_S2279_R1_001",0.916492129573883,"125k"
"2538","MDA231.9x.cell2291_S2291_R1_001",0.894915910305643,"125k"
"2539","MDA231.9x.cell2295_S2295_R1_001",0.88340019852008,"125k"
"2540","MDA231.9x.cell234_S234_R1_001",0.871169595708817,"125k"
"2541","MDA231.9x.cell236_S236_R1_001",0.918619179247326,"125k"
"2542","MDA231.9x.cell237_S237_R1_001",0.835451552713916,"125k"
"2543","MDA231.9x.cell2378_S2378_R1_001",0.882571812695478,"125k"
"2544","MDA231.9x.cell2400_S2400_R1_001",0.927072924299204,"125k"
"2545","MDA231.9x.cell2404_S2404_R1_001",0.894091534939254,"125k"
"2546","MDA231.9x.cell2413_S2413_R1_001",0.912023250388841,"125k"
"2547","MDA231.9x.cell2417_S2417_R1_001",0.835786936904019,"125k"
"2548","MDA231.9x.cell2422_S2422_R1_001",0.876347520150439,"125k"
"2549","MDA231.9x.cell2433_S2433_R1_001",0.847923519938943,"125k"
"2550","MDA231.9x.cell2442_S2442_R1_001",0.842959345449232,"125k"
"2551","MDA231.9x.cell2490_S2490_R1_001",0.855079567621948,"125k"
"2552","MDA231.9x.cell2491_S2491_R1_001",0.875664658233116,"125k"
"2553","MDA231.9x.cell2492_S2492_R1_001",0.876241352020249,"125k"
"2554","MDA231.9x.cell2502_S2502_R1_001",0.880232770491406,"125k"
"2555","MDA231.9x.cell2507_S2507_R1_001",0.888843032511263,"125k"
"2556","MDA231.9x.cell251_S251_R1_001",0.94274031988579,"125k"
"2557","MDA231.9x.cell2523_S2523_R1_001",0.876330704173186,"125k"
"2558","MDA231.9x.cell2544_S2544_R1_001",0.898998658193827,"125k"
"2559","MDA231.9x.cell2545_S2545_R1_001",0.842596900258039,"125k"
"2560","MDA231.9x.cell2557_S2557_R1_001",0.889540992550208,"125k"
"2561","MDA231.9x.cell2558_S2558_R1_001",0.907548951238168,"125k"
"2562","MDA231.9x.cell257_S257_R1_001",0.882715243455347,"125k"
"2563","MDA231.9x.cell2582_S2582_R1_001",0.883320084795069,"125k"
"2564","MDA231.9x.cell2589_S2589_R1_001",0.883175642397258,"125k"
"2565","MDA231.9x.cell2596_S2596_R1_001",0.803957343413616,"125k"
"2566","MDA231.9x.cell2597_S2597_R1_001",0.872162943409842,"125k"
"2567","MDA231.9x.cell2598_S2598_R1_001",0.855590921227876,"125k"
"2568","MDA231.9x.cell2600_S2600_R1_001",0.815966152821967,"125k"
"2569","MDA231.9x.cell2605_S2605_R1_001",0.873340815742907,"125k"
"2570","MDA231.9x.cell2617_S2617_R1_001",0.899114059411873,"125k"
"2571","MDA231.9x.cell2622_S2622_R1_001",0.910527938815519,"125k"
"2572","MDA231.9x.cell2623_S2623_R1_001",0.892294570871877,"125k"
"2573","MDA231.9x.cell2624_S2624_R1_001",0.896320626849246,"125k"
"2574","MDA231.9x.cell2628_S2628_R1_001",0.883133396398652,"125k"
"2575","MDA231.9x.cell2631_S2631_R1_001",0.876593880798324,"125k"
"2576","MDA231.9x.cell2640_S2640_R1_001",0.895068560197613,"125k"
"2577","MDA231.9x.cell2644_S2644_R1_001",0.891994361894964,"125k"
"2578","MDA231.9x.cell2646_S2646_R1_001",0.837471835200136,"125k"
"2579","MDA231.9x.cell2649_S2649_R1_001",0.862607750179505,"125k"
"2580","MDA231.9x.cell2660_S2660_R1_001",0.804905957566802,"125k"
"2581","MDA231.9x.cell2667_S2667_R1_001",0.887698792490248,"125k"
"2582","MDA231.9x.cell2668_S2668_R1_001",0.877173099180757,"125k"
"2583","MDA231.9x.cell2670_S2670_R1_001",0.871244043168242,"125k"
"2584","MDA231.9x.cell2688_S2688_R1_001",0.912201592576421,"125k"
"2585","MDA231.9x.cell2692_S2692_R1_001",0.906939026373151,"125k"
"2586","MDA231.9x.cell2699_S2699_R1_001",0.893998659987684,"125k"
"2587","MDA231.9x.cell2704_S2704_R1_001",0.903130068194416,"125k"
"2588","MDA231.9x.cell2706_S2706_R1_001",0.893796138045961,"125k"
"2589","MDA231.9x.cell2717_S2717_R1_001",0.937776743061493,"125k"
"2590","MDA231.9x.cell2719_S2719_R1_001",0.839591396465134,"125k"
"2591","MDA231.9x.cell2724_S2724_R1_001",0.863252431300378,"125k"
"2592","MDA231.9x.cell2740_S2740_R1_001",0.837751761977927,"125k"
"2593","MDA231.9x.cell2747_S2747_R1_001",0.82739156030018,"125k"
"2594","MDA231.9x.cell275_S275_R1_001",0.840253136349426,"125k"
"2595","MDA231.9x.cell2750_S2750_R1_001",0.929534212803795,"125k"
"2596","MDA231.9x.cell2751_S2751_R1_001",0.897062771565618,"125k"
"2597","MDA231.9x.cell2754_S2754_R1_001",0.863680802825968,"125k"
"2598","MDA231.9x.cell2756_S2756_R1_001",0.902910100094572,"125k"
"2599","MDA231.9x.cell2757_S2757_R1_001",0.906995997888448,"125k"
"2600","MDA231.9x.cell2758_S2758_R1_001",0.894721201710581,"125k"
"2601","MDA231.9x.cell2761_S2761_R1_001",0.85128920838235,"125k"
"2602","MDA231.9x.cell2777_S2777_R1_001",0.881749178324395,"125k"
"2603","MDA231.9x.cell2778_S2778_R1_001",0.904911186473051,"125k"
"2604","MDA231.9x.cell2783_S2783_R1_001",0.916240781196918,"125k"
"2605","MDA231.9x.cell2794_S2794_R1_001",0.885106617058546,"125k"
"2606","MDA231.9x.cell2805_S2805_R1_001",0.9082987673641,"125k"
"2607","MDA231.9x.cell2818_S2818_R1_001",0.843424680391457,"125k"
"2608","MDA231.9x.cell2828_S2828_R1_001",0.890692625915318,"125k"
"2609","MDA231.9x.cell2847_S2847_R1_001",0.9096168136749,"125k"
"2610","MDA231.9x.cell2848_S2848_R1_001",0.897354150866519,"125k"
"2611","MDA231.9x.cell2850_S2850_R1_001",0.89763625111178,"125k"
"2612","MDA231.9x.cell2860_S2860_R1_001",0.89589189993267,"125k"
"2613","MDA231.9x.cell2862_S2862_R1_001",0.870418331170599,"125k"
"2614","MDA231.9x.cell2874_S2874_R1_001",0.877809001020132,"125k"
"2615","MDA231.9x.cell2895_S2895_R1_001",0.862364647695189,"125k"
"2616","MDA231.9x.cell2897_S2897_R1_001",0.893007805461133,"125k"
"2617","MDA231.9x.cell2915_S2915_R1_001",0.909821019468604,"125k"
"2618","MDA231.9x.cell2921_S2921_R1_001",0.833432796773936,"125k"
"2619","MDA231.9x.cell2923_S2923_R1_001",0.854181167973718,"125k"
"2620","MDA231.9x.cell2928_S2928_R1_001",0.894695656281032,"125k"
"2621","MDA231.9x.cell2933_S2933_R1_001",0.896278244290278,"125k"
"2622","MDA231.9x.cell294_S294_R1_001",0.825783443687901,"125k"
"2623","MDA231.9x.cell2947_S2947_R1_001",0.928507697953242,"125k"
"2624","MDA231.9x.cell2951_S2951_R1_001",0.918859997241343,"125k"
"2625","MDA231.9x.cell2956_S2956_R1_001",0.86866739648676,"125k"
"2626","MDA231.9x.cell2957_S2957_R1_001",0.863055930683906,"125k"
"2627","MDA231.9x.cell2958_S2958_R1_001",0.896329240907869,"125k"
"2628","MDA231.9x.cell2959_S2959_R1_001",0.879236756343888,"125k"
"2629","MDA231.9x.cell2965_S2965_R1_001",0.850420540519742,"125k"
"2630","MDA231.9x.cell2976_S2976_R1_001",0.878928860622103,"125k"
"2631","MDA231.9x.cell2977_S2977_R1_001",0.864598208558135,"125k"
"2632","MDA231.9x.cell2987_S2987_R1_001",0.886651326675506,"125k"
"2633","MDA231.9x.cell2988_S2988_R1_001",0.834711591545338,"125k"
"2634","MDA231.9x.cell3_S3_R1_001",0.929126323496846,"125k"
"2635","MDA231.9x.cell300_S300_R1_001",0.886910822305216,"125k"
"2636","MDA231.9x.cell3013_S3013_R1_001",0.8478762963157,"125k"
"2637","MDA231.9x.cell3019_S3019_R1_001",0.900481306367508,"125k"
"2638","MDA231.9x.cell302_S302_R1_001",0.867216218497438,"125k"
"2639","MDA231.9x.cell3025_S3025_R1_001",0.907305278051204,"125k"
"2640","MDA231.9x.cell3027_S3027_R1_001",0.907007748373234,"125k"
"2641","MDA231.9x.cell3029_S3029_R1_001",0.840519919491727,"125k"
"2642","MDA231.9x.cell3036_S3036_R1_001",0.893030115396882,"125k"
"2643","MDA231.9x.cell3041_S3041_R1_001",0.930763619255591,"125k"
"2644","MDA231.9x.cell3045_S3045_R1_001",0.891747754834249,"125k"
"2645","MDA231.9x.cell3057_S3057_R1_001",0.903361463352631,"125k"
"2646","MDA231.9x.cell306_S306_R1_001",0.864238341692399,"125k"
"2647","MDA231.9x.cell3064_S3064_R1_001",0.860185314402804,"125k"
"2648","MDA231.9x.cell3066_S3066_R1_001",0.841254637409775,"125k"
"2649","MDA231.9x.cell309_S309_R1_001",0.892951304793223,"125k"
"2650","MDA231.9x.cell3095_S3095_R1_001",0.817443192852624,"125k"
"2651","MDA231.9x.cell3101_S3101_R1_001",0.8394281537896,"125k"
"2652","MDA231.9x.cell3104_S3104_R1_001",0.854858561080905,"125k"
"2653","MDA231.9x.cell3105_S3105_R1_001",0.859182469358975,"125k"
"2654","MDA231.9x.cell3110_S3110_R1_001",0.896959998099521,"125k"
"2655","MDA231.9x.cell3117_S3117_R1_001",0.893071861858715,"125k"
"2656","MDA231.9x.cell315_S315_R1_001",0.858251886280991,"125k"
"2657","MDA231.9x.cell3150_S3150_R1_001",0.909709422439974,"125k"
"2658","MDA231.9x.cell3151_S3151_R1_001",0.905980190098662,"125k"
"2659","MDA231.9x.cell3152_S3152_R1_001",0.869902741354083,"125k"
"2660","MDA231.9x.cell3177_S3177_R1_001",0.85305677004615,"125k"
"2661","MDA231.9x.cell3178_S3178_R1_001",0.896912264998828,"125k"
"2662","MDA231.9x.cell3188_S3188_R1_001",0.887738112115226,"125k"
"2663","MDA231.9x.cell3189_S3189_R1_001",0.878440361372289,"125k"
"2664","MDA231.9x.cell3190_S3190_R1_001",0.882251177831843,"125k"
"2665","MDA231.9x.cell3191_S3191_R1_001",0.890862680879162,"125k"
"2666","MDA231.9x.cell3198_S3198_R1_001",0.906819463003233,"125k"
"2667","MDA231.9x.cell3206_S3206_R1_001",0.872340763127314,"125k"
"2668","MDA231.9x.cell3209_S3209_R1_001",0.908088642357619,"125k"
"2669","MDA231.9x.cell3216_S3216_R1_001",0.937982835171382,"125k"
"2670","MDA231.9x.cell3235_S3235_R1_001",0.860398466812597,"125k"
"2671","MDA231.9x.cell3244_S3244_R1_001",0.877390646657823,"125k"
"2672","MDA231.9x.cell3255_S3255_R1_001",0.921800217730655,"125k"
"2673","MDA231.9x.cell3256_S3256_R1_001",0.897592261200346,"125k"
"2674","MDA231.9x.cell3258_S3258_R1_001",0.862534191065797,"125k"
"2675","MDA231.9x.cell3265_S3265_R1_001",0.864803927327354,"125k"
"2676","MDA231.9x.cell3267_S3267_R1_001",0.834025712210111,"125k"
"2677","MDA231.9x.cell3275_S3275_R1_001",0.834268057367099,"125k"
"2678","MDA231.9x.cell3279_S3279_R1_001",0.826398579340874,"125k"
"2679","MDA231.9x.cell3281_S3281_R1_001",0.892870936884628,"125k"
"2680","MDA231.9x.cell3317_S3317_R1_001",0.882553148385713,"125k"
"2681","MDA231.9x.cell3324_S3324_R1_001",0.872039016384921,"125k"
"2682","MDA231.9x.cell3335_S3335_R1_001",0.877683057766531,"125k"
