"","cell","correlation","n_reads"
"1995","MDA231.9x.cell275_S275_R1_001",0.938539259442544,"250k"
"1996","MDA231.9x.cell2750_S2750_R1_001",0.914003888971,"250k"
"1997","MDA231.9x.cell2751_S2751_R1_001",0.973493961075927,"250k"
"1998","MDA231.9x.cell2754_S2754_R1_001",0.917012513586278,"250k"
"1999","MDA231.9x.cell2756_S2756_R1_001",0.926240403852743,"250k"
"2000","MDA231.9x.cell2757_S2757_R1_001",0.96661802080353,"250k"
"2001","MDA231.9x.cell2758_S2758_R1_001",0.986333475544931,"250k"
"2002","MDA231.9x.cell2761_S2761_R1_001",0.847386177885073,"250k"
"2003","MDA231.9x.cell2777_S2777_R1_001",0.911670858694103,"250k"
"2004","MDA231.9x.cell2778_S2778_R1_001",0.972711066900149,"250k"
"2005","MDA231.9x.cell2783_S2783_R1_001",0.896099343692184,"250k"
"2006","MDA231.9x.cell2794_S2794_R1_001",0.901465184918108,"250k"
"2007","MDA231.9x.cell2805_S2805_R1_001",0.959518768320261,"250k"
"2008","MDA231.9x.cell2818_S2818_R1_001",0.872229738421869,"250k"
"2009","MDA231.9x.cell2828_S2828_R1_001",0.955085719921333,"250k"
"2010","MDA231.9x.cell2847_S2847_R1_001",0.983693081151677,"250k"
"2011","MDA231.9x.cell2848_S2848_R1_001",0.959048572543802,"250k"
"2012","MDA231.9x.cell2850_S2850_R1_001",0.975078943104709,"250k"
"2013","MDA231.9x.cell2860_S2860_R1_001",0.95547131435379,"250k"
"2014","MDA231.9x.cell2862_S2862_R1_001",0.896585003821515,"250k"
"2015","MDA231.9x.cell2874_S2874_R1_001",0.958007529849454,"250k"
"2016","MDA231.9x.cell2895_S2895_R1_001",0.907947501927696,"250k"
"2017","MDA231.9x.cell2897_S2897_R1_001",0.922472014250665,"250k"
"2018","MDA231.9x.cell2915_S2915_R1_001",0.91106712000432,"250k"
"2019","MDA231.9x.cell2921_S2921_R1_001",0.872716291424093,"250k"
"2020","MDA231.9x.cell2923_S2923_R1_001",0.980995920829377,"250k"
"2021","MDA231.9x.cell2928_S2928_R1_001",0.963264169181681,"250k"
"2022","MDA231.9x.cell2933_S2933_R1_001",0.952993982058396,"250k"
"2023","MDA231.9x.cell294_S294_R1_001",0.907413742091507,"250k"
"2024","MDA231.9x.cell2947_S2947_R1_001",0.943942496970877,"250k"
"2025","MDA231.9x.cell2951_S2951_R1_001",0.92800554850166,"250k"
"2026","MDA231.9x.cell2956_S2956_R1_001",0.956390998010707,"250k"
"2027","MDA231.9x.cell2957_S2957_R1_001",0.909334600068656,"250k"
"2028","MDA231.9x.cell2958_S2958_R1_001",0.924602771091409,"250k"
"2029","MDA231.9x.cell2959_S2959_R1_001",0.929497185327591,"250k"
"2030","MDA231.9x.cell2965_S2965_R1_001",0.882198711910159,"250k"
"2031","MDA231.9x.cell2976_S2976_R1_001",0.963110975153095,"250k"
"2032","MDA231.9x.cell2977_S2977_R1_001",0.888667989070718,"250k"
"2033","MDA231.9x.cell2987_S2987_R1_001",0.952345663508729,"250k"
"2034","MDA231.9x.cell2988_S2988_R1_001",0.932178447728051,"250k"
"2035","MDA231.9x.cell3_S3_R1_001",0.902513144025876,"250k"
"2036","MDA231.9x.cell300_S300_R1_001",0.947534021039471,"250k"
"2037","MDA231.9x.cell3013_S3013_R1_001",0.883213976870339,"250k"
"2038","MDA231.9x.cell3019_S3019_R1_001",0.934531932617635,"250k"
"2039","MDA231.9x.cell302_S302_R1_001",0.946267148210085,"250k"
"2040","MDA231.9x.cell3025_S3025_R1_001",0.955653649671018,"250k"
"2041","MDA231.9x.cell3027_S3027_R1_001",0.929555249115284,"250k"
"2042","MDA231.9x.cell3029_S3029_R1_001",0.870744422199603,"250k"
"2043","MDA231.9x.cell3036_S3036_R1_001",0.955545767335121,"250k"
"2044","MDA231.9x.cell3041_S3041_R1_001",0.935870356102467,"250k"
"2045","MDA231.9x.cell3045_S3045_R1_001",0.975000403874515,"250k"
"2046","MDA231.9x.cell3057_S3057_R1_001",0.945843530869786,"250k"
"2047","MDA231.9x.cell306_S306_R1_001",0.898637339182654,"250k"
"2048","MDA231.9x.cell3064_S3064_R1_001",0.86311247017052,"250k"
"2049","MDA231.9x.cell3066_S3066_R1_001",0.86085680095813,"250k"
"2050","MDA231.9x.cell309_S309_R1_001",0.959161767512845,"250k"
"2051","MDA231.9x.cell3095_S3095_R1_001",0.870822126809411,"250k"
"2052","MDA231.9x.cell3101_S3101_R1_001",0.848537845938162,"250k"
"2053","MDA231.9x.cell3104_S3104_R1_001",0.87145741476434,"250k"
"2054","MDA231.9x.cell3105_S3105_R1_001",0.882858983601762,"250k"
"2055","MDA231.9x.cell3110_S3110_R1_001",0.912332207921974,"250k"
"2056","MDA231.9x.cell3117_S3117_R1_001",0.985096243917902,"250k"
"2057","MDA231.9x.cell315_S315_R1_001",0.91921373570401,"250k"
"2058","MDA231.9x.cell3150_S3150_R1_001",0.92585206429215,"250k"
"2059","MDA231.9x.cell3151_S3151_R1_001",0.949491106562151,"250k"
"2060","MDA231.9x.cell3152_S3152_R1_001",0.894298775945336,"250k"
"2061","MDA231.9x.cell3177_S3177_R1_001",0.910713974818397,"250k"
"2062","MDA231.9x.cell3178_S3178_R1_001",0.939922121957074,"250k"
"2063","MDA231.9x.cell3188_S3188_R1_001",0.929735912450178,"250k"
"2064","MDA231.9x.cell3189_S3189_R1_001",0.850688545640681,"250k"
"2065","MDA231.9x.cell3190_S3190_R1_001",0.950546936871108,"250k"
"2066","MDA231.9x.cell3191_S3191_R1_001",0.950003275980863,"250k"
"2067","MDA231.9x.cell3198_S3198_R1_001",0.952591300176741,"250k"
"2068","MDA231.9x.cell3206_S3206_R1_001",0.859104593897442,"250k"
"2069","MDA231.9x.cell3209_S3209_R1_001",0.960577884636485,"250k"
"2070","MDA231.9x.cell3216_S3216_R1_001",0.972868520018053,"250k"
"2071","MDA231.9x.cell3235_S3235_R1_001",0.945117551544048,"250k"
"2072","MDA231.9x.cell3244_S3244_R1_001",0.908972214916577,"250k"
"2073","MDA231.9x.cell3255_S3255_R1_001",0.924841686642792,"250k"
"2074","MDA231.9x.cell3256_S3256_R1_001",0.982913588105576,"250k"
"2075","MDA231.9x.cell3258_S3258_R1_001",0.917625982245491,"250k"
"2076","MDA231.9x.cell3265_S3265_R1_001",0.890057555811059,"250k"
"2077","MDA231.9x.cell3267_S3267_R1_001",0.924668401755447,"250k"
"2078","MDA231.9x.cell3275_S3275_R1_001",0.924693948791463,"250k"
"2079","MDA231.9x.cell3279_S3279_R1_001",0.839027662830497,"250k"
"2080","MDA231.9x.cell3281_S3281_R1_001",0.961192112565154,"250k"
"2081","MDA231.9x.cell3317_S3317_R1_001",0.897157758452411,"250k"
"2082","MDA231.9x.cell3324_S3324_R1_001",0.935758198316826,"250k"
"2083","MDA231.9x.cell3335_S3335_R1_001",0.934773591891166,"250k"
"2084","MDA231.9x.cell3342_S3342_R1_001",0.92035430024702,"250k"
"2085","MDA231.9x.cell3349_S3349_R1_001",0.955409261621135,"250k"
"2086","MDA231.9x.cell3350_S3350_R1_001",0.908501124099906,"250k"
"2087","MDA231.9x.cell3354_S3354_R1_001",0.949496715955885,"250k"
"2088","MDA231.9x.cell3358_S3358_R1_001",0.928223758603428,"250k"
"2089","MDA231.9x.cell3365_S3365_R1_001",0.912189269805557,"250k"
"2090","MDA231.9x.cell337_S337_R1_001",0.877406690296035,"250k"
"2091","MDA231.9x.cell3379_S3379_R1_001",0.923777306632125,"250k"
"2092","MDA231.9x.cell3387_S3387_R1_001",0.935507374705922,"250k"
"2093","MDA231.9x.cell3395_S3395_R1_001",0.983095725563713,"250k"
"2094","MDA231.9x.cell3401_S3401_R1_001",0.878550806604508,"250k"
"2095","MDA231.9x.cell3404_S3404_R1_001",0.872053847106786,"250k"
"2096","MDA231.9x.cell3406_S3406_R1_001",0.965034310318735,"250k"
"2097","MDA231.9x.cell3419_S3419_R1_001",0.983430527966077,"250k"
"2098","MDA231.9x.cell3422_S3422_R1_001",0.839155944651417,"250k"
"2099","MDA231.9x.cell3427_S3427_R1_001",0.976037995954504,"250k"
"2100","MDA231.9x.cell3428_S3428_R1_001",0.974644875490031,"250k"
"2101","MDA231.9x.cell3429_S3429_R1_001",0.879394902668749,"250k"
"2102","MDA231.9x.cell3436_S3436_R1_001",0.833456527707362,"250k"
"2103","MDA231.9x.cell3441_S3441_R1_001",0.896244718940345,"250k"
"2104","MDA231.9x.cell3443_S3443_R1_001",0.917474377837661,"250k"
"2105","MDA231.9x.cell3459_S3459_R1_001",0.978308701014721,"250k"
"2106","MDA231.9x.cell3467_S3467_R1_001",0.96180140249984,"250k"
"2107","MDA231.9x.cell3472_S3472_R1_001",0.869548592082416,"250k"
"2108","MDA231.9x.cell3478_S3478_R1_001",0.870804411203195,"250k"
"2109","MDA231.9x.cell3485_S3485_R1_001",0.934851628038126,"250k"
"2110","MDA231.9x.cell3494_S3494_R1_001",0.968385811451761,"250k"
"2111","MDA231.9x.cell3504_S3504_R1_001",0.978417508644036,"250k"
"2112","MDA231.9x.cell3505_S3505_R1_001",0.944382747656264,"250k"
"2113","MDA231.9x.cell3508_S3508_R1_001",0.895907066974017,"250k"
"2114","MDA231.9x.cell3509_S3509_R1_001",0.966144456260925,"250k"
"2115","MDA231.9x.cell3510_S3510_R1_001",0.881291520107657,"250k"
"2116","MDA231.9x.cell3543_S3543_R1_001",0.926675906330073,"250k"
"2117","MDA231.9x.cell3549_S3549_R1_001",0.977146064606498,"250k"
"2118","MDA231.9x.cell3550_S3550_R1_001",0.9709718733512,"250k"
"2119","MDA231.9x.cell3553_S3553_R1_001",0.926409600351155,"250k"
"2120","MDA231.9x.cell3554_S3554_R1_001",0.91182044222447,"250k"
"2121","MDA231.9x.cell3555_S3555_R1_001",0.978539502767483,"250k"
"2122","MDA231.9x.cell3558_S3558_R1_001",0.948692140428114,"250k"
"2123","MDA231.9x.cell3564_S3564_R1_001",0.957010839938355,"250k"
"2124","MDA231.9x.cell3573_S3573_R1_001",0.985776792676505,"250k"
"2125","MDA231.9x.cell3574_S3574_R1_001",0.918057630715532,"250k"
"2126","MDA231.9x.cell3579_S3579_R1_001",0.948325555443836,"250k"
"2127","MDA231.9x.cell3584_S3584_R1_001",0.886746092167655,"250k"
"2128","MDA231.9x.cell3586_S3586_R1_001",0.976280449830326,"250k"
"2129","MDA231.9x.cell3601_S3601_R1_001",0.91836272760807,"250k"
"2130","MDA231.9x.cell3606_S3606_R1_001",0.937303070922351,"250k"
"2131","MDA231.9x.cell361_S361_R1_001",0.885292557254525,"250k"
"2132","MDA231.9x.cell3621_S3621_R1_001",0.908991580342399,"250k"
"2133","MDA231.9x.cell3624_S3624_R1_001",0.96489780893989,"250k"
"2134","MDA231.9x.cell3626_S3626_R1_001",0.891814517843985,"250k"
"2135","MDA231.9x.cell3627_S3627_R1_001",0.909118598526508,"250k"
"2136","MDA231.9x.cell3628_S3628_R1_001",0.892491948566388,"250k"
"2137","MDA231.9x.cell3635_S3635_R1_001",0.962985921990015,"250k"
"2138","MDA231.9x.cell3637_S3637_R1_001",0.909358235941229,"250k"
"2139","MDA231.9x.cell3638_S3638_R1_001",0.910853848356923,"250k"
"2140","MDA231.9x.cell3640_S3640_R1_001",0.944455232115277,"250k"
"2141","MDA231.9x.cell3642_S3642_R1_001",0.940806021787612,"250k"
"2142","MDA231.9x.cell3645_S3645_R1_001",0.922936605624387,"250k"
"2143","MDA231.9x.cell3646_S3646_R1_001",0.919456017714483,"250k"
"2144","MDA231.9x.cell3647_S3647_R1_001",0.955512404363912,"250k"
"2145","MDA231.9x.cell3649_S3649_R1_001",0.9678306278076,"250k"
"2146","MDA231.9x.cell365_S365_R1_001",0.905014817014469,"250k"
"2147","MDA231.9x.cell3652_S3652_R1_001",0.944553198059527,"250k"
"2148","MDA231.9x.cell3659_S3659_R1_001",0.888788325131523,"250k"
"2149","MDA231.9x.cell3675_S3675_R1_001",0.921492621177643,"250k"
"2150","MDA231.9x.cell3682_S3682_R1_001",0.924159268596682,"250k"
"2151","MDA231.9x.cell3686_S3686_R1_001",0.941301557400254,"250k"
"2152","MDA231.9x.cell3691_S3691_R1_001",0.982592396676826,"250k"
"2153","MDA231.9x.cell3696_S3696_R1_001",0.950684162026068,"250k"
"2154","MDA231.9x.cell3702_S3702_R1_001",0.977528568039654,"250k"
"2155","MDA231.9x.cell3706_S3706_R1_001",0.956116590513914,"250k"
"2156","MDA231.9x.cell3707_S3707_R1_001",0.875072692609764,"250k"
"2157","MDA231.9x.cell371_S371_R1_001",0.878698002916726,"250k"
"2158","MDA231.9x.cell3713_S3713_R1_001",0.94174580882844,"250k"
"2159","MDA231.9x.cell3717_S3717_R1_001",0.973093234208997,"250k"
"2160","MDA231.9x.cell3721_S3721_R1_001",0.948925279849322,"250k"
"2161","MDA231.9x.cell3738_S3738_R1_001",0.942153209283174,"250k"
"2162","MDA231.9x.cell3744_S3744_R1_001",0.966927485755195,"250k"
"2163","MDA231.9x.cell3757_S3757_R1_001",0.946422363673768,"250k"
"2164","MDA231.9x.cell3769_S3769_R1_001",0.888509533608117,"250k"
"2165","MDA231.9x.cell3779_S3779_R1_001",0.908864051913765,"250k"
"2166","MDA231.9x.cell3783_S3783_R1_001",0.956422902733284,"250k"
"2167","MDA231.9x.cell3788_S3788_R1_001",0.910944713896152,"250k"
"2168","MDA231.9x.cell3791_S3791_R1_001",0.978080309005484,"250k"
"2169","MDA231.9x.cell3810_S3810_R1_001",0.925916879776838,"250k"
"2170","MDA231.9x.cell3820_S3820_R1_001",0.924293062597733,"250k"
"2171","MDA231.9x.cell3827_S3827_R1_001",0.971057694957746,"250k"
"2172","MDA231.9x.cell3839_S3839_R1_001",0.914704274832576,"250k"
"2173","MDA231.9x.cell3847_S3847_R1_001",0.897011573553817,"250k"
"2174","MDA231.9x.cell3856_S3856_R1_001",0.849823185625308,"250k"
"2175","MDA231.9x.cell3881_S3881_R1_001",0.955033209346658,"250k"
"2176","MDA231.9x.cell3892_S3892_R1_001",0.935541622541899,"250k"
"2177","MDA231.9x.cell3894_S3894_R1_001",0.95346022296639,"250k"
"2178","MDA231.9x.cell3897_S3897_R1_001",0.946535717687121,"250k"
"2179","MDA231.9x.cell3903_S3903_R1_001",0.958679867358013,"250k"
"2180","MDA231.9x.cell3904_S3904_R1_001",0.88892600075459,"250k"
"2181","MDA231.9x.cell3909_S3909_R1_001",0.988615553831939,"250k"
"2182","MDA231.9x.cell391_S391_R1_001",0.960968004618951,"250k"
"2183","MDA231.9x.cell3915_S3915_R1_001",0.981788281614373,"250k"
"2184","MDA231.9x.cell3918_S3918_R1_001",0.885669680017386,"250k"
"2185","MDA231.9x.cell3931_S3931_R1_001",0.972843350952261,"250k"
"2186","MDA231.9x.cell3932_S3932_R1_001",0.979771171360519,"250k"
"2187","MDA231.9x.cell3934_S3934_R1_001",0.873703507517034,"250k"
"2188","MDA231.9x.cell3944_S3944_R1_001",0.821656223883551,"250k"
"2189","MDA231.9x.cell3957_S3957_R1_001",0.89247206321469,"250k"
"2190","MDA231.9x.cell3977_S3977_R1_001",0.92502194890058,"250k"
"2191","MDA231.9x.cell3987_S3987_R1_001",0.94129393201344,"250k"
"2192","MDA231.9x.cell3988_S3988_R1_001",0.886364535009436,"250k"
"2193","MDA231.9x.cell3994_S3994_R1_001",0.948428294022713,"250k"
"2194","MDA231.9x.cell3995_S3995_R1_001",0.878054317051006,"250k"
"2195","MDA231.9x.cell3996_S3996_R1_001",0.959234703105138,"250k"
"2196","MDA231.9x.cell4000_S4000_R1_001",0.966819517130585,"250k"
"2197","MDA231.9x.cell4017_S4017_R1_001",0.866244547561466,"250k"
"2198","MDA231.9x.cell4018_S4018_R1_001",0.937804796661847,"250k"
"2199","MDA231.9x.cell4019_S4019_R1_001",0.974678400229282,"250k"
"2200","MDA231.9x.cell4047_S4047_R1_001",0.896446175659635,"250k"
"2201","MDA231.9x.cell4059_S4059_R1_001",0.974650855976899,"250k"
"2202","MDA231.9x.cell4063_S4063_R1_001",0.951611182036867,"250k"
"2203","MDA231.9x.cell4068_S4068_R1_001",0.956720556669749,"250k"
"2204","MDA231.9x.cell4069_S4069_R1_001",0.893724377519401,"250k"
"2205","MDA231.9x.cell4070_S4070_R1_001",0.950314966232821,"250k"
"2206","MDA231.9x.cell4076_S4076_R1_001",0.928017177375156,"250k"
"2207","MDA231.9x.cell4086_S4086_R1_001",0.897064784790422,"250k"
"2208","MDA231.9x.cell4098_S4098_R1_001",0.940075772534909,"250k"
"2209","MDA231.9x.cell4109_S4109_R1_001",0.916635787020987,"250k"
"2210","MDA231.9x.cell4123_S4123_R1_001",0.937955687816211,"250k"
"2211","MDA231.9x.cell4134_S4134_R1_001",0.934952715089426,"250k"
"2212","MDA231.9x.cell4135_S4135_R1_001",0.881920904875731,"250k"
"2213","MDA231.9x.cell4140_S4140_R1_001",0.866961317526705,"250k"
"2214","MDA231.9x.cell4144_S4144_R1_001",0.889308695793978,"250k"
"2215","MDA231.9x.cell415_S415_R1_001",0.931539929606933,"250k"
"2216","MDA231.9x.cell4177_S4177_R1_001",0.920773331335714,"250k"
"2217","MDA231.9x.cell4183_S4183_R1_001",0.935024940386284,"250k"
"2218","MDA231.9x.cell4200_S4200_R1_001",0.981016187289652,"250k"
"2219","MDA231.9x.cell4201_S4201_R1_001",0.934831376405077,"250k"
"2220","MDA231.9x.cell4203_S4203_R1_001",0.953032996478324,"250k"
"2221","MDA231.9x.cell4207_S4207_R1_001",0.985633431864848,"250k"
"2222","MDA231.9x.cell4213_S4213_R1_001",0.897375958316922,"250k"
"2223","MDA231.9x.cell4218_S4218_R1_001",0.944437415671865,"250k"
"2224","MDA231.9x.cell4220_S4220_R1_001",0.906029803108058,"250k"
"2225","MDA231.9x.cell4227_S4227_R1_001",0.885327063655228,"250k"
"2226","MDA231.9x.cell4237_S4237_R1_001",0.946109064572427,"250k"
"2227","MDA231.9x.cell4243_S4243_R1_001",0.959882612391547,"250k"
"2228","MDA231.9x.cell4244_S4244_R1_001",0.96546712219294,"250k"
"2229","MDA231.9x.cell4248_S4248_R1_001",0.956281993732618,"250k"
"2230","MDA231.9x.cell4279_S4279_R1_001",0.949229000694459,"250k"
"2231","MDA231.9x.cell4280_S4280_R1_001",0.897686796317477,"250k"
"2232","MDA231.9x.cell4281_S4281_R1_001",0.971425871329589,"250k"
"2233","MDA231.9x.cell4291_S4291_R1_001",0.835953035268317,"250k"
"2234","MDA231.9x.cell4317_S4317_R1_001",0.931404503130378,"250k"
"2235","MDA231.9x.cell432_S432_R1_001",0.878356391375133,"250k"
"2236","MDA231.9x.cell4333_S4333_R1_001",0.887710204258432,"250k"
"2237","MDA231.9x.cell4337_S4337_R1_001",0.876681150070582,"250k"
"2238","MDA231.9x.cell4340_S4340_R1_001",0.927303033793525,"250k"
"2239","MDA231.9x.cell4341_S4341_R1_001",0.918043693971325,"250k"
"2240","MDA231.9x.cell4346_S4346_R1_001",0.893890367101931,"250k"
"2241","MDA231.9x.cell4348_S4348_R1_001",0.886287674697046,"250k"
"2242","MDA231.9x.cell435_S435_R1_001",0.911379604900436,"250k"
"2243","MDA231.9x.cell4355_S4355_R1_001",0.901330406565835,"250k"
"2244","MDA231.9x.cell4360_S4360_R1_001",0.926850211608941,"250k"
"2245","MDA231.9x.cell4367_S4367_R1_001",0.888607426631377,"250k"
"2246","MDA231.9x.cell437_S437_R1_001",0.96153001962283,"250k"
"2247","MDA231.9x.cell4376_S4376_R1_001",0.890710441052252,"250k"
"2248","MDA231.9x.cell4380_S4380_R1_001",0.924669218652904,"250k"
"2249","MDA231.9x.cell4398_S4398_R1_001",0.936922700744214,"250k"
"2250","MDA231.9x.cell4430_S4430_R1_001",0.953871779478827,"250k"
"2251","MDA231.9x.cell4433_S4433_R1_001",0.938935521670811,"250k"
"2252","MDA231.9x.cell444_S444_R1_001",0.952519345412454,"250k"
"2253","MDA231.9x.cell4443_S4443_R1_001",0.946586495547674,"250k"
"2254","MDA231.9x.cell445_S445_R1_001",0.894096186551179,"250k"
"2255","MDA231.9x.cell4459_S4459_R1_001",0.8935961758086,"250k"
"2256","MDA231.9x.cell447_S447_R1_001",0.90567950700196,"250k"
"2257","MDA231.9x.cell4470_S4470_R1_001",0.910045402195874,"250k"
"2258","MDA231.9x.cell4471_S4471_R1_001",0.926069044045144,"250k"
"2259","MDA231.9x.cell4480_S4480_R1_001",0.897597691737903,"250k"
"2260","MDA231.9x.cell4492_S4492_R1_001",0.969449839332753,"250k"
"2261","MDA231.9x.cell4494_S4494_R1_001",0.900538084128798,"250k"
"2262","MDA231.9x.cell4501_S4501_R1_001",0.955873412528067,"250k"
"2263","MDA231.9x.cell4509_S4509_R1_001",0.89850595211093,"250k"
"2264","MDA231.9x.cell4512_S4512_R1_001",0.93464061184281,"250k"
"2265","MDA231.9x.cell4513_S4513_R1_001",0.939473353418964,"250k"
"2266","MDA231.9x.cell4522_S4522_R1_001",0.91228244913103,"250k"
"2267","MDA231.9x.cell4530_S4530_R1_001",0.958124069550252,"250k"
"2268","MDA231.9x.cell4552_S4552_R1_001",0.916350864308699,"250k"
"2269","MDA231.9x.cell4556_S4556_R1_001",0.947626967676207,"250k"
"2270","MDA231.9x.cell4561_S4561_R1_001",0.935668390369124,"250k"
"2271","MDA231.9x.cell4566_S4566_R1_001",0.883199373622654,"250k"
"2272","MDA231.9x.cell4577_S4577_R1_001",0.980034483827204,"250k"
"2273","MDA231.9x.cell4580_S4580_R1_001",0.940914960511805,"250k"
"2274","MDA231.9x.cell4584_S4584_R1_001",0.938765129487906,"250k"
"2275","MDA231.9x.cell4590_S4590_R1_001",0.964951877768443,"250k"
"2276","MDA231.9x.cell4604_S4604_R1_001",0.844092230560006,"250k"
"2277","MDA231.9x.cell4652_S4652_R1_001",0.980531178252942,"250k"
"2278","MDA231.9x.cell4654_S4654_R1_001",0.87521364295282,"250k"
"2279","MDA231.9x.cell4667_S4667_R1_001",0.947533684229213,"250k"
"2280","MDA231.9x.cell4668_S4668_R1_001",0.859186819735891,"250k"
"2281","MDA231.9x.cell467_S467_R1_001",0.909503491572947,"250k"
"2282","MDA231.9x.cell4671_S4671_R1_001",0.956578691077692,"250k"
"2283","MDA231.9x.cell4674_S4674_R1_001",0.943806104149861,"250k"
"2284","MDA231.9x.cell4676_S4676_R1_001",0.959017577209705,"250k"
"2285","MDA231.9x.cell4680_S4680_R1_001",0.974776978848488,"250k"
"2286","MDA231.9x.cell4709_S4709_R1_001",0.910374078149998,"250k"
"2287","MDA231.9x.cell4720_S4720_R1_001",0.943176149559481,"250k"
"2288","MDA231.9x.cell4726_S4726_R1_001",0.897500556603374,"250k"
"2289","MDA231.9x.cell4731_S4731_R1_001",0.915073425539486,"250k"
"2290","MDA231.9x.cell4733_S4733_R1_001",0.976294000754857,"250k"
"2291","MDA231.9x.cell4766_S4766_R1_001",0.879088069958332,"250k"
"2292","MDA231.9x.cell4774_S4774_R1_001",0.880420534025128,"250k"
"2293","MDA231.9x.cell4778_S4778_R1_001",0.895834550757971,"250k"
"2294","MDA231.9x.cell4788_S4788_R1_001",0.891341502030163,"250k"
"2295","MDA231.9x.cell4796_S4796_R1_001",0.941752667598684,"250k"
"2296","MDA231.9x.cell4806_S4806_R1_001",0.9185434214004,"250k"
"2297","MDA231.9x.cell4809_S4809_R1_001",0.924272957467393,"250k"
"2298","MDA231.9x.cell4819_S4819_R1_001",0.958182693454985,"250k"
"2299","MDA231.9x.cell483_S483_R1_001",0.967209594241816,"250k"
"2300","MDA231.9x.cell4863_S4863_R1_001",0.952493971911229,"250k"
"2301","MDA231.9x.cell4870_S4870_R1_001",0.894942455871754,"250k"
"2302","MDA231.9x.cell4955_S4955_R1_001",0.910143187006373,"250k"
"2303","MDA231.9x.cell4979_S4979_R1_001",0.950825443872837,"250k"
"2304","MDA231.9x.cell4994_S4994_R1_001",0.910459884209063,"250k"
"2305","MDA231.9x.cell5008_S5008_R1_001",0.942243837043404,"250k"
"2306","MDA231.9x.cell5013_S5013_R1_001",0.861728502603442,"250k"
"2307","MDA231.9x.cell5014_S5014_R1_001",0.928985470326158,"250k"
"2308","MDA231.9x.cell5024_S5024_R1_001",0.957340508402916,"250k"
"2309","MDA231.9x.cell5035_S5035_R1_001",0.917446421356649,"250k"
"2310","MDA231.9x.cell5073_S5073_R1_001",0.983177985453417,"250k"
"2311","MDA231.9x.cell5089_S5089_R1_001",0.928096685758308,"250k"
"2312","MDA231.9x.cell5100_S5100_R1_001",0.926580710258034,"250k"
"2313","MDA231.9x.cell5115_S5115_R1_001",0.929314494635099,"250k"
"2314","MDA231.9x.cell5135_S5135_R1_001",0.908524399938006,"250k"
"2315","MDA231.9x.cell514_S514_R1_001",0.980269810412895,"250k"
"2316","MDA231.9x.cell5150_S5150_R1_001",0.940112003496716,"250k"
"2317","MDA231.9x.cell5156_S5156_R1_001",0.956499955388806,"250k"
"2318","MDA231.9x.cell5170_S5170_R1_001",0.89199885204532,"250k"
"2319","MDA231.9x.cell5171_S5171_R1_001",0.866749335831157,"250k"
"2320","MDA231.9x.cell5180_S5180_R1_001",0.899869214605489,"250k"
"2321","MDA231.9x.cell524_S524_R1_001",0.883821248896172,"250k"
"2322","MDA231.9x.cell531_S531_R1_001",0.914591068646256,"250k"
"2323","MDA231.9x.cell534_S534_R1_001",0.974732715259843,"250k"
"2324","MDA231.9x.cell541_S541_R1_001",0.879827135113809,"250k"
"2325","MDA231.9x.cell545_S545_R1_001",0.925551582938567,"250k"
"2326","MDA231.9x.cell551_S551_R1_001",0.949826315499509,"250k"
"2327","MDA231.9x.cell572_S572_R1_001",0.933193552131216,"250k"
"2328","MDA231.9x.cell593_S593_R1_001",0.953862876344838,"250k"
"2329","MDA231.9x.cell597_S597_R1_001",0.955553990356277,"250k"
"2330","MDA231.9x.cell600_S600_R1_001",0.960298841108532,"250k"
"2331","MDA231.9x.cell602_S602_R1_001",0.968953947538897,"250k"
"2332","MDA231.9x.cell605_S605_R1_001",0.925853085403341,"250k"
"2333","MDA231.9x.cell619_S619_R1_001",0.943403208789058,"250k"
"2334","MDA231.9x.cell621_S621_R1_001",0.868958608948503,"250k"
"2335","MDA231.9x.cell63_S63_R1_001",0.979215472281211,"250k"
"2336","MDA231.9x.cell646_S646_R1_001",0.951711214960506,"250k"
"2337","MDA231.9x.cell649_S649_R1_001",0.908725923095036,"250k"
"2338","MDA231.9x.cell650_S650_R1_001",0.979135334098994,"250k"
"2339","MDA231.9x.cell654_S654_R1_001",0.953358271556403,"250k"
"2340","MDA231.9x.cell659_S659_R1_001",0.942915571275417,"250k"
"2341","MDA231.9x.cell661_S661_R1_001",0.897180578460501,"250k"
"2342","MDA231.9x.cell685_S685_R1_001",0.932690585152538,"250k"
"2343","MDA231.9x.cell691_S691_R1_001",0.921122170284855,"250k"
"2344","MDA231.9x.cell710_S710_R1_001",0.938370426314303,"250k"
"2345","MDA231.9x.cell713_S713_R1_001",0.905840937100171,"250k"
"2346","MDA231.9x.cell72_S72_R1_001",0.881872151864034,"250k"
"2347","MDA231.9x.cell727_S727_R1_001",0.982574685193684,"250k"
"2348","MDA231.9x.cell736_S736_R1_001",0.914585016827846,"250k"
"2349","MDA231.9x.cell744_S744_R1_001",0.937310388591647,"250k"
"2350","MDA231.9x.cell75_S75_R1_001",0.966352637646169,"250k"
"2351","MDA231.9x.cell754_S754_R1_001",0.878130771655212,"250k"
"2352","MDA231.9x.cell758_S758_R1_001",0.973791179249385,"250k"
"2353","MDA231.9x.cell760_S760_R1_001",0.97531783684756,"250k"
"2354","MDA231.9x.cell764_S764_R1_001",0.940309598600004,"250k"
"2355","MDA231.9x.cell774_S774_R1_001",0.952133365849884,"250k"
