sample	reads_total	reads_assigned_bins	percentage_duplicates	median_bin_count	filter_corr_value	ReadsKept	MedianBinCount	dups_percentage	sample_name	over_disp	tech
Arc_well_315A_formalin_r49c14_yes_B2_ManualUseCluster_S3543_R1_001	529655	431010	0.19	34	0.835	431010	34	0.186243875730428	formalin_315a	0.0151688301307084	Arc-well-formalin-315A
Arc_well_315A_formalin_r71c42_yes_D1_ManualUseMultipleCells_S5155_R1_001	313918	255044	0.19	19	0.883	255044	19	0.187545792213253	formalin_315a	0.00522185080008694	Arc-well-formalin-315A
Arc_well_315A_formalin_r32c62_yes_D1_Good_S2367_R1_001	300727	262852	0.13	19	0.889	262852	19	0.125944793783066	formalin_315a	0.0155715349547836	Arc-well-formalin-315A
Arc_well_315A_formalin_r56c63_yes_C2_Good_S4096_R1_001	506382	398238	0.21	30	1	398238	30	0.21356209343934	formalin_315a	0.00386719795587233	Arc-well-formalin-315A
Arc_well_315A_formalin_r61c9_yes_C2_Good_S4402_R1_001	271307	231749	0.15	18	1	231749	18	0.145805305428905	formalin_315a	0.00751605649099623	Arc-well-formalin-315A
Arc_well_315A_formalin_r5c38_yes_A1_Good_S399_R1_001	614863	474715	0.23	36	0.98	474715	36	0.227933702304416	formalin_315a	0.010863230365226	Arc-well-formalin-315A
Arc_well_315A_formalin_r6c0_yes_A1_Good_S433_R1_001	1019059	779090	0.24	60	0.979	779090	60	0.23548096822657	formalin_315a	0.0034263420742775	Arc-well-formalin-315A
Arc_well_315A_formalin_r54c8_yes_C1_Good_S3897_R1_001	1958192	1491517	0.24	113	0.944	1491517	113	0.238319327216126	formalin_315a	0.00472349564427455	Arc-well-formalin-315A
Arc_well_315A_formalin_r37c12_yes_A2_ManualUseMultipleCells_S2677_R1_001	257507	204760	0.2	15	0.958	204760	15	0.204837150058057	formalin_315a	0.00810902118303223	Arc-well-formalin-315A
Arc_well_315A_formalin_r33c67_yes_D2_Good_S2444_R1_001	161688	128459	0.21	9	0.855	128459	9	0.205513086932858	formalin_315a	0.0388093270210342	Arc-well-formalin-315A
Arc_well_315A_formalin_r25c0_yes_C1_Good_S1801_R1_001	800985	622188	0.22	48	1	622188	48	0.223221408640611	formalin_315a	0.00272444476607779	Arc-well-formalin-315A
Arc_well_315A_formalin_r53c21_yes_B1_Good_S3838_R1_001	1385485	1083805	0.22	83	0.995	1083805	83	0.217743245145202	formalin_315a	0.00423558357580619	Arc-well-formalin-315A
Arc_well_315A_formalin_r54c26_yes_C1_Good_S3915_R1_001	3596695	2679566	0.25	219	0.824	2679566	219	0.254992152517798	formalin_315a	0.0106531404281219	Arc-well-formalin-315A
Arc_well_315A_formalin_r68c12_yes_D2_ManualUseClusterLowConfidence_S4909_R1_001	368795	294165	0.2	21	0.858	294165	21	0.202361745685272	formalin_315a	0.0234712177108912	Arc-well-formalin-315A
Arc_well_315A_formalin_r21c50_yes_C2_Good_S1563_R1_001	320526	248229	0.23	18	0.96	248229	18	0.225557365081148	formalin_315a	0.0158437231647628	Arc-well-formalin-315A
Arc_well_315A_formalin_r42c38_yes_A1_ManualUseClusterLowConfidence_S3063_R1_001	494653	394604	0.2	29	0.957	394604	29	0.202260978908447	formalin_315a	0.00514380749749824	Arc-well-formalin-315A
Arc_well_315A_formalin_r25c62_yes_C1_Good_S1863_R1_001	758283	569282	0.25	43	1	569282	43	0.249248631447626	formalin_315a	0.00435191685951407	Arc-well-formalin-315A
Arc_well_315A_formalin_r67c8_yes_D1_Good_S4833_R1_001	889489	684195	0.23	52	0.886	684195	52	0.230799931196451	formalin_315a	0.00447757231197798	Arc-well-formalin-315A
Arc_well_315A_formalin_r17c20_yes_B1_ManualUseMultipleCells_S1245_R1_001	634283	507200	0.2	38	1	507200	38	0.200356938464376	formalin_315a	0.0045011644667114	Arc-well-formalin-315A
Arc_well_315A_formalin_r23c52_yes_C2_Good_S1709_R1_001	590755	464492	0.21	35	1	464492	35	0.213731580773756	formalin_315a	0.00544418907733268	Arc-well-formalin-315A
Arc_well_315A_formalin_r35c32_yes_D2_ManualUseMultipleCells_S2553_R1_001	318772	257377	0.19	19	1	257377	19	0.192598471634899	formalin_315a	0.00348999228675697	Arc-well-formalin-315A
Arc_well_315A_formalin_r43c12_yes_A2_ManualUseMultipleCells_S3109_R1_001	265169	208969	0.21	15	1	208969	15	0.211940309764716	formalin_315a	0.00838671977081318	Arc-well-formalin-315A
Arc_well_315A_formalin_r49c8_yes_B1_Good_S3537_R1_001	1598605	1231136	0.23	90	0.821	1231136	90	0.229868541634738	formalin_315a	0.00813102064862632	Arc-well-formalin-315A
Arc_well_315A_formalin_r13c35_yes_B2_Good_S972_R1_001	1407826	1097430	0.22	80	0.88	1097430	80	0.22047895123403	formalin_315a	0.00855341147891645	Arc-well-formalin-315A
Arc_well_315A_formalin_r51c31_yes_B2_Good_S3704_R1_001	138582	110320	0.2	8	0.962	110320	8	0.203937019237708	formalin_315a	0.0155626218847305	Arc-well-formalin-315A
Arc_well_315A_formalin_r11c67_yes_B2_Good_S860_R1_001	157440	121131	0.23	9	0.952	121131	9	0.23062118902439	formalin_315a	0.0212894798192935	Arc-well-formalin-315A
Arc_well_315A_formalin_r8c19_yes_A1_Good_S596_R1_001	810911	608420	0.25	47	1	608420	47	0.249708044409312	formalin_315a	0.00434654380512928	Arc-well-formalin-315A
Arc_well_315A_formalin_r53c9_yes_B2_ManualUseClusterLowConfidence_S3826_R1_001	1648837	1277545	0.23	98	0.82	1277545	98	0.225184175270206	formalin_315a	0.00446496650105468	Arc-well-formalin-315A
Arc_well_315A_formalin_r52c71_yes_B2_Good_S3816_R1_001	1212585	967150	0.2	77	0.899	967150	77	0.202406429240012	formalin_315a	0.00524292249283368	Arc-well-formalin-315A
Arc_well_315A_formalin_r1c23_yes_A1_Good_S96_R1_001	1547588	1124803	0.27	87	0.986	1124803	87	0.273189634450513	formalin_315a	0.00356542119932589	Arc-well-formalin-315A
Arc_well_315A_formalin_r67c26_yes_D1_Good_S4851_R1_001	1814094	1392169	0.23	106	1	1392169	106	0.232581663353718	formalin_315a	0.00974037348180308	Arc-well-formalin-315A
Arc_well_315A_formalin_r58c62_yes_C1_Good_S4239_R1_001	750272	572653	0.24	44	1	572653	44	0.23673947581677	formalin_315a	0.00484999043772778	Arc-well-formalin-315A
Arc_well_315A_formalin_r10c47_yes_B2_Good_S768_R1_001	405296	320656	0.21	24	1	320656	24	0.208835024278552	formalin_315a	0.00290108269938939	Arc-well-formalin-315A
Arc_well_315A_formalin_r37c17_yes_A2_Good_S2682_R1_001	507945	388318	0.24	29	1	388318	29	0.235511718788452	formalin_315a	0.0106882008797456	Arc-well-formalin-315A
Arc_well_315A_formalin_r30c7_yes_D1_ManualUseMultipleCells_S2168_R1_001	352821	281427	0.2	20	0.84	281427	20	0.20235190082223	formalin_315a	0.0221500526624092	Arc-well-formalin-315A
Arc_well_315A_formalin_r41c13_yes_A2_Good_S2966_R1_001	866177	648232	0.25	49	0.933	648232	49	0.251617163697489	formalin_315a	0.0030143555816019	Arc-well-formalin-315A
Arc_well_315A_formalin_r56c33_yes_C2_Good_S4066_R1_001	336940	261753	0.22	18	0.808	261753	18	0.223146554282662	formalin_315a	0.0199288442060564	Arc-well-formalin-315A
Arc_well_315A_formalin_r16c26_yes_B1_ManualUseMultipleCells_S1179_R1_001	1403012	994340	0.29	70	0.936	994340	70	0.291281899228232	formalin_315a	0.00813767496553659	Arc-well-formalin-315A
Arc_well_315A_formalin_r23c67_yes_C2_Good_S1724_R1_001	306292	246423	0.2	18	0.981	246423	18	0.195463805780105	formalin_315a	0.00926809670400614	Arc-well-formalin-315A
Arc_well_315A_formalin_r35c53_yes_D2_Good_S2574_R1_001	763867	584640	0.23	45	1	584640	45	0.234631159612865	formalin_315a	0.00416072092138017	Arc-well-formalin-315A
Arc_well_315A_formalin_r39c61_yes_A1_Good_S2870_R1_001	642054	495988	0.23	38	1	495988	38	0.227497998610709	formalin_315a	0.00475493040068071	Arc-well-formalin-315A
Arc_well_315A_formalin_r39c66_yes_A2_Good_S2875_R1_001	454496	360333	0.21	27	0.865	360333	27	0.207181141308174	formalin_315a	0.00502984420484971	Arc-well-formalin-315A
Arc_well_315A_formalin_r12c45_yes_B2_Good_S910_R1_001	361029	278565	0.23	21	1	278565	21	0.228413783934255	formalin_315a	0.00626659228143961	Arc-well-formalin-315A
Arc_well_315A_formalin_r33c14_yes_D2_Good_S2391_R1_001	285052	229722	0.19	16	0.869	229722	16	0.194104935239886	formalin_315a	0.0177859417284306	Arc-well-formalin-315A
Arc_well_315A_formalin_r36c17_yes_A2_Good_S2610_R1_001	1447118	1076347	0.26	82	0.996	1076347	82	0.256213384119332	formalin_315a	0.00496547296298152	Arc-well-formalin-315A
Arc_well_315A_formalin_r12c35_yes_B2_Good_S900_R1_001	518452	405420	0.22	31	1	405420	31	0.218018254341771	formalin_315a	0.00498246771705368	Arc-well-formalin-315A
Arc_well_315A_formalin_r4c21_yes_A1_Good_S310_R1_001	2728365	2070387	0.24	161	0.832	2070387	161	0.241162014613147	formalin_315a	0.00440801904733233	Arc-well-formalin-315A
Arc_well_315A_formalin_r21c15_yes_C2_Good_S1528_R1_001	371380	289042	0.22	22	0.984	289042	22	0.221708223383058	formalin_315a	0.00437925743298498	Arc-well-formalin-315A
Arc_well_315A_formalin_r44c34_yes_A2_Good_S3203_R1_001	1211238	897069	0.26	68	1	897069	68	0.259378421086525	formalin_315a	0.00649775471538827	Arc-well-formalin-315A
Arc_well_315A_formalin_r37c63_yes_A2_ManualUseMultipleCells_S2728_R1_001	1137576	864664	0.24	65	0.959	864664	65	0.23990660843759	formalin_315a	0.00745940289757456	Arc-well-formalin-315A
Arc_well_315A_formalin_r47c33_yes_B2_Good_S3418_R1_001	465241	369688	0.21	28	1	369688	28	0.205383876313567	formalin_315a	0.00576018740149287	Arc-well-formalin-315A
Arc_well_315A_formalin_r29c47_yes_D2_Good_S2136_R1_001	741943	558991	0.25	42	1	558991	42	0.246584980247809	formalin_315a	0.0196142161210657	Arc-well-formalin-315A
Arc_well_315A_formalin_r60c21_yes_C1_Good_S4342_R1_001	933886	736689	0.21	57	0.861	736689	57	0.211157464615595	formalin_315a	0.00334099632077026	Arc-well-formalin-315A
Arc_well_315A_formalin_r25c4_yes_C1_Good_S1805_R1_001	181593	142746	0.21	11	1	142746	11	0.213923444185624	formalin_315a	0.00958303737321361	Arc-well-formalin-315A
Arc_well_315A_formalin_r60c15_yes_C2_ManualUseMultipleCells_S4336_R1_001	151046	121132	0.2	9	0.983	121132	9	0.198045628484038	formalin_315a	0.00817674314132892	Arc-well-formalin-315A
Arc_well_315A_formalin_r31c14_yes_D2_Good_S2247_R1_001	767870	599763	0.22	46	1	599763	46	0.218926380767578	formalin_315a	0.00357401644855855	Arc-well-formalin-315A
Arc_well_315A_formalin_r68c8_yes_D1_Good_S4905_R1_001	1437016	1067206	0.26	82	1	1067206	82	0.257345777639219	formalin_315a	0.00258141267468306	Arc-well-formalin-315A
Arc_well_315A_formalin_r6c29_yes_A2_Good_S462_R1_001	165205	129034	0.22	10	0.985	129034	10	0.218946157803941	formalin_315a	0.0145725115177446	Arc-well-formalin-315A
Arc_well_315A_formalin_r38c9_yes_A2_Good_S2746_R1_001	470604	369896	0.21	28	1	369896	28	0.213997331089408	formalin_315a	0.00389106635468275	Arc-well-formalin-315A
Arc_well_315A_formalin_r13c21_yes_B1_Good_S958_R1_001	420170	335451	0.2	23	0.808	335451	23	0.201630292500655	formalin_315a	0.0188662273039911	Arc-well-formalin-315A
Arc_well_315A_formalin_r45c5_yes_B1_Good_S3246_R1_001	322952	254487	0.21	19	0.888	254487	19	0.211997448537244	formalin_315a	0.00441085803221628	Arc-well-formalin-315A
Arc_well_315A_formalin_r25c6_yes_C1_ManualUseMultipleCells_S1807_R1_001	362778	290076	0.2	21	1	290076	21	0.200403552585879	formalin_315a	0.00749340255021456	Arc-well-formalin-315A
Arc_well_315A_formalin_r59c33_yes_C2_Good_S4282_R1_001	561465	441716	0.21	30	0.843	441716	30	0.213279545474785	formalin_315a	0.0161724453577686	Arc-well-formalin-315A
Arc_well_315A_formalin_r40c61_yes_A1_Good_S2942_R1_001	679930	525784	0.23	38	0.963	525784	38	0.226708631770918	formalin_315a	0.0084987617724057	Arc-well-formalin-315A
Arc_well_315A_formalin_r58c44_yes_C1_ManualUseCluster_S4221_R1_001	721278	549035	0.24	39	1	549035	39	0.238802514425783	formalin_315a	0.0115183827182684	Arc-well-formalin-315A
Arc_well_315A_formalin_r33c20_yes_D1_Good_S2397_R1_001	590185	460395	0.22	35	1	460395	35	0.219914094733007	formalin_315a	0.00468974539984173	Arc-well-formalin-315A
Arc_well_315A_formalin_r59c63_yes_C2_Good_S4312_R1_001	867404	674738	0.22	48	0.893	674738	48	0.222117951957796	formalin_315a	0.00879199392530094	Arc-well-formalin-315A
Arc_well_315A_formalin_r6c3_yes_A1_Good_S436_R1_001	608197	474309	0.22	36	1	474309	36	0.220139198318966	formalin_315a	0.00410092645233357	Arc-well-formalin-315A
Arc_well_315A_formalin_r41c34_yes_A2_ManualUseMultipleCells_S2987_R1_001	1281146	966380	0.25	74	1	966380	74	0.245690967305834	formalin_315a	0.00443567748849289	Arc-well-formalin-315A
Arc_well_315A_formalin_r21c13_yes_C2_Good_S1526_R1_001	927408	696484	0.25	50	0.932	696484	50	0.24899936166175	formalin_315a	0.0109207224012633	Arc-well-formalin-315A
Arc_well_315A_formalin_r20c32_yes_C2_ManualUseCluster_S1473_R1_001	256696	209936	0.18	16	1	209936	16	0.182160999781843	formalin_315a	0.00592092833153751	Arc-well-formalin-315A
Arc_well_315A_formalin_r21c65_yes_C2_ManualUseMultipleCells_S1578_R1_001	403705	313882	0.22	23	1	313882	23	0.222496625010837	formalin_315a	0.00792266790203811	Arc-well-formalin-315A
Arc_well_315A_formalin_r60c12_yes_C2_Good_S4333_R1_001	249089	204941	0.18	14	0.909	204941	14	0.177237854742682	formalin_315a	0.0147880601445164	Arc-well-formalin-315A
Arc_well_315A_formalin_r61c18_yes_C1_ManualUseCluster_S4411_R1_001	125625	102939	0.18	8	0.985	102939	8	0.180585074626866	formalin_315a	0.0195429138191673	Arc-well-formalin-315A
Arc_well_315A_formalin_r21c5_yes_C1_Good_S1518_R1_001	195443	154216	0.21	11	0.912	154216	11	0.210941297462687	formalin_315a	0.0243356218623415	Arc-well-formalin-315A
Arc_well_315A_formalin_r38c13_yes_A2_Good_S2750_R1_001	236955	186371	0.21	13	0.947	186371	13	0.213475132409107	formalin_315a	0.0138387701713013	Arc-well-formalin-315A
Arc_well_315A_formalin_r3c35_yes_A2_Good_S252_R1_001	848733	665629	0.22	51	0.994	665629	51	0.215738047183272	formalin_315a	0.0039484597008453	Arc-well-formalin-315A
Arc_well_315A_formalin_r57c70_yes_C2_Good_S4175_R1_001	248126	197141	0.21	15	1	197141	15	0.205480280180231	formalin_315a	0.0053370731634165	Arc-well-formalin-315A
Arc_well_315A_formalin_r32c41_yes_D1_Good_S2346_R1_001	119382	102836	0.14	8	0.92	102836	8	0.138597108441809	formalin_315a	0.0164090830048647	Arc-well-formalin-315A
Arc_well_315A_formalin_r22c22_yes_C1_Good_S1607_R1_001	197875	158094	0.2	12	1	158094	12	0.201041061276058	formalin_315a	0.00878996854540543	Arc-well-formalin-315A
Arc_well_MDA231_fixed_r37c54_yes_A1_Good_S2719_R1_001	917468	810514	0.12	60	0.924	810514	60	0.116575183003658	formalin_mda231	0.0101903203331195	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r51c48_yes_B2_Good_S3721_R1_001	916780	804834	0.12	61	0.946	804834	61	0.122107812125046	formalin_mda231	0.00313322711845892	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r32c67_yes_D2_Good_S2372_R1_001	247131	231704	0.06	17	0.987	231704	17	0.0624243822102448	formalin_mda231	0.00278874932501257	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r0c35_yes_A2_Good_S36_R1_001	503483	455731	0.09	34	0.973	455731	34	0.0948433214229676	formalin_mda231	0.00418922736746321	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r71c59_yes_D1_Good_S5172_R1_001	574142	512334	0.11	38	0.959	512334	38	0.107652810628729	formalin_mda231	0.00528135875288545	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r52c19_yes_B1_Good_S3764_R1_001	1377509	1211795	0.12	90	0.953	1211795	90	0.120299758477077	formalin_mda231	0.00538330677447544	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r44c24_yes_A1_Good_S3193_R1_001	586744	512443	0.13	38	0.836	512443	38	0.126632739320726	formalin_mda231	0.0208406599296955	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r62c58_yes_C1_Good_S4523_R1_001	1218640	1107931	0.09	84	0.853	1107931	84	0.0908463533118887	formalin_mda231	0.00956112514739882	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r22c30_yes_C2_Good_S1615_R1_001	1285224	1135323	0.12	85	0.889	1135323	85	0.116634143153256	formalin_mda231	0.00864411234686193	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r40c21_yes_A1_Good_S2902_R1_001	1188708	1065406	0.1	78	0.966	1065406	78	0.103727744744714	formalin_mda231	0.00238218742326067	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r64c23_yes_D1_Good_S4632_R1_001	644235	550090	0.15	41	0.814	550090	41	0.146134562698394	formalin_mda231	0.0262240393301376	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r9c20_yes_B1_Good_S669_R1_001	648461	572215	0.12	42	0.857	572215	42	0.117579931561035	formalin_mda231	0.00778203460292928	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r20c51_yes_C2_Good_S1492_R1_001	1241153	1083262	0.13	76	0.831	1083262	76	0.127213163888739	formalin_mda231	0.0125009729692415	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r58c56_yes_C1_Good_S4233_R1_001	974443	855304	0.12	66	0.955	855304	66	0.122263693207299	formalin_mda231	0.00326775049864227	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r49c16_yes_B2_Good_S3545_R1_001	1028951	923640	0.1	69	0.858	923640	69	0.102347925217041	formalin_mda231	0.0088838912522632	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r41c18_yes_A1_Good_S2971_R1_001	512406	455697	0.11	32	0.855	455697	32	0.110672006182597	formalin_mda231	0.0119890712759052	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r55c19_yes_C1_Good_S3980_R1_001	972682	854539	0.12	64	0.958	854539	64	0.121461073608846	formalin_mda231	0.00756757911357674	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r7c9_yes_A2_Good_S514_R1_001	325535	290109	0.11	22	0.887	290109	22	0.108823935982306	formalin_mda231	0.0104946770491529	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r52c22_yes_B1_Good_S3767_R1_001	1178116	1043092	0.11	79	0.978	1043092	79	0.114610106305321	formalin_mda231	0.00229202354829193	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r53c19_yes_B1_Good_S3836_R1_001	1139537	1008655	0.11	76	0.966	1008655	76	0.11485541935014	formalin_mda231	0.00353647304230921	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r28c69_yes_D2_Good_S2086_R1_001	435448	387614	0.11	29	0.948	387614	29	0.109850085429259	formalin_mda231	0.00564319055841976	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r52c48_yes_B2_Good_S3793_R1_001	586564	529048	0.1	39	0.921	529048	39	0.0980557961279588	formalin_mda231	0.00603381348858574	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r43c9_yes_A2_Good_S3106_R1_001	1214607	1085506	0.11	83	0.932	1085506	83	0.106290347412785	formalin_mda231	0.00485157680808006	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r0c19_yes_A1_Good_S20_R1_001	818283	717309	0.12	55	0.98	717309	55	0.123397406520727	formalin_mda231	0.00409353999852946	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r4c17_yes_A2_Good_S306_R1_001	971815	835823	0.14	62	0.947	835823	62	0.139936098948874	formalin_mda231	0.00578158217328188	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r59c15_yes_C2_Good_S4264_R1_001	1026138	891781	0.13	69	0.986	891781	69	0.130934630624731	formalin_mda231	0.00331330851822711	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r62c5_yes_C1_Good_S4470_R1_001	1041154	913043	0.12	70	0.957	913043	70	0.123047118870023	formalin_mda231	0.00330166936685545	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r11c25_yes_B1_Good_S818_R1_001	942687	834697	0.11	63	0.928	834697	63	0.114555520549239	formalin_mda231	0.00451055705724466	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r45c55_yes_B1_Good_S3296_R1_001	904966	806306	0.11	61	0.933	806306	61	0.109020670389827	formalin_mda231	0.00443918043963048	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r56c21_yes_C1_Good_S4054_R1_001	1089670	957548	0.12	73	0.978	957548	73	0.121249552616847	formalin_mda231	0.0033992932214785	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r45c11_yes_B2_Good_S3252_R1_001	1004639	879914	0.12	66	0.903	879914	66	0.124149072452891	formalin_mda231	0.00382931450583368	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r53c62_yes_B1_Good_S3879_R1_001	670856	591948	0.12	44	0.868	591948	44	0.117622857960576	formalin_mda231	0.00858808556825014	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r37c35_yes_A2_Good_S2700_R1_001	947450	838180	0.12	64	0.947	838180	64	0.115330624307351	formalin_mda231	0.00342153884542404	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r3c21_yes_A1_Good_S238_R1_001	763799	679096	0.11	52	0.972	679096	52	0.110896976822436	formalin_mda231	0.00482496922636763	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r27c19_yes_D1_Good_S1964_R1_001	834522	738276	0.12	56	0.919	738276	56	0.115330692300503	formalin_mda231	0.00422766083377968	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r41c61_yes_A1_Good_S3014_R1_001	519438	466971	0.1	35	0.899	466971	35	0.101007242442794	formalin_mda231	0.00788517637187882	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r14c43_yes_B1_Good_S1052_R1_001	874178	768537	0.12	58	0.976	768537	58	0.120846097705502	formalin_mda231	0.00369930660152159	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r50c45_yes_B2_Good_S3646_R1_001	917909	816489	0.11	61	0.963	816489	61	0.110490255569997	formalin_mda231	0.00403044480634883	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r26c58_yes_C1_Good_S1931_R1_001	530806	474091	0.11	35	0.939	474091	35	0.106846945965193	formalin_mda231	0.00966671490999052	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r27c46_yes_D2_Good_S1991_R1_001	1123028	977053	0.13	73	0.931	977053	73	0.129983402016691	formalin_mda231	0.00617508223611264	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r43c59_yes_A1_Good_S3156_R1_001	362730	333670	0.08	25	0.98	333670	25	0.0801146858544923	formalin_mda231	0.00494557969655071	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r69c0_yes_D1_Good_S4969_R1_001	847944	756384	0.11	56	0.943	756384	56	0.107978828790581	formalin_mda231	0.0102890247998264	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r4c44_yes_A1_Good_S333_R1_001	917057	808751	0.12	61	0.858	808751	61	0.118101710144517	formalin_mda231	0.00595750559241905	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r7c27_yes_A2_Good_S532_R1_001	1292295	1110944	0.14	85	0.984	1110944	85	0.140332509218096	formalin_mda231	0.00294739271836522	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r8c46_yes_A2_Good_S623_R1_001	1286137	1127550	0.12	84	0.986	1127550	84	0.123304904531943	formalin_mda231	0.00281015614813408	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r36c65_yes_A2_Good_S2658_R1_001	878270	765225	0.13	57	0.931	765225	57	0.128713265852187	formalin_mda231	0.00766660166054109	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r22c10_yes_C2_Good_S1595_R1_001	800834	678252	0.15	48	0.801	678252	48	0.153067926686429	formalin_mda231	0.00651966950442593	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r43c22_yes_A1_Good_S3119_R1_001	1287131	1129039	0.12	85	0.991	1129039	85	0.12282510482616	formalin_mda231	0.00228031377897165	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r19c10_yes_C2_Good_S1379_R1_001	578026	504484	0.13	38	0.898	504484	38	0.127229570988156	formalin_mda231	0.0117220585412499	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r71c41_yes_D1_Good_S5154_R1_001	795298	705124	0.11	53	0.892	705124	53	0.113383913954266	formalin_mda231	0.00778742782173343	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r65c4_yes_D1_Good_S4685_R1_001	1057813	939920	0.11	72	0.967	939920	72	0.111449755297014	formalin_mda231	0.00313753993241331	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r0c29_yes_A2_Good_S30_R1_001	751888	668892	0.11	46	0.832	668892	46	0.110383461366587	formalin_mda231	0.0100913597682753	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r6c4_yes_A1_Good_S437_R1_001	708697	625012	0.12	47	0.942	625012	47	0.118082904259507	formalin_mda231	0.0056497799617467	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r45c33_yes_B2_Good_S3274_R1_001	1002799	884522	0.12	66	0.982	884522	66	0.117946866720051	formalin_mda231	0.00334120145248268	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r41c34_yes_A2_Good_S2987_R1_001	1105846	963740	0.13	75	0.989	963740	75	0.128504330621081	formalin_mda231	0.00240065267314687	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r62c16_yes_C2_Good_S4481_R1_001	1228867	1091024	0.11	82	0.843	1091024	82	0.112170804489013	formalin_mda231	0.00752193542829425	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r43c39_yes_A1_Good_S3136_R1_001	671799	598796	0.11	45	0.977	598796	45	0.108667920017743	formalin_mda231	0.00299486127488057	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r31c66_yes_D2_Good_S2299_R1_001	1260640	1096996	0.13	84	0.986	1096996	84	0.129810255108516	formalin_mda231	0.00301705873433204	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r39c52_yes_A2_Good_S2861_R1_001	1360145	1186633	0.13	89	0.977	1186633	89	0.127568751861015	formalin_mda231	0.00284136652715326	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r7c30_yes_A2_Good_S535_R1_001	1271388	1092435	0.14	81	0.984	1092435	81	0.140754042039094	formalin_mda231	0.00331893263293439	Arc-well-formalin-MDAMB231
Arc_well_MDA231_fixed_r52c61_yes_B1_Good_S3806_R1_001	440478	399712	0.09	30	0.984	399712	30	0.0925494576346605	formalin_mda231	0.00437787339779741	Arc-well-formalin-MDAMB231
